,fov,spot_id,tumor,fibroblast,macrophage,T CD4 memory,T CD8 memory,plasmablast,B-cell,mast,Treg,endothelial,pDC,T CD4 naive,neutrophil,T CD8 naive,NK,monocyte,epithelial,mDC
63,4.0,4.0,0.0,16.0,11.0,3.0,0.0,8.0,6.0,5.0,1.0,24.0,2.0,24.0,40.0,6.0,3.0,2.0,13.0,6.0
64,4.0,5.0,70.0,23.0,15.0,0.0,0.0,0.0,1.0,15.0,0.0,13.0,0.0,2.0,20.0,2.0,1.0,0.0,5.0,4.0
65,4.0,6.0,22.0,0.0,43.0,0.0,0.0,4.0,1.0,5.0,0.0,5.0,3.0,1.0,32.0,0.0,0.0,2.0,12.0,2.0
66,4.0,7.0,4.0,13.0,11.0,2.0,0.0,1.0,65.0,3.0,0.0,16.0,5.0,47.0,13.0,3.0,4.0,1.0,21.0,26.0
67,4.0,8.0,0.0,50.0,12.0,3.0,1.0,7.0,58.0,2.0,0.0,18.0,1.0,35.0,3.0,10.0,2.0,2.0,0.0,26.0
68,4.0,9.0,124.0,11.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0
69,4.0,10.0,119.0,9.0,27.0,1.0,0.0,2.0,1.0,2.0,0.0,7.0,0.0,0.0,16.0,0.0,4.0,1.0,5.0,4.0
70,4.0,11.0,1.0,15.0,38.0,1.0,0.0,1.0,35.0,1.0,0.0,14.0,5.0,33.0,18.0,5.0,6.0,1.0,22.0,13.0
71,4.0,12.0,0.0,16.0,17.0,0.0,0.0,5.0,103.0,2.0,0.0,15.0,14.0,48.0,2.0,11.0,6.0,0.0,25.0,21.0
72,4.0,13.0,101.0,8.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0
73,4.0,14.0,109.0,13.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
74,4.0,15.0,41.0,6.0,19.0,0.0,0.0,0.0,1.0,5.0,0.0,9.0,0.0,3.0,18.0,1.0,3.0,3.0,13.0,3.0
75,4.0,16.0,7.0,6.0,22.0,0.0,0.0,2.0,4.0,2.0,0.0,7.0,1.0,4.0,40.0,1.0,4.0,0.0,8.0,2.0
76,4.0,17.0,79.0,2.0,21.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,2.0,0.0,6.0,1.0
77,4.0,18.0,18.0,21.0,45.0,1.0,0.0,6.0,5.0,5.0,0.0,2.0,5.0,10.0,62.0,2.0,2.0,6.0,4.0,11.0
78,4.0,19.0,1.0,15.0,13.0,2.0,1.0,7.0,9.0,9.0,1.0,16.0,4.0,10.0,24.0,3.0,4.0,3.0,37.0,9.0
79,4.0,20.0,8.0,19.0,16.0,2.0,0.0,2.0,7.0,5.0,0.0,9.0,0.0,16.0,33.0,3.0,3.0,5.0,28.0,6.0
80,5.0,1.0,0.0,14.0,35.0,0.0,0.0,2.0,5.0,2.0,0.0,26.0,4.0,15.0,42.0,1.0,10.0,5.0,9.0,5.0
81,5.0,2.0,6.0,20.0,36.0,4.0,1.0,2.0,2.0,6.0,0.0,9.0,6.0,7.0,33.0,2.0,3.0,2.0,23.0,4.0
82,5.0,3.0,0.0,13.0,15.0,3.0,0.0,2.0,16.0,7.0,0.0,20.0,6.0,47.0,11.0,2.0,4.0,6.0,32.0,10.0
83,5.0,4.0,0.0,19.0,13.0,5.0,3.0,11.0,14.0,6.0,1.0,11.0,6.0,24.0,15.0,6.0,7.0,5.0,34.0,14.0
84,5.0,5.0,5.0,2.0,37.0,0.0,1.0,3.0,3.0,7.0,0.0,17.0,3.0,3.0,46.0,1.0,3.0,1.0,18.0,1.0
85,5.0,6.0,9.0,3.0,25.0,0.0,0.0,4.0,1.0,3.0,0.0,7.0,4.0,8.0,40.0,1.0,12.0,1.0,12.0,10.0
86,5.0,7.0,6.0,24.0,25.0,2.0,0.0,9.0,31.0,3.0,0.0,12.0,9.0,46.0,16.0,2.0,6.0,0.0,32.0,25.0
87,5.0,8.0,0.0,36.0,9.0,2.0,0.0,16.0,25.0,3.0,0.0,26.0,11.0,35.0,2.0,1.0,8.0,3.0,0.0,16.0
88,5.0,9.0,1.0,22.0,28.0,0.0,0.0,2.0,3.0,1.0,0.0,32.0,0.0,6.0,7.0,0.0,3.0,2.0,9.0,6.0
89,5.0,10.0,1.0,9.0,21.0,1.0,0.0,1.0,0.0,6.0,0.0,18.0,1.0,3.0,23.0,0.0,5.0,1.0,5.0,2.0
90,5.0,11.0,26.0,14.0,12.0,0.0,0.0,3.0,0.0,2.0,0.0,32.0,2.0,6.0,21.0,1.0,4.0,1.0,15.0,5.0
91,5.0,12.0,43.0,22.0,19.0,0.0,0.0,5.0,5.0,9.0,0.0,15.0,0.0,20.0,15.0,0.0,4.0,0.0,7.0,1.0
92,5.0,13.0,59.0,19.0,17.0,0.0,0.0,1.0,0.0,7.0,0.0,14.0,0.0,2.0,13.0,0.0,3.0,0.0,5.0,6.0
93,5.0,14.0,89.0,24.0,7.0,0.0,0.0,2.0,0.0,2.0,0.0,12.0,1.0,1.0,5.0,0.0,0.0,0.0,4.0,2.0
94,5.0,15.0,62.0,11.0,7.0,0.0,0.0,9.0,0.0,12.0,0.0,4.0,0.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0
95,5.0,16.0,111.0,14.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
96,5.0,17.0,98.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
97,5.0,18.0,89.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
98,5.0,19.0,125.0,14.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0
99,5.0,20.0,157.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100,6.0,1.0,0.0,10.0,9.0,5.0,0.0,37.0,43.0,4.0,6.0,13.0,12.0,50.0,1.0,6.0,2.0,0.0,5.0,3.0
101,6.0,2.0,1.0,17.0,9.0,6.0,0.0,34.0,20.0,16.0,6.0,31.0,24.0,62.0,0.0,11.0,0.0,0.0,9.0,1.0
102,6.0,3.0,0.0,11.0,2.0,4.0,0.0,68.0,38.0,6.0,6.0,36.0,17.0,54.0,2.0,4.0,3.0,2.0,9.0,3.0
103,6.0,4.0,36.0,6.0,1.0,0.0,0.0,10.0,3.0,5.0,0.0,4.0,3.0,5.0,1.0,1.0,1.0,0.0,17.0,1.0
104,6.0,5.0,0.0,12.0,12.0,2.0,0.0,18.0,24.0,12.0,2.0,22.0,14.0,38.0,6.0,8.0,7.0,1.0,25.0,6.0
105,6.0,6.0,1.0,19.0,6.0,5.0,3.0,23.0,73.0,3.0,3.0,34.0,17.0,75.0,0.0,5.0,4.0,2.0,22.0,2.0
106,6.0,7.0,0.0,17.0,4.0,2.0,2.0,18.0,54.0,3.0,3.0,35.0,5.0,73.0,1.0,16.0,6.0,0.0,21.0,2.0
107,6.0,8.0,2.0,10.0,13.0,8.0,0.0,17.0,27.0,5.0,3.0,21.0,14.0,47.0,2.0,16.0,2.0,2.0,22.0,5.0
108,6.0,9.0,0.0,24.0,7.0,3.0,0.0,14.0,34.0,7.0,2.0,28.0,6.0,68.0,1.0,2.0,2.0,1.0,13.0,2.0
109,6.0,10.0,0.0,21.0,8.0,2.0,1.0,15.0,59.0,9.0,2.0,47.0,13.0,86.0,3.0,4.0,6.0,4.0,19.0,1.0
110,6.0,11.0,0.0,12.0,6.0,0.0,1.0,15.0,52.0,4.0,2.0,16.0,7.0,60.0,2.0,3.0,3.0,1.0,13.0,8.0
111,6.0,12.0,0.0,33.0,2.0,4.0,0.0,60.0,13.0,12.0,3.0,36.0,17.0,33.0,2.0,11.0,2.0,2.0,3.0,1.0
112,6.0,13.0,0.0,15.0,10.0,1.0,1.0,8.0,51.0,7.0,2.0,43.0,15.0,55.0,6.0,2.0,9.0,2.0,16.0,4.0
113,6.0,14.0,0.0,16.0,7.0,5.0,0.0,24.0,22.0,9.0,5.0,50.0,14.0,69.0,2.0,10.0,7.0,1.0,13.0,2.0
114,6.0,15.0,0.0,19.0,5.0,5.0,0.0,22.0,101.0,12.0,4.0,23.0,11.0,52.0,0.0,12.0,0.0,1.0,20.0,3.0
115,6.0,16.0,0.0,12.0,7.0,6.0,2.0,16.0,167.0,4.0,2.0,13.0,13.0,80.0,0.0,9.0,3.0,0.0,25.0,2.0
116,6.0,17.0,2.0,26.0,6.0,2.0,1.0,30.0,14.0,4.0,3.0,47.0,20.0,17.0,7.0,3.0,3.0,1.0,12.0,4.0
117,6.0,18.0,3.0,26.0,9.0,7.0,0.0,17.0,30.0,10.0,2.0,29.0,11.0,34.0,4.0,9.0,1.0,0.0,32.0,8.0
118,6.0,19.0,0.0,22.0,9.0,5.0,2.0,17.0,168.0,9.0,1.0,9.0,11.0,67.0,3.0,6.0,2.0,1.0,16.0,6.0
119,6.0,20.0,13.0,48.0,6.0,7.0,0.0,22.0,89.0,6.0,4.0,14.0,11.0,26.0,1.0,5.0,0.0,4.0,1.0,3.0
120,7.0,1.0,1.0,49.0,4.0,8.0,0.0,32.0,11.0,11.0,0.0,13.0,14.0,27.0,1.0,6.0,0.0,1.0,26.0,6.0
121,7.0,2.0,0.0,28.0,15.0,2.0,0.0,19.0,82.0,13.0,0.0,9.0,28.0,62.0,1.0,18.0,4.0,0.0,6.0,16.0
122,7.0,3.0,5.0,84.0,5.0,0.0,0.0,42.0,13.0,4.0,2.0,13.0,17.0,12.0,2.0,4.0,0.0,2.0,0.0,6.0
123,7.0,4.0,77.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0
124,7.0,5.0,0.0,40.0,11.0,3.0,0.0,18.0,86.0,7.0,1.0,6.0,22.0,72.0,1.0,24.0,2.0,1.0,1.0,18.0
125,7.0,6.0,21.0,41.0,2.0,0.0,0.0,6.0,113.0,1.0,1.0,2.0,7.0,44.0,0.0,11.0,2.0,0.0,20.0,9.0
126,7.0,7.0,80.0,22.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
127,7.0,8.0,91.0,36.0,1.0,0.0,0.0,10.0,0.0,2.0,0.0,6.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0
128,7.0,9.0,3.0,55.0,5.0,1.0,0.0,22.0,4.0,8.0,2.0,22.0,5.0,5.0,9.0,5.0,2.0,0.0,3.0,8.0
129,7.0,10.0,98.0,36.0,0.0,0.0,0.0,19.0,2.0,2.0,0.0,13.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,6.0
130,7.0,11.0,116.0,4.0,1.0,0.0,0.0,13.0,0.0,2.0,0.0,13.0,1.0,1.0,13.0,1.0,1.0,0.0,0.0,0.0
131,7.0,12.0,178.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
132,7.0,13.0,60.0,24.0,2.0,0.0,1.0,14.0,0.0,9.0,0.0,19.0,1.0,0.0,3.0,2.0,1.0,0.0,10.0,6.0
133,7.0,14.0,154.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0
134,7.0,15.0,156.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0
135,7.0,16.0,89.0,15.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,10.0,1.0,1.0,5.0,0.0,2.0,1.0,13.0,2.0
136,7.0,17.0,92.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,1.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0
137,7.0,18.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
138,7.0,19.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
139,7.0,20.0,103.0,9.0,1.0,0.0,0.0,7.0,1.0,2.0,0.0,10.0,0.0,0.0,7.0,0.0,1.0,1.0,3.0,1.0
140,8.0,1.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
141,8.0,2.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
142,8.0,3.0,179.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0
143,8.0,4.0,161.0,10.0,1.0,1.0,1.0,4.0,0.0,6.0,0.0,6.0,1.0,1.0,6.0,2.0,0.0,0.0,6.0,1.0
144,8.0,5.0,93.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,9.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
145,8.0,6.0,138.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
146,8.0,7.0,102.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0
147,8.0,8.0,118.0,10.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,1.0,14.0,0.0,0.0,2.0,9.0,0.0
148,8.0,9.0,66.0,18.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,10.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0
149,8.0,10.0,82.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
150,8.0,11.0,99.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0
151,8.0,12.0,118.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0
152,8.0,13.0,129.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0
153,8.0,14.0,122.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
154,8.0,15.0,80.0,27.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,1.0,11.0,0.0,1.0,0.0,9.0,2.0
155,8.0,16.0,4.0,3.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,41.0,0.0,1.0,1.0,5.0,2.0
156,8.0,17.0,13.0,18.0,15.0,0.0,0.0,1.0,0.0,10.0,0.0,13.0,0.0,0.0,37.0,1.0,4.0,2.0,9.0,5.0
157,8.0,18.0,45.0,7.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,4.0,17.0,0.0,1.0,1.0,2.0,8.0
158,8.0,19.0,85.0,10.0,17.0,0.0,0.0,4.0,1.0,5.0,0.0,18.0,2.0,8.0,32.0,3.0,4.0,1.0,18.0,18.0
159,8.0,20.0,2.0,4.0,29.0,1.0,0.0,2.0,6.0,5.0,0.0,18.0,2.0,14.0,53.0,0.0,8.0,3.0,12.0,2.0
160,9.0,1.0,0.0,31.0,10.0,1.0,0.0,11.0,13.0,10.0,0.0,31.0,8.0,23.0,30.0,6.0,4.0,2.0,22.0,2.0
161,9.0,2.0,4.0,6.0,31.0,0.0,0.0,3.0,2.0,1.0,0.0,24.0,4.0,7.0,62.0,5.0,2.0,3.0,12.0,7.0
162,9.0,3.0,6.0,1.0,46.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,44.0,1.0,3.0,1.0,4.0,3.0
163,9.0,4.0,4.0,1.0,46.0,0.0,0.0,0.0,1.0,7.0,0.0,5.0,0.0,1.0,62.0,1.0,2.0,2.0,1.0,2.0
164,9.0,5.0,26.0,44.0,3.0,2.0,0.0,9.0,7.0,7.0,1.0,5.0,4.0,17.0,2.0,4.0,0.0,0.0,2.0,9.0
165,9.0,6.0,9.0,43.0,14.0,1.0,0.0,11.0,11.0,5.0,0.0,11.0,9.0,27.0,8.0,6.0,1.0,3.0,9.0,8.0
166,9.0,7.0,4.0,20.0,45.0,0.0,0.0,5.0,5.0,5.0,0.0,11.0,2.0,12.0,26.0,1.0,3.0,1.0,11.0,6.0
167,9.0,8.0,1.0,21.0,22.0,0.0,0.0,11.0,3.0,4.0,0.0,48.0,4.0,8.0,23.0,2.0,8.0,2.0,17.0,2.0
