,fov,spot_id,Antibody.secreting.B.cells,CD3+.alpha.beta.T.cells,Central.venous.LSECs,Cholangiocytes,Erthyroid.cells,Hep.1,Hep.3,Hep.4,Hep.5,Hep.6,Inflammatory.macrophages,Mature.B.cells,NK.like.cells,Non.inflammatory.macrophages,NotDet,Periportal.LSECs,Portal.endothelial.cells,Stellate.cells,gamma.delta.T.cells.1
531,155,1,0,6,4,0,1,3,11,62,30,2,5,1,2,6,0,0,0,1,2
532,155,2,0,5,5,0,0,24,12,44,24,1,5,2,3,2,0,0,0,1,3
533,155,3,1,6,6,0,0,31,16,48,16,2,6,1,3,3,0,0,0,6,0
534,155,4,0,4,5,0,0,8,7,39,40,3,0,1,1,6,0,0,0,3,0
535,155,5,0,10,0,0,0,22,14,40,17,4,4,0,3,2,0,0,1,8,2
536,155,6,0,6,5,1,1,18,14,27,38,1,3,2,1,4,0,0,0,9,3
537,155,7,0,9,0,0,0,39,21,30,6,3,1,0,2,1,0,0,2,6,2
538,155,8,0,7,2,0,0,44,22,29,3,1,2,1,1,5,0,1,2,8,2
539,155,9,0,2,2,0,0,37,10,31,23,3,3,4,2,4,0,0,0,6,0
540,156,1,0,3,1,0,2,8,7,52,36,5,3,0,0,3,0,0,0,2,0
541,156,2,0,9,4,0,0,10,5,40,41,2,2,0,1,5,0,0,0,4,2
542,156,3,0,4,5,0,0,3,9,51,35,1,3,1,0,2,0,0,0,4,0
543,156,4,0,5,1,7,0,0,9,70,33,5,0,0,0,2,0,1,0,11,1
544,156,5,0,2,0,1,0,2,4,60,44,4,6,0,0,7,0,0,0,6,3
545,156,6,0,9,2,1,0,1,4,61,46,1,1,0,1,3,0,1,0,9,5
546,156,7,0,8,1,12,0,0,8,56,34,0,10,0,1,3,0,19,0,38,0
547,156,8,1,3,0,0,1,0,6,71,36,3,2,0,2,3,0,3,0,14,0
548,156,9,0,1,1,0,0,0,7,79,38,0,3,1,0,9,0,0,0,10,2
549,157,1,0,3,0,0,1,2,8,68,44,1,1,1,0,1,0,0,0,4,4
550,157,2,0,2,1,0,0,3,4,85,34,2,2,1,1,4,0,0,0,7,2
551,157,3,0,3,5,0,1,5,7,68,45,0,2,2,2,9,0,0,0,2,3
552,157,4,0,4,4,0,0,2,4,66,45,3,0,0,0,8,0,0,0,10,0
553,157,5,0,7,1,0,1,3,4,61,41,0,1,0,2,1,0,0,0,7,0
554,157,6,0,7,2,0,0,38,7,63,15,2,3,1,0,2,0,0,0,2,0
555,157,7,0,4,3,0,1,3,11,71,54,4,1,3,0,3,0,0,0,4,1
556,157,8,0,6,2,0,1,2,3,66,53,1,6,2,1,7,0,0,0,4,2
557,157,9,1,7,4,0,0,19,7,57,35,4,2,2,3,3,0,0,0,3,1
675,170,1,0,5,1,0,0,29,5,40,19,0,1,0,3,1,0,0,0,3,0
676,170,2,0,5,0,0,1,36,14,20,7,0,0,1,1,0,0,0,1,2,0
677,170,3,0,1,0,0,0,32,10,8,2,0,0,0,0,1,0,0,0,3,0
678,170,4,0,3,4,0,0,34,3,54,28,2,1,1,0,1,0,0,0,2,2
679,170,5,0,1,6,0,1,27,7,30,41,2,1,2,2,2,0,0,0,6,0
680,170,6,1,9,2,0,2,50,11,25,7,1,8,3,3,0,0,0,0,10,0
681,170,7,0,6,1,1,1,0,4,52,57,5,3,3,3,3,0,0,0,5,0
682,170,8,0,10,1,0,1,5,5,46,58,2,2,2,0,3,0,0,0,3,1
683,170,9,0,6,4,0,0,43,8,29,30,2,1,2,0,4,0,1,0,9,0
684,171,1,0,9,0,5,0,0,5,63,44,1,4,0,1,5,0,4,0,11,0
685,171,2,0,5,0,0,1,7,4,55,45,1,3,3,1,3,0,0,0,2,0
686,171,3,0,1,3,0,1,4,5,44,46,5,2,2,0,2,0,0,0,3,2
687,171,4,0,2,2,0,1,0,14,61,50,5,0,1,0,6,0,0,0,7,0
688,171,5,0,5,0,0,1,1,7,46,58,2,2,1,0,8,0,0,0,4,0
689,171,6,3,6,0,6,2,0,11,49,39,1,4,0,0,4,0,7,0,26,0
690,171,7,0,2,2,2,3,0,9,61,41,5,3,1,1,6,0,0,0,4,4
691,171,8,0,3,0,5,1,0,19,57,46,0,7,2,1,5,0,1,0,8,0
692,171,9,0,3,0,3,0,1,11,67,47,3,2,1,1,4,0,4,0,17,2
693,172,1,0,6,3,0,1,1,7,48,35,2,1,1,0,9,0,0,0,3,3
694,172,2,0,2,2,5,2,0,9,49,55,3,5,0,0,4,0,0,0,8,0
695,172,3,0,6,0,0,1,6,9,55,37,5,3,0,2,6,0,0,0,6,4
696,172,4,0,4,4,0,0,2,10,57,45,2,3,1,1,4,0,0,0,3,1
697,172,5,1,9,0,7,0,0,10,46,23,1,2,1,2,5,0,20,0,28,1
698,172,6,1,7,1,1,1,3,7,50,52,8,4,0,0,4,0,2,1,12,1
699,172,7,0,4,1,0,0,4,8,59,44,3,2,1,2,7,0,0,0,2,1
700,172,8,5,3,2,8,0,1,11,47,46,10,1,0,2,5,0,5,0,7,1
701,172,9,0,5,2,8,1,5,5,71,47,7,2,1,0,3,0,0,1,6,1
702,173,1,0,6,2,0,2,3,9,46,34,9,1,1,2,5,0,0,0,4,3
703,173,2,0,7,4,0,0,2,9,66,28,5,10,0,3,7,0,0,0,4,2
704,173,3,0,1,0,2,0,2,10,68,35,9,0,2,0,5,0,0,0,6,1
705,173,4,0,8,6,0,0,15,9,46,27,3,0,0,0,3,0,0,0,5,1
706,173,5,0,11,1,0,0,6,6,59,41,3,2,2,1,2,0,0,0,3,3
707,173,6,0,7,1,7,0,1,9,79,40,2,0,0,1,2,0,6,0,20,0
708,173,7,0,4,6,0,0,16,14,36,29,7,2,0,0,5,0,0,1,4,0
709,173,8,0,3,4,0,1,1,7,50,45,4,2,1,1,5,0,0,0,4,2
710,173,9,10,6,0,10,0,0,11,59,36,2,2,2,0,3,0,18,0,17,1
711,174,1,0,2,2,0,0,5,13,32,31,5,3,0,0,3,0,0,0,3,4
712,174,2,0,2,1,0,0,1,14,48,45,2,1,1,0,5,0,0,0,3,3
713,174,3,12,17,0,21,0,0,14,31,22,0,5,4,1,0,0,24,0,22,0
714,174,4,0,3,2,1,0,0,9,56,59,1,4,0,1,1,0,0,0,6,2
715,174,5,0,3,0,8,0,2,8,61,47,1,0,0,0,5,0,0,0,7,1
716,174,6,18,38,0,16,0,0,7,7,10,0,7,13,2,1,0,50,0,32,0
717,174,7,0,9,2,4,1,0,17,56,46,6,3,2,0,7,0,6,0,13,1
718,174,8,2,2,1,11,0,1,9,67,50,5,1,0,0,6,0,4,1,15,1
719,174,9,0,2,0,1,0,1,17,101,60,3,7,1,0,6,0,1,0,6,0
720,176,1,0,1,4,0,0,19,9,38,21,6,3,0,4,3,0,0,0,6,0
721,176,2,0,4,6,0,0,3,15,39,36,2,0,2,1,2,0,0,0,5,1
722,176,3,0,4,2,0,0,5,11,53,28,4,2,1,0,3,0,0,0,1,0
723,176,4,0,8,0,0,1,8,3,47,58,1,1,3,1,8,0,0,0,5,1
724,176,5,0,7,1,4,0,2,14,53,35,8,2,0,1,3,0,0,1,3,4
725,176,6,0,4,0,2,1,1,8,57,51,2,0,1,1,1,0,12,0,8,1
726,176,7,0,7,2,0,0,0,6,55,52,7,2,1,1,3,0,0,0,0,2
727,176,8,9,4,0,10,0,0,6,61,31,2,9,2,1,3,0,13,0,23,0
728,176,9,6,12,0,24,0,0,20,43,27,2,8,1,0,0,0,24,0,39,0
729,177,1,0,2,1,6,0,1,9,53,39,1,7,1,0,2,0,1,0,4,2
730,177,2,2,4,0,3,1,0,13,47,42,1,4,1,1,2,0,8,0,27,2
731,177,3,0,6,1,9,0,0,15,63,44,2,4,1,0,3,0,6,0,25,0
732,177,4,0,3,2,0,0,0,6,57,57,1,1,4,0,3,0,0,0,5,2
733,177,5,0,6,4,0,0,0,6,54,40,1,2,0,0,10,0,0,0,4,3
734,177,6,0,8,1,1,1,0,6,54,50,1,10,4,2,12,0,0,0,6,5
735,177,7,0,5,1,0,0,4,8,64,40,3,4,0,1,9,0,0,0,1,0
736,177,8,0,4,0,0,0,1,7,64,44,3,0,1,1,7,0,0,0,3,1
737,177,9,2,4,1,19,0,0,13,38,37,1,3,0,1,6,0,12,0,22,1
738,178,1,0,1,3,0,0,2,8,61,50,0,2,0,2,5,0,0,0,6,0
739,178,2,0,3,0,0,0,0,11,89,33,0,1,1,1,2,0,0,0,8,0
740,178,3,1,8,0,13,0,1,22,48,21,5,6,1,0,2,0,24,1,30,2
741,178,4,1,5,1,0,0,7,8,54,35,3,4,1,0,6,0,0,0,4,1
742,178,5,0,8,1,0,0,2,8,72,45,2,4,3,2,1,0,0,0,5,3
743,178,6,0,3,0,0,1,1,5,74,57,2,3,0,2,8,0,0,0,1,1
744,178,7,0,4,4,0,0,4,1,56,51,1,1,1,1,3,0,0,0,3,2
745,178,8,0,6,3,0,0,1,5,50,53,1,2,1,1,7,0,0,0,7,5
746,178,9,0,3,2,1,0,30,11,52,37,3,1,0,1,3,0,0,0,7,2
837,190,1,0,6,1,0,0,49,10,10,0,1,0,2,1,2,0,0,1,4,2
838,190,2,0,0,2,0,0,28,6,39,30,1,2,0,0,2,0,0,0,0,0
839,190,3,0,3,2,1,0,1,5,51,46,0,0,3,0,2,0,0,0,6,0
840,190,4,0,5,5,0,0,57,6,25,3,4,1,0,3,5,0,0,2,5,0
841,190,5,0,6,4,0,0,10,6,54,34,1,1,3,0,4,0,0,0,4,1
842,190,6,0,2,3,4,0,1,6,60,65,1,1,1,2,4,0,0,0,13,1
843,190,7,0,8,5,0,0,28,2,39,21,5,2,1,0,4,0,0,0,2,3
844,190,8,0,11,3,0,1,2,6,48,56,6,2,1,1,4,0,0,0,9,0
845,190,9,0,11,0,4,0,0,6,68,51,3,2,2,0,3,0,0,0,7,0
846,191,1,0,3,3,0,1,6,8,45,53,8,2,0,0,5,0,0,1,3,1
847,191,2,0,5,0,0,1,0,10,61,67,0,2,0,0,4,0,1,0,7,1
848,191,3,0,5,0,0,1,2,8,61,43,4,3,0,0,5,0,0,0,0,2
849,191,4,0,8,0,13,0,0,11,58,48,6,2,0,0,2,0,6,0,17,0
850,191,5,0,5,0,5,0,0,6,66,51,3,1,0,3,6,0,0,1,9,3
851,191,6,0,6,1,0,1,9,5,38,55,3,1,1,1,4,0,0,0,2,4
852,191,7,0,2,1,0,0,2,8,58,56,5,3,0,0,3,0,0,0,2,1
853,191,8,0,6,2,0,1,0,11,55,50,3,3,0,0,2,0,0,0,6,1
854,191,9,0,6,2,0,0,1,5,73,54,3,2,1,1,4,0,0,0,2,1
855,192,1,0,7,3,0,0,10,4,46,39,5,3,1,0,7,0,0,0,6,6
856,192,2,0,7,5,0,0,13,14,39,33,1,7,0,0,3,0,0,0,4,0
857,192,3,0,4,1,0,1,2,10,63,41,5,4,0,2,7,0,0,0,0,1
858,192,4,0,5,5,0,0,8,11,49,28,3,5,1,1,7,0,0,0,5,3
859,192,5,0,5,8,0,1,18,8,50,21,3,1,1,2,3,0,0,0,7,0
860,192,6,0,4,3,0,2,8,5,46,49,5,0,1,1,3,0,0,0,4,1
861,192,7,0,2,5,0,0,10,20,53,28,3,2,1,0,5,0,0,0,2,0
862,192,8,0,10,4,0,0,10,22,44,35,6,0,3,1,5,0,0,0,4,1
863,192,9,2,6,1,0,0,4,9,49,59,4,4,0,1,5,0,0,0,4,1
864,193,1,0,8,2,0,2,3,7,59,27,4,4,1,2,8,0,0,0,2,1
865,193,2,0,3,0,1,2,2,13,59,40,5,0,1,1,4,0,1,0,6,0
866,193,3,0,6,0,10,0,1,4,66,46,4,1,1,0,3,0,6,1,15,0
867,193,4,0,5,0,9,1,0,13,36,27,1,2,2,1,4,0,17,2,33,0
868,193,5,0,7,0,0,1,5,7,50,44,13,0,0,1,3,0,0,0,1,6
869,193,6,0,7,3,0,0,10,12,50,41,5,0,0,1,4,0,0,0,3,4
870,193,7,2,13,2,9,0,0,19,52,26,1,3,1,0,8,0,18,1,21,1
871,193,8,0,4,2,0,0,14,15,39,34,2,2,0,1,6,0,0,0,8,4
872,193,9,0,5,5,0,0,47,35,23,6,1,3,2,0,3,0,0,3,4,0
873,194,1,1,10,0,1,0,0,13,52,39,2,2,2,1,6,0,5,0,12,0
874,194,2,0,9,5,0,0,9,9,51,39,7,2,1,0,2,0,0,0,2,4
875,194,3,0,6,2,0,0,16,23,50,20,3,1,0,1,2,0,0,0,11,2
876,194,4,12,25,0,15,0,0,16,29,18,0,1,4,3,2,0,29,0,26,0
877,194,5,0,5,1,3,0,1,10,68,42,3,1,0,0,3,0,0,0,6,1
878,194,6,1,1,1,0,0,4,4,58,50,7,1,1,1,5,0,0,0,4,2
879,194,7,0,8,1,18,0,0,20,41,17,1,2,0,1,0,0,30,0,49,1
880,194,8,0,2,1,23,0,0,11,66,24,3,5,0,0,0,0,16,0,28,1
881,194,9,1,7,0,17,0,0,18,65,25,1,4,1,1,2,0,12,0,11,0
882,195,1,1,2,0,8,0,0,10,59,42,0,4,1,0,0,0,9,0,16,1
883,195,2,0,0,0,0,0,0,4,55,49,0,2,0,0,3,0,0,0,4,2
884,195,3,0,3,2,5,0,0,5,66,59,9,4,0,0,3,0,4,0,9,1
885,195,4,0,7,0,0,0,9,10,65,47,2,1,0,1,6,0,0,0,3,0
886,195,5,0,2,5,0,0,4,6,41,50,4,2,0,2,5,0,0,0,2,0
887,195,6,0,4,7,0,0,11,6,63,38,7,4,0,2,6,0,0,0,7,4
888,195,7,0,9,0,0,0,6,14,43,37,1,2,1,2,2,0,0,1,7,2
889,195,8,0,9,0,2,0,4,11,63,47,6,1,0,1,6,0,0,0,6,0
890,195,9,0,13,2,0,0,4,7,61,46,5,1,0,0,2,0,0,0,3,2
891,197,1,0,10,1,10,0,0,11,51,32,0,6,2,3,4,0,10,0,25,1
892,197,2,0,5,2,0,0,4,9,67,44,5,1,1,0,4,0,0,0,2,1
893,197,3,0,6,6,0,0,17,16,47,35,5,6,1,2,7,0,0,0,5,3
894,197,4,0,11,1,11,0,1,19,60,27,1,6,0,2,4,0,5,1,12,0
895,197,5,0,5,2,0,1,1,2,62,64,0,2,0,0,3,0,0,0,7,0
896,197,6,0,10,0,0,0,4,5,51,48,2,0,0,1,8,0,0,0,7,2
897,197,7,1,2,0,12,1,1,15,68,44,1,3,1,0,0,0,4,0,19,1
898,197,8,0,9,0,15,0,0,7,55,46,2,2,0,2,0,0,13,0,16,1
899,197,9,1,4,5,0,0,3,7,63,36,3,1,2,2,4,0,0,0,1,1
900,198,1,0,3,0,7,0,0,7,56,53,3,2,1,1,3,0,1,0,7,3
901,198,2,0,1,4,0,1,1,5,50,48,3,4,0,2,0,0,0,0,6,2
902,198,3,0,5,6,0,1,1,5,53,39,3,3,0,0,4,0,0,0,3,1
903,198,4,0,4,0,0,1,0,8,40,32,2,2,1,4,13,0,8,0,5,1
904,198,5,0,3,6,0,0,5,9,42,35,1,0,0,1,4,0,0,0,2,2
905,198,6,0,9,7,0,0,7,9,45,46,2,2,1,0,6,0,0,0,4,2
906,198,7,0,5,2,0,0,25,12,41,19,2,3,2,1,1,0,0,1,5,0
907,198,8,0,5,2,0,0,5,7,51,31,1,1,1,1,6,0,0,0,5,0
908,198,9,0,4,5,0,0,10,6,48,41,3,4,3,1,4,0,0,0,5,2
1026,210,1,0,2,0,8,1,0,7,56,39,0,2,2,0,2,1,0,0,7,0
1027,210,2,0,8,0,4,0,3,8,48,28,0,2,1,1,3,0,0,0,2,0
1028,210,3,0,1,3,0,0,11,5,30,22,2,0,2,0,2,0,0,0,2,1
1029,210,4,0,3,0,0,0,4,9,62,48,4,1,2,1,5,0,0,0,1,2
1030,210,5,0,5,1,0,0,33,11,34,24,0,1,2,0,1,0,0,0,2,2
1031,210,6,0,6,2,1,0,34,8,15,22,0,4,1,2,4,0,0,0,6,2
1032,210,7,0,6,1,0,0,0,5,53,51,5,1,1,1,1,0,0,0,1,4
1033,210,8,0,3,4,0,0,47,7,26,19,1,1,1,3,5,0,0,0,4,0
1034,210,9,0,4,1,0,0,51,9,22,17,2,1,1,1,1,0,1,0,5,0
1035,211,1,0,3,2,0,0,20,10,39,23,4,1,4,0,4,0,0,0,8,0
1036,211,2,0,3,1,0,0,56,10,27,8,1,0,3,2,0,0,0,0,8,0
1037,211,3,0,5,2,0,0,29,9,33,24,7,3,3,1,4,0,0,0,5,2
1038,211,4,0,9,3,0,0,46,9,21,15,1,3,1,0,1,0,0,0,8,0
1039,211,5,0,5,4,0,0,28,10,31,20,2,1,1,0,1,0,0,2,11,0
1040,211,6,0,6,4,0,0,27,7,33,32,3,0,2,0,5,0,0,0,7,1
1041,211,7,1,5,2,0,1,7,14,46,36,3,5,1,0,5,0,0,0,1,2
1042,211,8,0,3,2,0,0,9,6,36,55,10,4,2,2,4,0,0,0,1,3
1043,211,9,0,4,0,0,0,4,6,51,56,4,0,1,0,3,0,0,0,2,2
1044,212,1,0,3,1,0,0,0,7,74,30,6,3,1,0,4,0,3,0,5,0
1045,212,2,0,1,0,0,1,0,12,50,45,4,0,0,1,6,0,0,1,9,2
1046,212,3,0,1,1,3,1,0,6,70,48,5,1,1,1,3,0,3,0,6,1
1047,212,4,0,1,0,8,1,0,11,54,46,1,0,1,0,8,0,3,0,8,3
1048,212,5,0,2,0,2,0,2,10,58,46,4,2,0,0,4,0,0,0,4,0
1049,212,6,0,3,0,0,1,5,4,59,51,4,4,0,1,7,0,0,0,5,0
1050,212,7,3,9,2,8,0,0,13,56,46,3,4,1,2,0,0,4,0,14,1
1051,212,8,0,5,5,0,1,6,6,55,42,7,1,2,1,3,0,0,0,2,1
1052,212,9,0,6,4,0,0,15,14,33,29,3,1,2,2,6,0,0,0,6,4
1053,214,1,0,7,3,0,0,13,23,38,19,4,3,3,2,4,0,0,0,10,1
1054,214,2,0,2,8,0,0,16,10,48,24,4,2,2,0,4,0,0,0,5,0
1055,214,3,0,4,2,0,1,0,8,62,38,6,2,1,1,7,0,0,0,4,3
1056,214,4,0,6,0,0,1,3,9,40,38,3,3,0,1,2,0,0,0,8,5
1057,214,5,1,5,1,0,0,4,9,61,32,4,4,2,1,7,0,0,0,3,3
1058,214,6,1,8,1,0,0,2,5,66,35,3,3,1,1,7,0,0,1,5,3
1059,214,7,0,5,1,3,0,0,12,78,45,4,1,0,0,4,0,3,0,10,0
1060,214,8,0,3,2,3,0,0,9,69,41,2,1,0,2,6,0,0,0,10,0
1061,214,9,0,4,1,0,0,3,8,60,56,3,0,1,1,7,0,0,0,6,1
1062,215,1,0,5,0,1,0,0,9,55,33,1,4,1,1,3,0,3,0,16,0
1063,215,2,0,9,0,1,1,2,12,63,27,4,4,1,2,10,0,0,0,5,1
1064,215,3,0,4,1,1,0,4,7,65,52,5,1,0,2,7,0,0,0,4,2
1065,215,4,0,5,4,0,0,5,6,52,37,5,0,2,1,6,0,0,0,2,1
1066,215,5,0,5,1,0,1,2,9,56,43,4,3,3,2,7,0,0,0,4,0
1067,215,6,8,11,2,8,1,1,11,64,38,3,5,0,2,3,0,4,0,16,0
1068,215,7,0,10,1,2,0,4,9,41,54,5,1,0,4,5,0,1,0,2,1
1069,215,8,0,5,1,0,1,1,7,48,56,2,2,1,1,7,0,0,0,5,0
1070,215,9,0,3,0,0,0,0,7,97,52,4,3,0,0,4,0,1,0,5,1
1071,216,1,0,4,0,1,0,2,8,54,46,2,4,0,0,4,0,2,0,4,5
1072,216,2,0,3,1,12,1,0,12,64,31,2,1,2,1,5,0,4,0,13,1
1073,216,3,0,4,1,0,0,5,7,63,38,3,1,0,0,4,0,0,0,6,2
1074,216,4,0,7,2,0,0,13,14,45,33,8,2,0,1,4,0,0,0,5,0
1075,216,5,0,5,1,1,0,3,11,71,36,4,0,0,0,5,0,0,0,3,0
1076,216,6,0,2,1,2,2,3,11,72,34,0,2,1,1,8,0,0,1,7,1
1077,216,7,0,6,3,0,1,17,19,44,23,3,5,4,0,3,0,0,0,6,0
1078,216,8,0,8,2,0,1,7,13,56,41,5,2,0,0,5,0,0,0,4,2
1079,216,9,0,10,2,2,1,1,9,66,38,4,10,1,2,9,0,2,1,7,4
1080,217,1,0,6,4,0,0,5,12,54,28,5,4,3,1,4,0,0,0,1,2
1081,217,2,1,4,0,5,0,2,4,66,38,5,2,0,0,1,0,3,0,14,4
1082,217,3,0,4,0,0,0,7,11,71,45,7,2,2,1,2,0,0,0,2,4
1083,217,4,0,6,0,0,0,1,8,65,26,3,3,1,0,4,0,0,0,4,3
1084,217,5,0,0,3,0,0,0,15,63,25,1,3,0,3,3,0,0,0,1,4
1085,217,6,0,10,5,0,0,6,9,60,32,5,3,1,4,7,0,0,0,1,3
1086,217,7,0,9,3,0,0,26,34,34,7,1,1,5,2,1,0,0,1,3,0
1087,217,8,0,6,2,0,0,11,20,44,20,0,4,2,1,0,0,0,0,10,3
1088,217,9,0,3,3,0,0,14,6,61,35,4,2,3,3,2,0,0,0,2,1
1188,230,1,0,2,0,0,0,27,3,24,7,0,1,1,1,1,0,0,0,2,1
1189,230,2,0,3,0,0,0,3,0,62,24,0,0,1,1,3,0,0,0,3,0
1190,230,3,0,9,1,4,0,0,2,39,9,0,2,2,0,0,0,2,0,5,1
1191,230,4,0,4,1,0,0,35,7,13,6,0,0,0,1,0,0,1,1,5,2
1192,230,5,1,8,4,0,1,20,4,49,34,2,6,2,2,6,0,1,0,4,1
1193,230,6,0,10,1,0,0,2,12,67,46,0,2,1,1,10,0,0,0,3,3
1194,230,7,0,4,2,0,0,11,8,43,36,2,0,1,2,3,0,0,0,2,0
1195,230,8,0,3,5,0,0,22,3,45,35,2,1,0,0,5,0,0,0,5,1
1196,230,9,0,1,1,0,0,5,8,53,52,6,1,0,0,1,0,0,0,3,1
1197,231,1,0,4,4,0,0,5,4,55,33,0,2,3,2,2,0,0,0,1,3
1198,231,2,0,2,1,0,0,4,8,62,46,5,1,1,1,2,0,0,0,4,1
1199,231,3,0,1,1,2,1,1,2,66,49,3,2,1,0,5,0,1,0,5,0
1200,231,4,0,7,3,0,0,3,1,44,52,5,1,1,0,8,0,0,0,4,4
1201,231,5,0,1,1,4,0,1,10,65,49,1,1,0,0,1,0,5,0,16,1
1202,231,6,1,12,0,9,0,1,16,25,7,0,8,0,0,1,0,30,2,25,1
1203,231,7,0,5,2,0,0,1,6,58,56,4,1,1,0,10,0,0,0,5,2
1204,231,8,0,1,1,6,0,3,8,77,48,4,1,0,2,4,0,3,0,19,0
1205,231,9,0,4,0,7,0,0,14,79,40,2,2,0,2,1,0,9,0,17,0
1206,234,1,0,5,1,1,1,0,9,70,36,2,3,0,0,1,0,0,0,6,1
