,fov,spot_id,Ascending.vasa.recta.endothelium,B-cell,Connecting.tubule,Descending.vasa.recta.endothelium,Distinct.proximal.tubule.1,Distinct.proximal.tubule.2,Epithelial.progenitor.cell,Fibroblast,Glomerular.endothelium,Indistinct.intercalated.cell,MNP.a.classical.monocyte.derived,MNP.b.non.classical.monocyte.derived,MNP.c.dendritic.cell,Myofibroblast,NK,Pelvic.epithelium,Peritubular.capillary.endothelium.1,Peritubular.capillary.endothelium.2,Podocyte,Principal.cell,Proliferating.Proximal.Tubule,Proximal.tubule,T CD4 memory,T CD4 naive,T CD8 memory,T CD8 naive,Thick.ascending.limb.of.Loop.of.Henle,Transitional.urothelium,Treg,Type.A.intercalated.cell,Type.B.intercalated.cell,mDC,macrophage,mast,monocyte,pDC,plasmablast
10,18.0,11.0,11.0,0.0,16.0,2.0,13.0,7.0,0.0,10.0,2.0,0.0,0.0,0.0,4.0,31.0,0.0,0.0,5.0,0.0,2.0,3.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,18.0,12.0,7.0,0.0,21.0,1.0,16.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,18.0,13.0,9.0,0.0,30.0,0.0,24.0,12.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,12.0,59.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
13,18.0,14.0,7.0,0.0,4.0,2.0,10.0,23.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,2.0,1.0,2.0,8.0,66.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,18.0,15.0,24.0,0.0,42.0,2.0,6.0,2.0,6.0,13.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,0.0,2.0,0.0,0.0,13.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
15,18.0,16.0,9.0,0.0,4.0,0.0,16.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,1.0,6.0,1.0,15.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,18.0,17.0,6.0,0.0,3.0,0.0,12.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,54.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
17,18.0,18.0,10.0,1.0,16.0,2.0,9.0,7.0,3.0,6.0,1.0,0.0,0.0,2.0,5.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,38.0,42.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
18,18.0,19.0,9.0,1.0,6.0,4.0,12.0,3.0,2.0,13.0,0.0,0.0,0.0,0.0,9.0,21.0,0.0,0.0,1.0,0.0,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
19,18.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,19.0,1.0,1.0,0.0,0.0,0.0,6.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,19.0,2.0,1.0,0.0,3.0,1.0,11.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,19.0,3.0,4.0,1.0,0.0,1.0,35.0,13.0,9.0,4.0,0.0,0.0,1.0,0.0,2.0,15.0,0.0,1.0,0.0,1.0,1.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,19.0,4.0,3.0,0.0,0.0,0.0,16.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,27.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,19.0,5.0,5.0,0.0,7.0,2.0,22.0,14.0,9.0,3.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,1.0,3.0,7.0,2.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,19.0,6.0,4.0,0.0,4.0,1.0,36.0,11.0,6.0,4.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,5.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,19.0,7.0,1.0,0.0,1.0,5.0,19.0,8.0,7.0,0.0,1.0,0.0,1.0,0.0,3.0,9.0,2.0,0.0,0.0,3.0,2.0,3.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,19.0,8.0,6.0,0.0,1.0,0.0,25.0,19.0,14.0,5.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,3.0,0.0,1.0,1.0,48.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,19.0,9.0,7.0,0.0,0.0,1.0,20.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,2.0,2.0,0.0,7.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,19.0,10.0,11.0,0.0,0.0,2.0,33.0,7.0,3.0,9.0,7.0,0.0,0.0,0.0,6.0,8.0,0.0,4.0,2.0,0.0,6.0,2.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,19.0,11.0,9.0,0.0,6.0,1.0,21.0,22.0,6.0,3.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,19.0,12.0,2.0,0.0,0.0,1.0,18.0,11.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,38.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,19.0,13.0,9.0,0.0,2.0,2.0,34.0,9.0,16.0,8.0,3.0,0.0,0.0,0.0,2.0,4.0,1.0,4.0,1.0,7.0,3.0,4.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33,19.0,14.0,9.0,0.0,1.0,1.0,30.0,22.0,9.0,4.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,3.0,3.0,1.0,2.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,19.0,15.0,3.0,0.0,3.0,0.0,17.0,9.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,3.0,0.0,1.0,2.0,2.0,16.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35,19.0,16.0,4.0,0.0,1.0,0.0,27.0,20.0,10.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,27.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,19.0,17.0,1.0,0.0,3.0,3.0,22.0,15.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,19.0,18.0,2.0,0.0,5.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,6.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
38,19.0,19.0,1.0,0.0,0.0,0.0,13.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,19.0,20.0,1.0,0.0,1.0,1.0,17.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
40,20.0,1.0,0.0,0.0,0.0,1.0,20.0,1.0,7.0,3.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41,20.0,2.0,1.0,0.0,0.0,0.0,28.0,5.0,11.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,7.0,1.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
42,20.0,3.0,1.0,0.0,1.0,0.0,12.0,6.0,12.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,8.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
43,20.0,4.0,6.0,0.0,2.0,0.0,19.0,7.0,13.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,4.0,0.0,2.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,20.0,5.0,2.0,0.0,0.0,1.0,19.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,20.0,6.0,0.0,0.0,1.0,1.0,5.0,2.0,7.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,20.0,7.0,3.0,0.0,0.0,1.0,15.0,5.0,7.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,15.0,0.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
47,20.0,8.0,3.0,0.0,1.0,0.0,12.0,1.0,9.0,4.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,7.0,0.0,3.0,3.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
48,20.0,9.0,4.0,0.0,0.0,0.0,16.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,4.0,0.0,1.0,1.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,20.0,10.0,2.0,0.0,0.0,0.0,29.0,16.0,9.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,20.0,11.0,2.0,0.0,0.0,0.0,18.0,7.0,8.0,2.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,4.0,0.0,0.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51,20.0,12.0,2.0,1.0,1.0,2.0,24.0,10.0,4.0,4.0,2.0,0.0,1.0,1.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,20.0,13.0,4.0,0.0,2.0,2.0,11.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
53,20.0,14.0,1.0,0.0,0.0,0.0,15.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,20.0,15.0,3.0,0.0,2.0,0.0,12.0,11.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
55,20.0,16.0,3.0,0.0,1.0,0.0,13.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,2.0,1.0,8.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
56,20.0,17.0,1.0,0.0,1.0,2.0,10.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,5.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
57,20.0,18.0,2.0,0.0,1.0,0.0,10.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,3.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,20.0,19.0,4.0,0.0,1.0,1.0,11.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,20.0,20.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60,21.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,21.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,21.0,3.0,1.0,0.0,0.0,0.0,9.0,2.0,4.0,3.0,2.0,0.0,0.0,1.0,11.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
63,21.0,4.0,3.0,1.0,0.0,0.0,6.0,1.0,4.0,8.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
64,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
65,21.0,6.0,3.0,0.0,1.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
66,21.0,7.0,2.0,0.0,0.0,1.0,9.0,3.0,2.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,6.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
67,21.0,8.0,1.0,0.0,0.0,1.0,9.0,3.0,5.0,5.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,21.0,9.0,2.0,0.0,1.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
69,21.0,10.0,3.0,1.0,0.0,0.0,7.0,7.0,7.0,6.0,1.0,0.0,1.0,0.0,5.0,4.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
70,21.0,11.0,5.0,1.0,0.0,0.0,7.0,7.0,3.0,3.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
71,21.0,12.0,4.0,0.0,1.0,0.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
72,21.0,13.0,0.0,0.0,2.0,1.0,10.0,8.0,8.0,4.0,2.0,0.0,1.0,2.0,2.0,5.0,2.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73,21.0,14.0,1.0,1.0,0.0,2.0,13.0,6.0,2.0,3.0,1.0,0.0,1.0,1.0,6.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
74,21.0,15.0,4.0,1.0,0.0,0.0,6.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,21.0,16.0,1.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
76,21.0,17.0,1.0,0.0,0.0,1.0,5.0,4.0,6.0,2.0,1.0,0.0,1.0,6.0,8.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
77,21.0,18.0,3.0,0.0,0.0,1.0,7.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78,21.0,19.0,2.0,0.0,1.0,1.0,2.0,7.0,3.0,2.0,0.0,0.0,1.0,1.0,6.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
79,21.0,20.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,5.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
