,fov,spot_id,Antibody.secreting.B.cells,CD3+.alpha.beta.T.cells,Central.venous.LSECs,Cholangiocytes,Erthyroid.cells,Hep.1,Hep.3,Hep.4,Hep.5,Hep.6,Inflammatory.macrophages,Mature.B.cells,NK.like.cells,Non.inflammatory.macrophages,NotDet,Periportal.LSECs,Portal.endothelial.cells,Stellate.cells,gamma.delta.T.cells.1
457,146,8,0,12,5,0,0,8,6,46,67,1,1,1,4,3,0,0,0,5,0
458,146,9,0,2,1,0,0,3,7,67,63,6,6,1,0,3,0,0,0,4,0
477,14,1,0,9,0,3,0,0,8,50,56,1,2,2,1,7,0,0,0,5,3
478,14,2,0,4,2,0,0,5,3,41,54,6,4,0,0,8,0,0,0,0,4
479,14,3,0,4,0,0,0,0,4,58,63,1,2,1,0,3,0,0,0,2,0
480,14,4,0,2,0,0,1,2,4,45,62,3,4,1,2,8,0,0,0,0,2
481,14,5,0,8,0,0,0,4,6,43,47,6,1,0,1,7,0,0,0,3,1
482,14,6,0,5,0,0,0,2,2,51,59,3,4,1,2,4,0,0,0,3,4
483,14,7,0,9,1,0,3,6,15,41,51,4,5,2,2,7,0,0,0,3,0
484,14,8,0,10,3,0,0,5,5,34,55,5,3,0,0,3,0,0,0,4,3
485,14,9,0,1,3,0,0,19,13,35,39,4,7,1,2,7,0,0,2,4,2
576,15,1,0,2,1,0,0,1,8,48,57,0,4,1,0,9,0,0,0,8,3
577,15,2,0,6,0,5,0,0,3,80,55,3,5,0,0,2,0,3,0,6,0
578,15,3,0,5,2,0,2,7,6,39,63,1,3,0,1,3,0,0,0,5,3
579,15,4,0,3,1,0,1,0,8,61,62,1,2,0,1,5,0,3,0,9,2
580,15,5,0,3,0,1,0,0,9,54,63,2,2,0,1,4,0,0,0,9,0
581,15,6,0,6,1,0,0,1,3,41,78,7,3,1,1,7,0,0,0,1,3
582,15,7,1,9,2,0,1,9,3,46,58,9,1,2,0,6,0,0,0,4,5
583,15,8,0,7,0,0,0,1,1,42,69,10,0,0,1,6,0,0,0,2,4
584,15,9,7,18,1,9,0,0,3,41,58,3,9,3,0,1,0,16,1,23,0
666,16,1,0,6,3,0,0,8,12,45,48,7,3,2,1,4,0,0,0,0,2
667,16,2,0,3,0,0,0,2,7,41,58,8,0,0,1,7,0,0,0,4,0
668,16,3,0,7,1,4,0,1,4,57,50,4,3,1,0,3,0,9,0,8,0
669,16,4,0,13,3,0,0,3,5,51,53,3,0,2,1,0,0,0,0,2,2
670,16,5,0,1,2,0,0,1,3,47,49,6,3,6,3,6,0,0,0,5,2
671,16,6,0,4,3,0,0,9,9,57,36,3,1,1,1,6,0,0,0,4,2
672,16,7,0,6,2,1,0,2,23,49,25,2,5,1,1,3,0,2,0,6,2
673,16,8,0,6,2,0,0,2,16,48,27,3,3,0,1,2,0,0,0,4,0
674,16,9,0,3,1,0,0,34,7,44,12,4,0,1,0,2,0,0,0,6,2
756,17,1,0,6,1,0,0,6,12,57,21,6,2,2,1,2,0,0,0,3,2
757,17,2,0,7,2,1,0,14,22,44,7,5,1,2,0,1,0,0,0,4,0
758,17,3,2,14,3,0,0,35,24,29,3,2,1,1,0,1,0,1,1,12,1
759,17,4,7,9,2,1,0,13,21,28,1,3,3,2,3,1,0,2,1,11,1
760,17,5,4,6,2,0,0,7,19,9,0,0,2,1,1,3,0,1,3,18,1
761,17,6,2,9,0,0,1,15,22,35,4,0,2,5,2,3,0,0,1,6,0
762,17,7,0,5,2,0,1,12,16,47,22,4,3,4,2,1,0,0,1,10,2
763,17,8,0,6,2,0,0,5,8,60,22,1,1,3,0,5,0,0,2,4,0
764,17,9,0,6,1,2,0,1,4,65,43,0,0,0,3,6,0,0,0,6,2
828,18,1,0,3,2,0,0,3,7,54,49,4,1,0,0,6,0,0,0,2,0
829,18,2,0,3,1,1,0,1,5,53,51,4,0,1,0,9,0,0,0,5,1
830,18,3,0,1,0,7,2,0,2,76,43,2,2,0,1,0,0,1,0,8,0
831,18,4,0,5,1,0,0,3,6,54,55,4,3,0,1,7,0,0,0,3,1
832,18,5,0,3,1,0,0,3,4,62,52,1,5,1,0,4,0,0,0,4,0
833,18,6,0,5,0,4,0,1,3,86,41,3,1,0,0,3,0,0,0,2,2
834,18,7,0,6,1,0,0,0,8,51,46,7,2,2,0,6,0,0,0,6,3
835,18,8,0,7,2,0,0,30,5,45,31,3,2,2,1,2,0,0,2,4,0
836,18,9,0,5,3,0,0,32,7,35,25,3,2,0,1,5,0,0,0,3,1
918,19,1,0,6,2,0,1,4,9,58,46,4,0,2,1,6,0,0,0,5,1
919,19,2,0,1,2,0,1,27,9,48,29,5,0,1,0,1,0,0,0,4,1
920,19,3,0,4,2,0,0,59,4,21,8,0,3,0,1,2,0,0,1,7,0
921,19,4,0,6,4,0,2,1,8,48,55,0,4,2,0,10,0,0,0,5,0
922,19,5,0,5,2,0,0,2,5,54,59,0,0,2,1,4,0,0,0,4,1
923,19,6,0,5,5,0,1,39,8,45,25,2,0,0,0,6,0,0,0,5,0
924,19,7,0,5,3,0,0,16,3,57,38,2,4,1,0,2,0,0,0,4,1
925,19,8,0,7,3,0,0,51,6,36,16,0,1,0,1,0,0,1,1,6,0
926,19,9,0,6,0,0,0,71,7,33,5,2,3,1,1,2,0,0,0,9,2
1791,32,1,5,13,0,22,0,0,12,19,14,1,9,1,1,2,0,46,0,33,0
1792,32,2,4,19,0,17,0,0,6,4,1,0,5,1,1,0,0,43,0,29,0
1793,32,3,0,7,0,2,0,1,9,50,53,3,1,2,3,4,0,2,0,3,4
1794,32,4,1,7,0,24,0,0,12,36,32,4,4,2,1,3,0,14,1,20,2
1795,32,5,3,6,0,3,0,0,10,4,2,0,6,0,0,0,0,21,0,27,0
1796,32,6,0,4,1,5,0,0,12,51,60,1,5,0,1,7,0,2,0,9,1
1797,32,7,0,1,2,7,0,0,16,64,40,0,4,0,1,1,0,8,0,17,1
1798,32,8,0,2,1,2,0,1,10,59,23,2,2,0,0,6,0,1,0,6,1
1799,32,9,0,5,0,0,1,1,4,48,40,3,0,0,1,8,0,0,0,2,0
1800,33,1,0,2,0,1,0,0,13,64,31,3,1,0,0,0,0,6,4,8,2
1801,33,2,0,2,2,0,0,3,26,46,10,1,1,1,1,9,0,0,0,2,1
1802,33,3,0,4,0,0,0,9,25,39,12,6,1,2,0,2,0,0,0,2,2
1803,33,4,0,5,2,0,1,1,6,46,62,2,2,1,1,3,0,0,0,1,3
1804,33,5,0,3,2,0,0,1,10,39,31,4,3,1,3,3,0,0,1,4,5
1805,33,6,0,8,2,0,1,8,14,42,51,2,2,2,1,3,0,0,0,5,2
1806,33,7,0,7,2,0,0,2,6,50,53,5,3,1,2,3,0,0,0,1,2
1807,33,8,0,3,5,0,1,2,5,38,72,3,3,0,2,3,0,0,0,1,0
1808,33,9,0,3,1,2,0,3,11,53,61,4,3,3,1,9,0,0,0,5,4
1809,34,1,0,2,2,0,0,4,7,56,51,4,2,0,2,1,0,0,0,3,2
1810,34,2,0,3,4,0,0,19,9,41,29,3,1,3,0,4,0,0,0,9,3
1811,34,3,0,4,3,0,0,11,7,44,45,7,0,1,3,2,0,0,0,1,2
1812,34,4,0,3,3,0,0,8,3,57,52,5,5,0,0,4,0,0,0,4,2
1813,34,5,0,7,2,0,0,59,10,24,13,3,3,3,0,3,0,0,0,8,0
1814,34,6,0,9,1,0,0,15,11,44,45,2,2,1,0,2,0,1,0,0,3
1815,34,7,0,4,1,0,0,1,4,37,64,7,2,0,1,10,0,0,0,1,10
1816,34,8,0,7,2,0,1,3,4,45,47,5,1,0,1,7,0,0,0,5,4
1817,34,9,0,2,1,2,2,2,9,73,42,5,4,0,1,12,0,0,1,6,2
1818,35,1,0,2,1,0,0,0,6,48,42,5,1,1,0,5,0,0,0,2,6
1819,35,2,0,3,2,0,0,33,8,36,24,3,0,2,0,4,0,0,0,4,3
1820,35,3,0,3,1,0,0,1,11,56,52,8,4,1,1,8,0,0,0,3,0
1821,35,4,0,2,1,0,1,2,7,52,57,2,2,1,0,9,0,0,0,4,5
1822,35,5,1,4,3,0,0,43,18,23,18,3,2,2,2,1,0,0,1,12,0
1823,35,6,0,7,3,0,0,24,15,41,25,4,3,1,1,3,0,0,0,6,2
1824,35,7,0,5,4,0,1,20,20,33,18,1,0,0,1,2,0,0,7,9,0
1825,35,8,1,5,1,0,0,33,19,40,16,0,3,1,1,2,0,0,0,11,3
1826,35,9,0,4,1,0,0,14,7,46,41,4,3,1,6,2,0,0,0,3,2
1827,36,1,0,4,2,0,0,8,7,41,49,2,2,1,0,2,0,0,0,4,0
1828,36,2,1,3,4,0,1,8,7,45,46,1,0,0,0,1,0,0,0,5,1
