,fov,spot_id,Antibody.secreting.B.cells,CD3+.alpha.beta.T.cells,Central.venous.LSECs,Cholangiocytes,Erthyroid.cells,Hep.1,Hep.3,Hep.4,Hep.5,Hep.6,Inflammatory.macrophages,Mature.B.cells,NK.like.cells,Non.inflammatory.macrophages,NotDet,Periportal.LSECs,Portal.endothelial.cells,Stellate.cells,gamma.delta.T.cells.1
331,133,8,0,4,4,0,1,3,4,39,76,8,1,0,2,10,0,0,1,3,4
332,133,9,0,6,1,0,0,2,13,57,61,6,5,0,2,7,0,0,0,2,0
333,134,1,0,10,6,0,0,5,11,47,39,2,3,1,2,5,0,0,0,5,4
334,134,2,0,4,2,0,0,2,9,56,54,3,5,2,0,5,0,0,0,5,3
335,134,3,0,4,0,14,0,0,8,69,45,5,5,3,0,4,0,5,1,13,1
336,134,4,0,4,5,0,0,5,8,53,41,7,2,1,1,8,0,0,0,6,2
337,134,5,0,8,0,1,1,0,7,50,67,0,2,0,2,6,0,0,0,2,3
338,134,6,0,6,4,0,0,7,12,56,55,7,0,1,0,4,0,0,0,2,3
339,134,7,0,4,5,0,0,0,7,56,54,2,1,0,1,4,0,0,1,9,1
340,134,8,0,7,0,3,1,1,8,62,46,1,5,2,1,4,0,1,1,6,1
341,134,9,0,11,6,0,0,16,12,46,31,5,8,2,1,2,0,0,0,5,2
342,135,1,0,6,2,5,0,1,11,55,41,7,2,1,1,2,0,4,0,10,0
343,135,2,0,2,0,0,1,1,3,60,55,1,2,2,0,4,0,0,0,4,1
344,135,3,0,3,4,0,1,6,13,59,35,6,4,0,0,5,0,0,0,1,1
345,135,4,0,5,0,0,0,1,4,63,37,1,4,0,0,4,0,0,0,2,2
346,135,5,0,6,1,0,0,0,5,57,60,0,0,0,1,6,0,0,0,9,2
347,135,6,0,4,0,0,1,1,6,77,56,7,4,1,3,4,0,1,0,6,1
348,135,7,0,5,1,9,0,0,7,82,38,1,6,0,3,2,0,4,0,14,1
349,135,8,0,1,1,0,1,6,2,79,43,0,1,1,3,4,0,0,0,4,2
350,135,9,0,4,1,0,0,1,4,79,51,2,3,2,0,8,0,0,0,6,1
1260,23,1,0,1,2,1,0,0,6,55,63,1,2,0,0,6,0,1,0,7,2
1261,23,2,0,4,1,0,0,17,5,55,43,2,0,0,1,4,0,0,1,6,1
1262,23,3,0,2,2,0,0,18,3,71,24,1,0,2,1,2,0,0,0,8,2
1263,23,4,0,3,3,0,0,2,6,44,60,0,3,2,1,3,0,0,0,9,0
1264,23,5,0,5,2,0,0,11,3,58,45,3,2,2,0,3,0,0,1,4,1
1265,23,6,0,5,1,0,0,4,5,91,31,3,1,1,0,3,0,0,0,6,0
1266,23,7,0,4,3,0,0,1,6,58,54,2,3,0,0,10,0,0,0,5,1
1267,23,8,0,4,1,9,0,0,15,51,41,0,2,1,1,7,0,8,1,23,0
1268,23,9,0,0,0,5,0,0,5,10,2,0,3,1,1,0,0,32,0,27,1
1359,24,1,7,6,0,11,0,0,15,21,13,3,5,2,2,1,0,19,1,26,0
1360,24,2,0,8,0,1,0,0,1,1,0,0,5,2,2,0,0,18,1,19,0
1361,24,3,1,8,0,2,2,0,0,0,0,0,5,1,2,2,0,55,1,7,1
1362,24,4,10,12,1,9,0,0,0,0,0,0,6,3,0,0,0,16,0,15,0
1363,24,5,13,16,1,6,0,0,0,0,0,0,2,4,1,0,0,21,0,13,0
1364,24,6,22,30,1,10,0,0,3,9,4,0,12,9,4,1,0,33,0,19,1
1365,24,7,0,13,1,36,0,0,10,39,21,2,8,1,2,5,0,10,0,20,0
1366,24,8,2,18,0,16,1,0,27,36,22,0,5,4,0,2,0,20,0,31,0
1367,24,9,1,5,1,0,0,0,11,90,57,6,1,0,0,6,0,1,0,5,0
1449,25,1,1,4,0,0,0,0,7,76,40,1,0,0,1,13,0,1,0,8,0
1450,25,2,1,6,0,8,0,0,22,59,34,1,5,1,0,2,0,12,0,22,0
1451,25,3,1,3,1,0,1,8,6,53,58,4,1,1,0,6,0,0,0,2,1
1452,25,4,3,10,4,4,0,1,13,38,35,2,5,0,2,3,0,18,0,18,0
1453,25,5,0,7,1,20,0,1,13,34,24,1,6,2,0,3,0,10,0,14,0
1454,25,6,0,5,4,0,0,11,6,53,43,5,2,1,1,11,0,0,0,3,1
1455,25,7,0,4,1,5,0,0,6,37,29,2,2,2,1,4,0,18,0,9,2
1456,25,8,0,3,0,8,0,0,3,41,26,1,5,3,3,1,0,13,1,10,0
1457,25,9,0,6,0,0,1,12,5,58,46,10,2,0,1,10,0,0,0,3,4
1530,26,1,7,10,0,27,0,0,8,43,21,1,5,0,1,0,0,35,0,33,0
1531,26,2,2,9,2,9,1,0,11,57,44,5,4,1,1,2,0,15,1,18,0
1532,26,3,0,4,1,2,0,0,9,81,50,4,1,0,1,4,0,0,0,4,0
1533,26,4,0,3,0,14,0,1,15,43,49,2,4,0,0,3,0,5,0,9,0
1534,26,5,0,1,0,7,0,1,6,77,53,4,0,0,0,2,0,4,0,11,0
1535,26,6,0,8,1,0,0,0,2,66,61,6,3,1,3,5,0,0,0,1,1
1536,26,7,0,4,3,2,0,0,11,54,71,9,0,2,1,4,0,3,0,5,3
1537,26,8,0,6,3,1,0,0,2,61,69,3,0,1,0,5,0,0,0,6,2
1538,26,9,0,5,2,0,1,8,7,45,52,7,1,1,2,4,0,0,1,8,3
1629,27,1,0,4,5,1,1,3,5,52,52,7,3,3,2,8,0,0,0,4,1
1630,27,2,0,5,0,0,1,9,5,42,65,6,2,1,1,6,0,0,0,7,4
1631,27,3,0,6,3,0,0,16,13,32,40,7,5,0,1,3,0,0,2,11,2
1632,27,4,1,4,1,0,1,4,7,45,54,9,3,1,2,3,0,0,0,5,2
1633,27,5,0,2,3,0,1,2,4,55,70,4,4,0,0,5,0,0,0,3,9
1634,27,6,0,8,4,0,0,4,4,49,62,2,1,0,2,5,0,0,0,4,4
1635,27,7,0,5,5,0,0,3,11,45,56,3,2,3,2,10,0,0,0,6,2
1636,27,8,0,9,0,9,1,0,14,60,55,4,5,1,0,5,0,10,0,6,1
1637,27,9,0,0,0,1,1,2,6,68,62,8,2,0,0,3,0,1,0,2,1
1701,28,1,0,5,5,0,1,13,7,34,38,8,5,1,0,6,0,0,0,7,2
1702,28,2,0,5,2,0,1,1,4,53,53,9,2,0,1,7,0,0,0,3,3
1703,28,3,0,5,1,1,0,0,13,50,70,7,3,1,1,8,0,1,0,7,2
1704,28,4,0,5,4,0,0,28,16,34,18,3,1,2,1,3,0,1,0,4,1
1705,28,5,0,3,3,0,1,4,14,36,42,1,4,4,0,6,0,0,0,1,0
1706,28,6,0,2,1,2,0,0,10,46,66,9,2,0,1,7,0,0,0,6,7
1707,28,7,0,7,1,0,1,2,6,34,68,4,4,2,0,3,0,0,0,0,3
1708,28,8,0,7,2,0,2,9,3,44,70,7,3,1,1,7,0,0,0,5,2
1709,28,9,0,4,1,2,0,0,6,68,61,3,0,1,3,5,0,2,1,5,4
1755,29,1,0,9,5,0,0,5,13,54,38,4,5,2,3,6,0,0,1,5,2
1756,29,2,0,5,3,0,2,9,17,46,28,4,2,2,2,6,0,0,0,5,5
1757,29,3,0,3,1,0,0,3,12,53,49,4,3,2,1,3,0,0,0,1,5
1758,29,4,0,5,3,0,0,15,15,37,30,1,4,0,0,5,0,0,1,4,3
1759,29,5,0,5,5,0,0,13,9,33,37,4,1,0,1,4,0,0,0,5,2
1760,29,6,0,5,3,0,2,2,7,54,44,2,3,2,2,3,0,0,0,4,2
1761,29,7,0,6,1,0,0,1,10,60,60,6,1,0,1,3,0,0,0,3,4
1762,29,8,0,7,1,0,0,1,4,46,56,5,0,1,1,3,0,0,0,4,4
1763,29,9,0,9,0,4,0,0,13,60,56,7,4,1,1,4,0,1,0,11,1
1764,2,1,0,2,0,7,0,2,10,68,54,7,1,0,1,2,0,0,0,4,0
1765,2,2,0,2,0,1,0,1,8,52,46,1,1,1,1,5,0,0,0,7,0
1766,2,3,0,4,0,0,1,1,10,56,56,1,1,1,1,3,0,2,0,2,1
1767,2,4,0,1,3,0,2,5,7,56,54,1,0,1,0,6,0,0,0,1,0
1768,2,5,0,5,2,0,0,1,9,71,49,2,3,1,0,2,0,0,0,9,1
1769,2,6,1,3,3,0,0,2,7,65,57,4,2,1,1,6,0,0,0,1,0
1770,2,7,0,5,3,0,0,28,6,38,32,5,4,4,1,10,0,0,0,8,1
1771,2,8,0,4,4,0,1,0,8,48,69,1,1,1,1,11,0,0,0,4,2
1772,2,9,0,2,4,0,0,2,5,59,63,4,0,1,0,6,0,0,0,5,3
1773,30,1,0,6,2,0,0,0,6,48,47,0,2,1,3,8,0,0,0,10,2
1774,30,2,0,4,0,0,2,1,4,42,64,1,0,1,2,3,0,0,0,3,1
1775,30,3,0,7,2,0,1,1,3,59,58,4,2,1,4,6,0,0,0,2,8
1776,30,4,0,8,0,3,0,0,8,64,45,4,0,2,0,8,0,0,0,6,2
1777,30,5,0,9,1,0,0,3,9,30,55,5,4,0,4,6,0,0,0,5,5
1778,30,6,0,4,0,0,2,1,9,48,51,7,4,4,3,6,0,0,0,3,3
1779,30,7,0,6,1,4,0,0,9,62,48,1,1,1,0,4,0,10,0,20,1
1780,30,8,0,4,1,0,0,0,9,61,51,3,1,0,0,7,0,0,0,6,3
1781,30,9,1,4,1,0,0,1,3,64,54,8,1,1,2,6,0,0,0,4,2
1782,31,1,0,1,0,0,0,0,11,75,39,7,0,1,0,6,0,0,0,3,1
1783,31,2,3,4,2,2,0,0,12,34,16,2,2,1,0,0,0,28,0,31,0
1784,31,3,2,1,0,8,0,0,7,34,39,1,1,0,0,4,0,19,0,20,2
1785,31,4,0,2,0,4,1,0,20,50,40,6,2,1,0,5,0,2,0,8,0
1786,31,5,7,9,0,7,0,0,8,2,2,0,3,3,2,0,0,33,0,23,0
1787,31,6,5,7,0,7,0,1,5,45,44,4,3,2,0,2,0,14,0,14,0
1788,31,7,5,7,0,27,1,0,15,20,19,1,7,3,0,1,0,33,0,31,1
1789,31,8,4,10,0,3,0,1,3,2,4,0,3,0,0,0,0,29,1,20,0
1790,31,9,0,4,1,9,1,1,11,33,74,6,3,0,2,5,0,1,0,8,3
1863,3,1,0,2,3,0,0,6,7,49,54,6,0,0,0,9,0,0,0,4,1
1864,3,2,0,11,2,4,1,0,8,63,59,0,3,0,1,7,0,3,0,5,0
1865,3,3,2,4,1,3,0,0,18,51,36,1,1,1,2,5,0,4,1,18,0
1866,3,4,0,13,0,5,0,2,11,46,58,3,2,1,3,7,0,3,1,12,1
1867,3,5,3,68,1,5,2,0,16,12,11,0,3,31,12,2,0,6,2,9,5
1868,3,6,0,36,1,3,1,0,3,0,1,0,4,19,4,3,0,12,0,7,2
1869,3,7,5,18,0,18,1,0,19,45,31,1,6,2,0,3,0,23,0,20,0
1870,3,8,6,13,2,1,1,1,9,26,27,0,3,0,4,1,0,28,0,21,1
1871,3,9,6,7,1,43,0,0,13,28,11,2,4,2,0,5,0,18,0,37,0
1890,44,1,0,1,1,1,1,1,9,80,45,2,0,1,1,4,0,0,0,6,0
1891,44,2,0,3,1,5,0,0,5,54,15,0,1,2,2,1,0,20,0,18,1
1892,44,3,23,8,1,0,1,0,0,0,0,0,2,1,1,0,0,33,1,11,0
1893,44,4,0,4,0,4,0,1,6,39,16,0,3,4,0,4,0,27,0,16,0
1894,44,5,4,8,1,1,0,0,0,0,0,0,2,6,1,0,0,41,0,20,0
1895,44,6,2,4,1,1,1,0,2,13,3,0,3,0,3,2,0,13,0,24,0
1896,44,7,1,15,4,0,1,0,0,0,0,0,2,4,3,0,0,42,0,5,0
1897,44,8,0,18,0,7,0,0,1,10,0,0,5,9,0,1,0,8,0,10,1
1898,44,9,0,3,2,7,0,1,9,50,49,2,4,2,0,5,0,4,0,10,0
1899,45,1,9,20,1,12,1,0,1,0,0,0,9,2,0,0,0,20,1,14,0
1900,45,2,5,13,0,6,1,0,8,39,39,0,1,1,0,3,0,6,0,22,0
1901,45,3,0,7,1,0,0,2,6,44,62,5,0,0,3,9,0,0,0,2,0
1902,45,4,2,11,1,18,0,0,8,50,38,2,4,3,2,3,0,14,1,21,0
1903,45,5,0,5,1,0,0,5,8,45,76,4,1,1,0,6,0,0,0,3,2
1904,45,6,0,4,2,0,0,3,3,48,56,4,1,1,2,3,0,0,0,2,0
1905,45,7,0,2,0,2,0,0,3,70,52,6,0,2,1,4,0,0,0,9,0
1906,45,8,0,3,3,2,0,2,5,72,53,3,2,0,1,5,0,2,1,7,1
1907,45,9,0,5,2,2,0,2,5,49,65,5,3,1,1,4,0,3,0,7,0
1908,46,1,0,6,3,0,1,2,6,55,43,6,0,1,0,2,0,0,0,6,2
1909,46,2,1,5,1,0,0,0,7,47,56,4,4,2,3,5,0,0,0,5,1
1910,46,3,0,2,4,0,1,3,8,61,54,3,2,1,2,4,0,0,0,7,1
1911,46,4,0,4,3,0,0,14,10,33,37,9,2,0,1,5,0,0,0,2,2
1912,46,5,0,4,7,0,0,9,9,36,36,5,3,1,0,1,0,0,0,4,1
1913,46,6,0,12,4,0,2,12,15,41,39,5,2,1,2,6,0,0,0,6,5
1914,46,7,0,4,2,0,1,34,7,40,23,6,3,0,1,4,0,0,0,4,2
1915,46,8,0,4,4,0,0,10,12,46,36,4,2,1,1,6,0,0,0,6,4
1916,46,9,0,2,1,0,0,11,19,38,41,7,2,1,1,6,0,0,0,4,0
1917,47,1,0,3,0,4,2,2,4,48,56,8,8,1,1,4,0,0,0,4,1
1918,47,2,0,9,1,1,2,5,4,39,37,3,1,1,4,5,0,0,0,2,4
1919,47,3,0,6,6,0,0,11,9,46,38,1,4,5,2,7,0,0,0,3,1
1920,47,4,0,2,0,0,0,2,13,53,26,2,3,2,2,4,0,0,0,6,2
1921,47,5,0,3,1,1,1,1,12,40,46,1,2,1,1,2,0,0,0,3,4
1922,47,6,0,10,3,0,0,16,9,34,35,9,8,0,1,2,0,0,0,3,2
1923,47,7,1,5,0,3,1,3,13,44,39,1,8,2,0,3,0,0,0,11,3
1924,47,8,0,8,0,0,0,3,16,29,33,3,3,0,4,9,0,0,0,3,2
1925,47,9,0,2,6,0,1,14,15,37,42,8,3,0,1,5,0,0,0,1,2
1926,48,1,0,6,3,0,1,7,13,28,44,2,2,2,2,5,0,0,0,1,1
1927,48,2,0,5,1,0,0,2,11,52,42,1,1,0,0,6,0,0,0,6,2
1928,48,3,0,5,1,0,2,21,12,44,28,6,4,2,2,4,0,0,1,4,3
1929,48,4,0,3,6,0,1,5,5,38,60,6,2,0,0,3,0,0,0,2,0
1930,48,5,0,4,4,0,0,1,6,49,52,3,3,3,4,7,0,0,0,5,3
1931,48,6,0,7,1,2,0,2,11,45,69,6,4,1,3,8,0,0,0,5,2
1932,48,7,0,1,3,0,0,0,6,59,49,7,1,2,0,7,0,0,0,2,6
1933,48,8,1,9,1,0,1,2,10,45,49,7,4,3,2,10,0,0,0,4,8
1934,48,9,0,5,5,0,2,3,8,45,55,9,4,2,2,2,0,0,1,2,2
1935,49,1,0,5,2,0,0,0,5,42,52,5,6,1,0,3,0,0,0,4,1
1936,49,2,0,7,2,0,1,4,9,42,47,5,3,1,3,0,0,0,0,2,4
1937,49,3,0,8,5,0,1,25,22,36,7,5,6,2,5,0,0,0,1,2,1
1938,49,4,0,3,2,0,0,2,5,44,47,8,1,0,1,5,0,0,0,4,5
1939,49,5,0,3,6,0,0,2,5,50,50,4,1,1,1,8,0,0,0,5,2
1940,49,6,0,6,6,0,0,22,11,27,33,3,2,0,1,1,0,0,0,5,3
1941,49,7,0,3,1,0,0,0,12,52,48,4,5,0,0,6,0,3,0,8,1
1942,49,8,0,5,3,0,0,1,3,52,68,4,4,2,1,7,0,0,0,4,5
