,fov,spot_id,tumor,fibroblast,macrophage,T CD4 memory,T CD8 memory,plasmablast,B-cell,mast,Treg,endothelial,pDC,T CD4 naive,neutrophil,T CD8 naive,NK,monocyte,epithelial,mDC
23,2.0,4.0,0.0,27.0,3.0,0.0,0.0,5.0,1.0,3.0,0.0,13.0,1.0,5.0,3.0,3.0,1.0,2.0,26.0,3.0
24,2.0,5.0,0.0,20.0,2.0,4.0,1.0,4.0,150.0,3.0,1.0,8.0,8.0,89.0,0.0,12.0,1.0,1.0,51.0,15.0
25,2.0,6.0,0.0,54.0,9.0,5.0,0.0,11.0,23.0,5.0,0.0,15.0,8.0,30.0,1.0,13.0,3.0,4.0,17.0,9.0
26,2.0,7.0,0.0,36.0,4.0,0.0,0.0,21.0,2.0,3.0,0.0,10.0,9.0,5.0,1.0,6.0,2.0,0.0,10.0,8.0
27,2.0,8.0,0.0,40.0,8.0,1.0,0.0,22.0,0.0,4.0,1.0,11.0,13.0,6.0,0.0,4.0,0.0,1.0,0.0,10.0
28,2.0,9.0,0.0,37.0,4.0,10.0,0.0,25.0,44.0,2.0,0.0,23.0,17.0,32.0,4.0,11.0,1.0,1.0,19.0,6.0
29,2.0,10.0,0.0,35.0,5.0,1.0,0.0,39.0,6.0,6.0,2.0,11.0,15.0,9.0,2.0,4.0,0.0,5.0,0.0,7.0
30,2.0,11.0,36.0,17.0,1.0,1.0,0.0,27.0,2.0,8.0,0.0,19.0,10.0,7.0,0.0,2.0,0.0,1.0,5.0,3.0
31,2.0,12.0,68.0,17.0,1.0,0.0,0.0,22.0,0.0,5.0,0.0,4.0,4.0,1.0,6.0,0.0,2.0,0.0,13.0,4.0
32,2.0,13.0,0.0,30.0,24.0,5.0,0.0,15.0,53.0,2.0,1.0,11.0,13.0,63.0,5.0,23.0,5.0,1.0,1.0,17.0
33,2.0,14.0,28.0,55.0,12.0,2.0,0.0,59.0,11.0,8.0,1.0,8.0,13.0,24.0,9.0,7.0,8.0,2.0,0.0,11.0
34,2.0,15.0,139.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
35,2.0,16.0,125.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
36,2.0,17.0,0.0,35.0,23.0,4.0,0.0,12.0,30.0,13.0,3.0,9.0,15.0,51.0,5.0,25.0,11.0,3.0,0.0,26.0
37,2.0,18.0,79.0,37.0,2.0,0.0,0.0,8.0,9.0,1.0,0.0,8.0,3.0,9.0,4.0,3.0,1.0,0.0,0.0,4.0
38,2.0,19.0,159.0,8.0,1.0,0.0,0.0,4.0,0.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
39,2.0,20.0,172.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0
40,3.0,1.0,93.0,23.0,5.0,0.0,1.0,10.0,3.0,3.0,0.0,13.0,2.0,4.0,7.0,6.0,5.0,2.0,0.0,7.0
41,3.0,2.0,158.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
42,3.0,3.0,207.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
43,3.0,4.0,98.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
44,3.0,5.0,88.0,14.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,6.0,0.0,3.0,12.0,1.0,0.0,0.0,8.0,3.0
45,3.0,6.0,37.0,8.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,1.0,9.0,2.0
46,3.0,7.0,40.0,15.0,2.0,0.0,0.0,15.0,2.0,6.0,0.0,9.0,1.0,2.0,7.0,0.0,1.0,1.0,7.0,1.0
47,3.0,8.0,147.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
48,3.0,9.0,21.0,7.0,7.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,49.0,0.0,2.0,0.0,8.0,0.0
49,3.0,10.0,30.0,23.0,21.0,1.0,0.0,10.0,3.0,8.0,0.0,15.0,3.0,6.0,60.0,0.0,0.0,0.0,5.0,0.0
50,3.0,11.0,26.0,17.0,6.0,0.0,0.0,6.0,1.0,5.0,0.0,24.0,1.0,2.0,33.0,1.0,1.0,2.0,10.0,6.0
51,3.0,12.0,155.0,11.0,2.0,0.0,0.0,4.0,1.0,7.0,0.0,15.0,0.0,2.0,14.0,0.0,2.0,1.0,6.0,0.0
52,3.0,13.0,3.0,10.0,4.0,0.0,0.0,1.0,1.0,7.0,0.0,14.0,1.0,12.0,39.0,0.0,2.0,1.0,27.0,16.0
53,3.0,14.0,14.0,5.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,3.0,2.0,41.0,1.0,0.0,0.0,15.0,0.0
54,3.0,15.0,20.0,9.0,6.0,0.0,0.0,3.0,0.0,6.0,0.0,5.0,0.0,1.0,23.0,0.0,2.0,0.0,4.0,2.0
55,3.0,16.0,33.0,25.0,5.0,0.0,0.0,2.0,0.0,4.0,0.0,13.0,1.0,5.0,18.0,5.0,5.0,2.0,12.0,2.0
56,3.0,17.0,5.0,4.0,40.0,0.0,0.0,1.0,0.0,3.0,0.0,12.0,0.0,2.0,76.0,0.0,6.0,0.0,8.0,4.0
57,3.0,18.0,15.0,1.0,17.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,3.0,69.0,1.0,5.0,0.0,5.0,3.0
58,3.0,19.0,42.0,9.0,11.0,0.0,0.0,1.0,2.0,3.0,1.0,6.0,0.0,1.0,26.0,0.0,4.0,1.0,8.0,7.0
59,3.0,20.0,35.0,19.0,11.0,0.0,0.0,1.0,2.0,6.0,0.0,15.0,0.0,6.0,14.0,0.0,2.0,2.0,5.0,5.0
60,4.0,1.0,0.0,7.0,29.0,0.0,0.0,1.0,0.0,6.0,0.0,28.0,0.0,3.0,55.0,0.0,9.0,1.0,25.0,8.0
61,4.0,2.0,5.0,6.0,31.0,0.0,0.0,0.0,1.0,4.0,0.0,11.0,2.0,7.0,48.0,1.0,4.0,1.0,9.0,3.0
62,4.0,3.0,1.0,5.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,2.0,60.0,2.0,7.0,2.0,7.0,2.0
63,4.0,4.0,0.0,16.0,23.0,1.0,0.0,6.0,9.0,6.0,0.0,25.0,2.0,20.0,18.0,3.0,6.0,4.0,17.0,10.0
64,4.0,5.0,89.0,20.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,0.0,13.0,0.0,4.0,1.0,4.0,3.0
65,4.0,6.0,21.0,6.0,42.0,0.0,0.0,4.0,0.0,3.0,0.0,10.0,0.0,2.0,27.0,0.0,2.0,1.0,6.0,1.0
66,4.0,7.0,0.0,23.0,20.0,1.0,0.0,1.0,52.0,2.0,0.0,12.0,4.0,39.0,13.0,10.0,9.0,1.0,22.0,17.0
67,4.0,8.0,0.0,35.0,14.0,3.0,0.0,8.0,39.0,3.0,0.0,12.0,8.0,21.0,1.0,8.0,10.0,2.0,0.0,34.0
68,4.0,9.0,131.0,16.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,2.0
69,4.0,10.0,116.0,12.0,35.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,2.0,22.0,1.0,0.0,4.0,7.0,2.0
70,4.0,11.0,1.0,21.0,50.0,0.0,0.0,1.0,46.0,4.0,0.0,21.0,3.0,20.0,35.0,6.0,7.0,3.0,22.0,2.0
71,4.0,12.0,0.0,1.0,14.0,2.0,1.0,1.0,101.0,3.0,0.0,16.0,5.0,37.0,9.0,4.0,4.0,1.0,38.0,21.0
72,4.0,13.0,131.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
73,4.0,14.0,138.0,12.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0
74,4.0,15.0,43.0,10.0,9.0,2.0,1.0,1.0,3.0,9.0,0.0,15.0,0.0,2.0,14.0,0.0,3.0,0.0,12.0,7.0
75,4.0,16.0,12.0,5.0,31.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,5.0,54.0,0.0,5.0,0.0,14.0,2.0
76,4.0,17.0,177.0,2.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,17.0,0.0,4.0,0.0,1.0,0.0
77,4.0,18.0,24.0,15.0,31.0,0.0,0.0,7.0,4.0,5.0,0.0,2.0,2.0,5.0,49.0,3.0,4.0,3.0,16.0,5.0
78,4.0,19.0,1.0,25.0,8.0,4.0,0.0,4.0,8.0,6.0,0.0,18.0,4.0,14.0,20.0,4.0,3.0,7.0,54.0,26.0
79,4.0,20.0,8.0,24.0,17.0,1.0,0.0,6.0,15.0,9.0,0.0,8.0,2.0,12.0,19.0,6.0,3.0,7.0,38.0,7.0
80,5.0,1.0,1.0,12.0,37.0,0.0,0.0,2.0,4.0,8.0,0.0,24.0,4.0,15.0,41.0,0.0,11.0,1.0,13.0,9.0
81,5.0,2.0,6.0,16.0,38.0,2.0,0.0,4.0,8.0,4.0,0.0,5.0,1.0,12.0,36.0,2.0,4.0,0.0,37.0,26.0
82,5.0,3.0,0.0,19.0,14.0,1.0,0.0,6.0,26.0,8.0,1.0,23.0,7.0,50.0,9.0,6.0,3.0,4.0,83.0,31.0
83,5.0,4.0,2.0,36.0,27.0,3.0,3.0,5.0,11.0,3.0,1.0,11.0,10.0,24.0,18.0,5.0,2.0,10.0,44.0,20.0
84,5.0,5.0,7.0,5.0,61.0,0.0,0.0,1.0,2.0,4.0,0.0,17.0,1.0,6.0,45.0,0.0,7.0,1.0,3.0,8.0
85,5.0,6.0,4.0,8.0,20.0,0.0,0.0,2.0,5.0,5.0,0.0,11.0,4.0,12.0,57.0,0.0,9.0,2.0,10.0,3.0
86,5.0,7.0,0.0,36.0,26.0,1.0,1.0,0.0,35.0,4.0,0.0,22.0,5.0,79.0,13.0,2.0,7.0,1.0,21.0,26.0
87,5.0,8.0,0.0,57.0,19.0,1.0,0.0,10.0,18.0,6.0,0.0,32.0,18.0,29.0,2.0,2.0,9.0,10.0,1.0,11.0
88,5.0,9.0,0.0,12.0,29.0,1.0,0.0,4.0,0.0,6.0,0.0,21.0,1.0,6.0,27.0,1.0,1.0,2.0,15.0,7.0
89,5.0,10.0,7.0,4.0,21.0,0.0,0.0,1.0,0.0,8.0,1.0,20.0,0.0,1.0,31.0,0.0,1.0,1.0,8.0,2.0
90,5.0,11.0,11.0,5.0,9.0,0.0,0.0,1.0,2.0,4.0,0.0,37.0,2.0,5.0,29.0,0.0,3.0,4.0,9.0,5.0
91,5.0,12.0,30.0,21.0,22.0,0.0,1.0,6.0,3.0,4.0,0.0,22.0,3.0,18.0,21.0,1.0,9.0,4.0,11.0,9.0
92,5.0,13.0,47.0,19.0,16.0,0.0,1.0,3.0,0.0,3.0,0.0,20.0,0.0,1.0,24.0,0.0,1.0,0.0,7.0,4.0
93,5.0,14.0,71.0,20.0,8.0,0.0,0.0,3.0,0.0,7.0,0.0,23.0,1.0,1.0,4.0,0.0,2.0,2.0,4.0,4.0
94,5.0,15.0,77.0,25.0,5.0,0.0,0.0,11.0,2.0,9.0,0.0,15.0,1.0,2.0,9.0,0.0,2.0,0.0,4.0,1.0
95,5.0,16.0,155.0,15.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
96,5.0,17.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
97,5.0,18.0,111.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
98,5.0,19.0,150.0,9.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
99,5.0,20.0,141.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
100,6.0,1.0,0.0,12.0,13.0,2.0,0.0,63.0,43.0,10.0,4.0,18.0,18.0,77.0,4.0,10.0,5.0,0.0,3.0,3.0
101,6.0,2.0,4.0,21.0,17.0,1.0,0.0,28.0,26.0,15.0,0.0,25.0,16.0,56.0,5.0,12.0,3.0,0.0,8.0,4.0
102,6.0,3.0,10.0,23.0,8.0,1.0,0.0,61.0,44.0,9.0,1.0,15.0,29.0,37.0,1.0,6.0,4.0,1.0,13.0,10.0
103,6.0,4.0,121.0,4.0,0.0,0.0,1.0,30.0,26.0,1.0,2.0,4.0,8.0,18.0,3.0,1.0,0.0,0.0,29.0,6.0
104,6.0,5.0,2.0,9.0,14.0,1.0,0.0,25.0,23.0,3.0,0.0,17.0,15.0,37.0,6.0,3.0,1.0,1.0,23.0,4.0
105,6.0,6.0,0.0,14.0,5.0,0.0,0.0,11.0,107.0,8.0,1.0,21.0,6.0,97.0,1.0,7.0,3.0,1.0,17.0,7.0
106,6.0,7.0,0.0,13.0,2.0,0.0,0.0,16.0,99.0,9.0,1.0,33.0,10.0,102.0,0.0,8.0,4.0,1.0,12.0,7.0
107,6.0,8.0,1.0,23.0,7.0,9.0,0.0,34.0,34.0,3.0,1.0,34.0,29.0,41.0,5.0,5.0,1.0,3.0,13.0,19.0
108,6.0,9.0,0.0,26.0,8.0,1.0,0.0,26.0,36.0,7.0,0.0,31.0,13.0,59.0,0.0,2.0,7.0,4.0,14.0,11.0
109,6.0,10.0,0.0,33.0,4.0,0.0,1.0,12.0,44.0,7.0,0.0,51.0,15.0,81.0,1.0,4.0,6.0,3.0,18.0,5.0
110,6.0,11.0,1.0,7.0,3.0,2.0,0.0,24.0,56.0,4.0,0.0,21.0,10.0,33.0,7.0,2.0,8.0,4.0,14.0,8.0
111,6.0,12.0,0.0,46.0,0.0,1.0,0.0,70.0,24.0,12.0,2.0,41.0,19.0,26.0,4.0,8.0,5.0,0.0,3.0,3.0
112,6.0,13.0,1.0,15.0,19.0,0.0,0.0,17.0,35.0,6.0,1.0,27.0,13.0,28.0,4.0,2.0,6.0,0.0,38.0,4.0
113,6.0,14.0,0.0,36.0,9.0,4.0,1.0,36.0,12.0,7.0,0.0,37.0,17.0,51.0,2.0,9.0,1.0,0.0,8.0,6.0
114,6.0,15.0,0.0,27.0,2.0,3.0,0.0,16.0,93.0,7.0,0.0,19.0,9.0,66.0,2.0,10.0,3.0,0.0,29.0,5.0
115,6.0,16.0,0.0,33.0,2.0,3.0,0.0,10.0,151.0,3.0,0.0,15.0,12.0,71.0,2.0,6.0,1.0,1.0,31.0,5.0
116,6.0,17.0,1.0,46.0,6.0,1.0,0.0,25.0,7.0,5.0,0.0,48.0,13.0,21.0,1.0,3.0,2.0,2.0,18.0,5.0
117,6.0,18.0,4.0,35.0,4.0,2.0,0.0,19.0,30.0,7.0,0.0,14.0,17.0,39.0,0.0,4.0,2.0,1.0,43.0,6.0
118,6.0,19.0,2.0,25.0,2.0,1.0,0.0,32.0,176.0,7.0,0.0,9.0,14.0,61.0,0.0,6.0,2.0,0.0,7.0,5.0
119,6.0,20.0,30.0,48.0,1.0,0.0,0.0,30.0,78.0,3.0,0.0,16.0,11.0,19.0,2.0,5.0,0.0,1.0,2.0,8.0
120,7.0,1.0,0.0,52.0,6.0,5.0,0.0,42.0,16.0,10.0,1.0,14.0,12.0,22.0,1.0,4.0,2.0,1.0,20.0,10.0
121,7.0,2.0,0.0,48.0,25.0,1.0,0.0,40.0,53.0,6.0,0.0,10.0,20.0,37.0,3.0,16.0,2.0,1.0,3.0,17.0
122,7.0,3.0,126.0,49.0,1.0,2.0,0.0,9.0,4.0,2.0,0.0,6.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,8.0
123,7.0,4.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0
124,7.0,5.0,0.0,38.0,10.0,5.0,0.0,30.0,66.0,8.0,1.0,10.0,22.0,62.0,3.0,12.0,4.0,1.0,1.0,23.0
125,7.0,6.0,44.0,40.0,4.0,1.0,0.0,16.0,65.0,1.0,1.0,11.0,8.0,26.0,0.0,3.0,2.0,0.0,11.0,17.0
126,7.0,7.0,69.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,7.0,8.0,79.0,35.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
128,7.0,9.0,4.0,51.0,4.0,0.0,0.0,27.0,2.0,10.0,0.0,17.0,4.0,2.0,11.0,0.0,0.0,0.0,0.0,8.0
129,7.0,10.0,107.0,32.0,0.0,0.0,0.0,13.0,0.0,5.0,0.0,5.0,1.0,1.0,5.0,2.0,0.0,1.0,2.0,6.0
130,7.0,11.0,109.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0
131,7.0,12.0,134.0,17.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,6.0,1.0,0.0,11.0,0.0,0.0,0.0,2.0,1.0
132,7.0,13.0,73.0,28.0,0.0,0.0,0.0,25.0,0.0,14.0,0.0,13.0,7.0,1.0,5.0,1.0,0.0,0.0,3.0,1.0
133,7.0,14.0,204.0,4.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
134,7.0,15.0,156.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,11.0,0.0
135,7.0,16.0,86.0,37.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,4.0,0.0,3.0,19.0,1.0,1.0,2.0,20.0,1.0
136,7.0,17.0,130.0,14.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,6.0,0.0,1.0,7.0,2.0,0.0,0.0,3.0,0.0
137,7.0,18.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,7.0,19.0,94.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
139,7.0,20.0,111.0,8.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0
140,8.0,1.0,172.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
141,8.0,2.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0
142,8.0,3.0,142.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0
143,8.0,4.0,114.0,7.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,8.0,0.0,0.0,5.0,0.0,1.0,0.0,14.0,2.0
144,8.0,5.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
145,8.0,6.0,154.0,8.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,8.0,0.0,1.0,9.0,1.0,1.0,0.0,2.0,0.0
146,8.0,7.0,106.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
147,8.0,8.0,165.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,8.0,0.0
148,8.0,9.0,116.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0
149,8.0,10.0,120.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
150,8.0,11.0,186.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0
151,8.0,12.0,74.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0
152,8.0,13.0,137.0,8.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,15.0,1.0,1.0,0.0,3.0,0.0
153,8.0,14.0,111.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
154,8.0,15.0,98.0,23.0,7.0,0.0,0.0,3.0,1.0,7.0,0.0,7.0,2.0,0.0,11.0,1.0,2.0,0.0,5.0,1.0
155,8.0,16.0,1.0,20.0,34.0,0.0,0.0,3.0,0.0,11.0,0.0,19.0,0.0,2.0,61.0,0.0,3.0,0.0,10.0,6.0
156,8.0,17.0,71.0,15.0,13.0,0.0,1.0,0.0,0.0,3.0,1.0,16.0,2.0,3.0,20.0,0.0,2.0,1.0,8.0,3.0
157,8.0,18.0,103.0,8.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,17.0,1.0,4.0,10.0,0.0,2.0,0.0,7.0,9.0
158,8.0,19.0,57.0,8.0,21.0,0.0,0.0,4.0,2.0,5.0,0.0,13.0,1.0,3.0,26.0,0.0,3.0,2.0,12.0,7.0
159,8.0,20.0,1.0,10.0,33.0,0.0,0.0,0.0,2.0,7.0,0.0,18.0,0.0,4.0,44.0,1.0,6.0,1.0,14.0,3.0
160,9.0,1.0,2.0,31.0,27.0,3.0,0.0,5.0,17.0,9.0,0.0,39.0,7.0,15.0,24.0,6.0,3.0,2.0,16.0,8.0
161,9.0,2.0,8.0,11.0,38.0,0.0,0.0,1.0,0.0,3.0,0.0,23.0,0.0,4.0,58.0,0.0,5.0,3.0,8.0,4.0
162,9.0,3.0,5.0,0.0,69.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,73.0,0.0,2.0,1.0,2.0,2.0
163,9.0,4.0,4.0,7.0,38.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,63.0,0.0,5.0,0.0,1.0,1.0
164,9.0,5.0,25.0,48.0,3.0,0.0,0.0,8.0,10.0,2.0,0.0,11.0,3.0,5.0,1.0,4.0,2.0,0.0,5.0,12.0
165,9.0,6.0,9.0,36.0,27.0,1.0,0.0,11.0,17.0,4.0,0.0,16.0,6.0,17.0,27.0,5.0,4.0,2.0,5.0,23.0
166,9.0,7.0,1.0,12.0,20.0,1.0,0.0,6.0,8.0,7.0,0.0,21.0,4.0,19.0,34.0,3.0,3.0,0.0,22.0,10.0
167,9.0,8.0,2.0,14.0,21.0,0.0,0.0,2.0,5.0,3.0,0.0,26.0,1.0,8.0,39.0,0.0,8.0,0.0,17.0,3.0
