,fov,spot_id,Antibody.secreting.B.cells,CD3+.alpha.beta.T.cells,Central.venous.LSECs,Cholangiocytes,Erthyroid.cells,Hep,Inflammatory.macrophages,Mature.B.cells,NK.like.cells,Non.inflammatory.macrophages,NotDet,Periportal.LSECs,Portal.endothelial.cells,Stellate.cells,gamma.delta.T.cells.1,tumor_1,tumor_2
109,111,2,0,5,1,0,0,0,9,1,0,10,0,4,0,4,2,81,2
110,111,3,0,11,0,0,0,0,10,1,0,8,0,10,0,16,0,64,0
111,111,4,0,16,1,0,0,0,18,3,0,9,0,5,0,27,1,13,4
112,111,5,0,17,3,0,0,0,27,4,1,8,0,6,2,33,1,19,0
113,111,6,0,16,0,0,0,0,17,4,1,7,0,7,0,19,1,29,0
114,111,7,0,11,1,0,0,0,12,7,0,20,0,7,0,9,0,111,0
115,111,8,0,8,4,0,0,0,16,10,1,12,0,6,2,6,0,118,0
116,111,9,0,14,3,0,0,0,23,1,0,16,0,6,1,7,0,111,0
117,112,1,0,4,1,0,0,0,6,0,0,3,0,5,1,2,1,155,0
118,112,2,0,6,1,0,0,0,3,2,1,6,1,4,2,0,1,139,0
119,112,3,0,5,1,0,0,0,2,0,0,7,0,1,1,1,0,169,0
120,112,4,0,1,2,0,0,0,3,0,0,9,0,4,0,0,2,99,0
121,112,5,0,4,0,0,0,0,2,1,0,6,0,5,0,1,0,122,0
122,112,6,0,4,1,0,0,0,1,0,0,1,0,6,1,2,0,140,0
123,112,7,1,5,0,0,0,0,6,0,0,0,0,0,0,2,0,152,0
124,112,8,0,9,0,0,0,0,4,0,0,6,0,3,0,0,0,125,0
125,112,9,0,2,1,0,0,0,2,0,0,1,0,2,0,1,1,132,0
126,113,1,1,2,0,0,0,0,3,0,1,3,0,7,0,0,0,148,0
127,113,2,0,2,0,0,0,0,3,0,0,7,0,5,2,2,1,127,0
128,113,3,0,3,0,0,0,0,2,0,0,5,0,1,0,1,0,149,0
129,113,4,0,1,0,1,1,0,6,1,0,1,0,3,0,0,0,105,0
130,113,5,0,1,1,0,0,0,1,2,0,0,0,3,0,1,0,101,0
131,113,6,0,2,0,0,0,0,0,1,0,2,0,3,0,1,0,112,1
132,113,7,0,1,1,0,0,0,2,2,0,0,0,2,1,2,0,134,0
133,113,8,0,8,0,0,0,0,3,3,0,1,0,4,0,0,0,104,2
134,113,9,0,9,0,0,0,0,9,1,0,5,0,5,0,2,0,107,2
135,114,1,0,3,0,0,0,0,3,0,0,2,0,0,0,0,0,143,1
136,114,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,147,0
137,114,3,0,0,2,0,0,0,0,1,0,4,0,1,0,0,0,164,0
138,114,4,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,118,0
139,114,5,0,2,0,0,0,0,2,0,0,1,0,2,0,1,0,94,0
140,114,6,0,2,0,0,0,0,1,0,0,6,0,3,1,0,0,84,0
141,114,7,0,3,2,0,0,0,2,0,0,3,0,2,1,2,0,95,0
142,114,8,0,5,0,0,0,0,3,0,0,5,0,7,0,1,0,112,0
143,114,9,0,1,2,0,0,0,1,1,0,2,0,9,0,3,0,123,0
144,115,1,0,1,1,0,0,0,1,1,0,7,0,4,0,0,0,131,0
145,115,2,0,8,1,0,0,0,2,3,0,5,0,5,1,2,0,104,0
146,115,3,0,4,2,0,0,0,3,1,0,2,0,6,1,0,0,102,0
147,115,4,0,4,0,0,0,0,5,0,0,5,0,6,1,1,0,106,0
148,115,5,0,2,1,0,0,0,7,1,0,6,0,3,0,0,0,103,0
149,115,6,1,9,2,0,0,0,1,5,0,9,0,5,0,2,0,110,0
150,115,7,0,10,0,0,0,0,4,0,0,5,0,6,0,2,1,99,0
151,115,8,0,3,0,0,0,0,4,0,0,6,0,1,0,4,0,103,0
152,115,9,0,4,4,0,0,0,2,0,0,7,0,9,0,2,0,86,0
153,116,1,0,4,0,0,0,0,2,1,0,6,0,5,0,2,0,113,2
154,116,2,0,1,1,0,0,0,1,0,0,2,0,4,0,1,1,94,1
155,116,3,0,3,0,0,0,0,2,2,0,3,0,4,0,1,0,115,2
156,116,4,0,4,0,0,0,0,0,0,0,1,0,2,0,1,0,66,46
157,116,5,0,5,1,0,0,0,0,0,0,2,0,6,0,3,0,74,32
158,116,6,0,4,0,0,0,0,1,0,0,2,0,2,0,3,0,91,9
159,116,7,0,3,1,0,0,0,1,0,1,0,0,5,0,1,0,119,10
160,116,8,1,2,0,0,0,0,0,1,0,3,0,5,0,1,0,89,27
161,116,9,3,1,0,1,0,0,5,1,0,0,0,2,1,0,0,35,61
162,117,1,0,3,0,2,0,0,2,0,0,0,0,5,0,3,0,110,20
163,117,2,0,6,2,0,0,0,2,2,0,3,0,8,2,2,0,118,0
164,117,3,0,2,2,0,0,0,5,0,0,5,0,15,2,2,0,90,12
165,117,4,0,0,0,0,0,0,4,0,0,5,0,4,0,0,0,81,30
166,117,5,0,0,0,0,0,0,3,1,0,1,0,5,0,2,0,54,45
167,117,6,0,2,0,0,0,0,0,0,0,2,0,2,0,1,0,107,1
168,117,7,0,2,0,0,0,0,4,0,1,5,0,6,0,2,0,114,1
169,117,8,1,6,0,0,0,0,2,1,0,1,0,4,1,2,0,130,0
170,117,9,0,3,0,0,0,0,2,0,0,3,0,5,0,6,0,125,0
171,118,1,0,5,0,0,0,0,1,1,0,3,0,11,0,2,0,98,0
172,118,2,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,112,1
173,118,3,0,2,0,0,0,0,0,1,0,4,0,5,0,5,0,129,0
174,118,4,0,2,0,1,0,0,3,0,0,0,0,2,0,2,0,21,53
175,118,5,0,1,1,0,0,0,1,0,1,1,0,2,0,1,0,56,34
176,118,6,0,1,0,0,0,0,1,0,0,2,0,2,0,1,0,69,2
177,118,7,0,6,1,0,0,0,0,0,0,1,0,3,2,1,1,82,44
178,118,8,0,1,1,1,0,0,7,1,0,0,0,5,0,2,0,65,36
179,118,9,0,4,1,0,0,0,2,0,0,6,0,9,1,0,0,103,0
261,128,1,0,14,2,0,0,0,16,6,1,5,0,2,1,1,0,132,0
262,128,2,0,16,4,0,0,0,6,3,2,4,0,1,1,2,2,110,0
263,128,3,0,4,0,0,0,0,3,3,0,5,0,2,1,0,0,109,1
264,128,4,0,7,0,0,0,0,4,0,0,1,0,1,0,1,2,136,0
265,128,5,0,3,0,0,0,0,4,2,0,6,0,4,0,3,0,97,4
266,128,6,0,3,1,0,0,0,2,1,1,2,0,2,0,2,0,91,16
267,128,7,0,5,0,0,0,0,1,2,0,3,0,3,1,3,0,140,0
268,128,8,0,4,0,0,0,0,1,0,0,2,0,4,0,5,1,98,1
269,128,9,0,2,1,0,0,0,5,0,0,2,0,1,0,1,0,96,37
270,129,1,0,6,0,0,0,0,7,2,0,2,0,2,0,0,0,104,1
271,129,2,0,2,0,0,0,0,2,0,0,2,0,4,0,0,0,101,1
272,129,3,0,1,1,0,0,0,1,2,0,3,0,0,0,0,0,114,5
273,129,4,0,4,2,0,0,0,7,0,0,1,0,7,0,2,1,154,0
274,129,5,0,4,0,0,0,0,3,2,0,3,0,1,0,1,2,151,7
275,129,6,0,6,2,0,0,0,0,0,0,0,0,2,0,0,0,96,12
276,129,7,1,2,0,0,0,0,5,1,0,2,0,1,0,0,1,123,0
277,129,8,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,137,8
278,129,9,0,2,1,0,0,0,6,0,0,2,0,0,0,2,0,108,6
288,130,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,146,0
289,130,2,0,4,1,0,1,0,4,1,0,2,0,1,0,1,1,96,0
290,130,3,0,4,1,0,0,0,7,0,0,0,0,0,0,1,0,115,0
291,130,4,0,3,3,0,0,0,0,0,0,1,0,6,0,1,0,156,0
292,130,5,0,4,1,0,0,0,2,0,1,1,0,2,0,0,0,117,0
293,130,6,0,6,2,0,0,0,3,1,0,0,0,3,0,2,0,157,0
294,130,7,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,140,1
295,130,8,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,150,0
296,130,9,0,1,1,0,0,0,2,0,0,2,0,3,0,0,1,162,0
297,131,1,0,4,0,0,0,0,1,0,0,2,0,2,1,0,1,133,0
298,131,2,0,5,0,0,0,0,0,0,0,1,0,4,0,0,0,171,0
299,131,3,0,2,0,0,0,0,1,0,0,4,0,6,1,0,0,161,0
300,131,4,0,3,0,0,0,0,2,1,1,5,0,8,0,0,0,137,0
301,131,5,0,3,2,0,0,0,2,0,0,1,0,1,0,0,0,115,0
302,131,6,0,3,0,0,0,0,2,0,0,2,0,2,0,1,0,115,0
303,131,7,0,4,0,0,0,0,4,1,0,5,0,9,0,2,0,168,0
304,131,8,0,7,2,0,0,0,3,4,0,5,0,15,0,1,0,121,0
305,131,9,0,7,1,0,0,0,2,4,0,7,0,7,0,5,0,127,0
306,132,1,0,15,1,0,0,0,17,5,0,8,0,11,1,19,3,69,0
307,132,2,0,15,6,0,0,0,13,4,0,5,0,9,1,13,0,86,0
308,132,3,0,11,1,0,0,0,8,2,0,3,0,11,0,24,0,60,4
309,132,4,0,13,2,0,0,0,34,0,0,6,0,8,0,12,1,96,0
310,132,5,0,11,1,0,0,0,8,3,1,1,0,8,1,11,4,100,0
311,132,6,0,3,0,0,0,0,1,2,0,4,0,8,0,5,0,96,7
312,132,7,0,4,1,0,0,0,4,1,0,2,0,2,1,4,0,138,0
313,132,8,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,110,0
314,132,9,0,2,0,0,0,0,6,0,0,2,0,1,1,0,1,115,0
315,133,1,0,2,0,0,0,0,1,1,0,4,0,1,0,0,0,141,0
316,133,2,0,2,1,0,0,0,3,1,0,2,0,5,0,0,0,135,0
317,133,3,0,7,0,0,0,0,3,3,0,4,0,4,0,2,0,144,0
318,133,4,0,3,0,0,0,0,7,1,0,7,0,9,1,2,0,127,0
319,133,5,0,3,0,0,0,0,3,0,1,0,0,1,1,1,1,99,0
320,133,6,0,6,0,0,0,0,4,2,0,0,0,4,0,1,0,113,0
321,133,7,0,3,0,0,0,0,1,0,0,3,0,4,0,0,0,135,0
322,133,8,0,4,2,0,0,0,1,0,1,0,0,2,0,2,0,122,0
323,133,9,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,114,0
324,134,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,138,0
325,134,2,0,1,0,0,0,0,4,0,0,2,0,3,1,2,1,115,0
326,134,3,0,2,2,0,0,0,1,0,0,0,0,5,0,3,0,182,0
327,134,4,0,1,1,0,0,0,4,1,0,5,0,3,0,1,0,100,1
328,134,5,1,2,2,0,0,0,2,0,0,1,0,5,0,0,0,121,0
329,134,6,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,137,0
330,134,7,0,1,1,0,0,0,0,0,0,7,0,5,0,3,0,133,0
331,134,8,0,2,0,0,0,0,2,1,0,0,0,11,0,6,0,98,0
332,134,9,0,1,2,0,0,0,0,0,0,3,0,3,0,0,1,153,0
333,135,1,0,4,0,0,0,0,7,0,0,3,0,2,0,4,0,151,0
334,135,2,0,5,3,0,0,0,0,1,0,4,0,16,0,6,0,120,0
335,135,3,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,146,0
336,135,4,0,1,0,0,0,0,1,0,0,3,0,2,0,2,0,123,0
337,135,5,0,1,0,0,0,0,1,0,0,3,0,2,0,0,0,140,0
338,135,6,0,2,2,0,0,0,2,0,0,2,0,3,0,0,0,124,0
339,135,7,0,0,0,1,0,0,1,0,0,3,0,3,0,1,0,115,1
340,135,8,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,128,0
341,135,9,0,1,2,0,0,0,0,0,0,3,0,5,1,2,0,124,0
342,136,1,0,1,0,0,0,0,1,0,0,3,0,2,0,0,0,128,1
343,136,2,1,3,1,0,0,0,1,0,0,2,0,5,0,0,0,101,0
344,136,3,0,1,0,0,0,0,1,1,0,5,0,2,1,0,0,157,0
345,136,4,0,1,0,0,0,0,2,1,0,2,0,2,0,1,1,71,0
346,136,5,0,3,2,0,0,0,5,2,0,4,0,10,0,2,1,105,0
347,136,6,0,2,0,0,0,0,1,0,0,2,0,6,0,3,0,137,0
348,136,7,0,5,0,0,0,0,2,1,0,0,0,7,1,1,0,140,0
349,136,8,1,1,1,0,0,0,3,1,0,4,0,3,1,0,0,121,0
350,136,9,0,3,0,0,0,0,3,0,0,2,0,6,0,2,0,137,0
351,137,1,0,4,1,0,0,0,1,0,0,1,0,7,1,2,1,109,0
352,137,2,0,4,1,0,0,0,8,0,0,3,0,10,1,0,0,121,0
353,137,3,0,4,1,0,0,0,5,0,0,5,0,6,1,3,0,160,0
354,137,4,0,4,1,0,0,0,0,0,0,0,0,7,1,4,0,126,0
355,137,5,0,2,0,0,0,0,2,1,0,0,0,5,0,2,0,117,0
356,137,6,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,104,0
357,137,7,2,1,0,0,0,0,4,0,0,1,0,3,1,0,0,72,64
358,137,8,4,3,0,0,0,1,5,3,0,2,0,12,0,4,0,133,0
359,137,9,0,3,0,0,0,0,2,0,0,1,0,6,0,5,0,114,0
360,138,1,3,2,0,1,0,0,1,1,0,1,0,1,0,0,0,34,102
361,138,2,0,3,0,0,0,0,0,0,0,2,0,3,0,1,0,98,14
362,138,3,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,120,0
363,138,4,2,1,0,0,0,0,5,1,0,0,0,5,0,2,0,91,20
364,138,5,1,5,0,0,0,0,2,0,0,0,0,4,1,2,0,104,23
365,138,6,0,1,1,0,0,0,3,0,0,3,0,2,0,0,0,118,0
366,138,7,1,7,0,0,0,0,5,0,1,3,0,1,0,2,0,119,0
367,138,8,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,74,49
368,138,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,92,24
369,139,1,0,3,1,0,0,0,0,1,0,1,0,7,0,2,1,121,0
370,139,2,1,2,0,0,0,0,4,1,0,0,0,1,0,5,0,52,66
371,139,3,0,2,0,2,0,0,4,0,0,3,0,1,0,0,0,56,89
372,139,4,0,5,0,0,0,0,1,0,0,3,0,6,0,2,0,100,0
373,139,5,0,1,2,0,0,0,2,1,0,1,0,4,0,8,0,74,8
374,139,6,0,3,1,0,0,0,2,1,0,2,0,5,0,2,1,49,45
375,139,7,0,2,0,0,0,0,2,1,0,3,0,1,1,1,0,106,1
376,139,8,0,4,1,0,0,0,2,2,0,7,0,6,0,2,0,90,2
377,139,9,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,115,3
468,149,1,0,15,2,0,0,0,3,5,1,1,0,6,1,0,0,79,3
469,149,2,0,7,0,0,0,0,4,6,1,0,0,6,0,3,0,104,2
470,149,3,0,9,2,0,0,0,2,4,0,2,0,0,0,6,1,81,2
471,149,4,0,3,0,0,0,0,2,2,0,0,0,1,0,0,0,102,18
472,149,5,0,1,0,0,0,0,3,1,0,1,0,3,0,0,0,122,0
473,149,6,0,5,0,0,0,0,7,1,0,1,0,3,0,3,1,117,0
474,149,7,0,5,0,0,0,0,1,0,0,3,0,1,0,0,0,133,10
475,149,8,0,5,0,0,0,0,0,1,0,5,0,2,1,0,0,99,0
476,149,9,0,2,0,0,1,0,6,3,0,2,0,0,1,0,0,143,3
486,150,1,0,7,0,0,1,0,9,1,0,2,0,4,0,2,1,113,4
487,150,2,0,2,0,0,0,0,6,0,0,3,0,6,0,2,0,143,3
488,150,3,0,3,0,0,0,0,0,0,0,0,0,2,1,1,0,131,0
489,150,4,0,2,0,0,0,0,1,0,1,3,0,3,0,0,0,79,27
490,150,5,0,3,0,0,0,0,0,0,0,5,0,4,0,1,1,88,1
491,150,6,0,1,0,0,0,0,3,0,0,4,0,1,0,0,0,122,0
492,150,7,0,5,0,0,0,0,5,0,0,2,0,1,1,1,0,144,6
493,150,8,0,4,0,0,1,0,2,0,0,5,0,1,0,1,0,100,4
494,150,9,0,3,1,0,0,0,1,2,0,8,0,1,0,0,0,139,0
495,151,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,170,0
496,151,2,0,13,3,0,0,0,6,2,0,4,0,0,1,0,2,169,0
497,151,3,2,5,2,0,0,0,8,2,0,9,0,1,0,1,0,134,0
498,151,4,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,153,0
499,151,5,0,8,0,0,0,0,9,0,0,4,0,6,0,1,2,118,0
500,151,6,0,4,0,0,0,0,5,0,0,5,0,2,0,0,0,141,0
501,151,7,0,2,0,0,0,0,1,1,0,3,0,7,0,1,1,162,0
502,151,8,0,1,4,0,0,0,1,0,0,1,0,6,0,0,1,126,0
503,151,9,0,1,0,0,0,0,2,0,0,2,0,1,0,1,0,135,0
504,152,1,0,1,1,0,0,0,0,0,0,1,0,5,0,2,0,166,0
505,152,2,0,4,2,0,0,0,4,0,1,2,0,2,0,0,0,128,1
506,152,3,0,6,0,0,0,0,11,3,0,7,0,4,0,1,0,143,0
507,152,4,0,4,0,0,0,0,2,1,0,4,0,3,1,9,0,118,0
508,152,5,0,2,0,0,0,0,4,1,1,1,0,5,0,0,0,131,1
509,152,6,0,6,1,0,0,0,2,0,0,1,0,5,0,1,1,134,0
510,152,7,0,6,2,0,0,0,5,1,0,5,0,10,2,2,0,124,0
511,152,8,0,4,1,0,0,0,4,0,1,0,0,8,2,1,0,128,0
512,152,9,0,3,0,0,0,0,4,0,0,1,0,0,1,2,0,122,2
513,153,1,0,14,3,0,0,0,16,6,0,2,0,7,0,21,0,49,0
514,153,2,0,14,0,0,0,0,10,4,1,1,0,6,0,12,0,41,2
515,153,3,0,8,0,0,0,0,11,4,0,1,0,6,0,14,0,74,2
516,153,4,0,7,0,0,0,0,7,1,0,1,0,4,1,6,0,113,1
517,153,5,0,14,1,0,0,0,2,2,1,1,0,3,1,6,1,99,0
518,153,6,0,7,0,0,0,0,2,1,0,3,0,4,0,7,1,93,0
519,153,7,0,2,0,0,0,0,1,1,0,2,0,1,1,0,0,143,0
520,153,8,3,4,0,0,0,0,1,4,0,3,0,3,0,1,0,129,0
521,153,9,0,3,1,0,0,0,1,0,0,3,0,2,0,3,0,147,0
522,154,1,0,2,1,0,0,0,0,0,0,2,0,1,0,1,0,147,0
523,154,2,3,2,1,0,0,0,0,2,0,1,0,0,0,3,0,137,0
524,154,3,0,3,0,0,0,0,2,1,0,1,0,1,0,0,0,171,0
525,154,4,0,4,0,0,0,0,1,1,0,2,0,1,0,0,0,130,0
526,154,5,0,3,0,0,0,0,0,0,0,2,0,2,0,0,1,135,0
527,154,6,3,4,0,0,0,0,6,1,0,5,0,1,0,7,0,135,0
528,154,7,0,2,0,0,0,0,0,1,0,2,0,1,0,0,1,113,0
529,154,8,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,113,0
530,154,9,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,148,0
531,155,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,172,0
532,155,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,128,0
533,155,3,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,170,0
534,155,4,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,170,0
535,155,5,0,0,1,0,0,0,1,0,0,3,0,2,0,1,0,129,0
536,155,6,3,4,4,0,1,0,2,0,1,2,0,6,0,0,0,142,0
537,155,7,0,1,0,0,0,0,4,0,0,7,0,6,0,0,0,183,0
538,155,8,0,0,3,0,0,0,1,0,0,8,0,0,0,0,0,111,0
539,155,9,2,4,0,0,0,0,3,1,1,7,0,3,0,4,2,154,0
540,156,1,0,2,2,0,0,0,1,2,0,5,0,8,2,5,0,133,0
541,156,2,0,4,1,0,0,0,1,0,0,5,0,5,0,1,0,153,0
542,156,3,1,3,0,0,0,0,4,0,0,6,0,6,0,1,0,177,0
543,156,4,0,2,0,0,0,0,2,0,0,2,0,7,0,5,0,137,0
544,156,5,0,1,2,0,0,0,1,0,0,5,0,8,0,5,1,115,0
545,156,6,0,2,0,0,0,0,3,0,0,6,0,9,0,3,0,137,0
546,156,7,0,2,1,0,0,0,1,1,0,3,0,4,1,0,2,138,0
547,156,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,129,1
548,156,9,0,2,2,0,0,0,2,1,0,3,0,3,0,12,0,100,0
549,157,1,0,1,1,0,0,0,2,0,0,6,0,3,0,1,0,168,0
550,157,2,0,5,0,0,0,0,2,0,0,1,0,3,0,1,0,142,0
551,157,3,0,1,2,0,0,0,1,1,0,1,0,5,0,1,0,126,0
552,157,4,0,3,1,0,0,0,0,0,0,5,0,4,0,1,0,156,0
553,157,5,0,5,0,0,0,0,4,0,0,10,0,43,0,6,0,113,0
554,157,6,0,2,0,0,0,0,1,1,0,2,0,6,1,2,0,119,0
555,157,7,0,1,1,0,0,0,0,2,0,6,0,2,1,1,1,155,0
556,157,8,0,4,0,0,0,0,7,0,0,11,0,22,0,11,0,65,1
557,157,9,0,3,1,0,0,0,1,0,0,3,0,6,0,2,0,123,0
558,158,1,0,4,0,0,0,0,1,1,0,3,0,12,1,2,0,153,0
559,158,2,0,7,0,0,0,0,2,0,0,3,0,0,0,2,0,102,0
560,158,3,0,7,1,0,0,0,1,1,0,10,0,7,1,1,1,130,0
561,158,4,0,2,0,0,0,0,0,0,0,1,0,7,0,0,0,132,0
562,158,5,0,4,2,0,0,0,1,0,0,3,0,5,0,1,0,119,0
563,158,6,0,3,2,0,0,0,0,0,0,2,0,3,0,0,0,178,0
564,158,7,0,7,1,0,0,0,5,4,0,6,0,5,0,0,0,109,0
565,158,8,0,5,0,0,0,0,4,2,0,6,0,1,0,1,0,134,0
566,158,9,0,4,0,0,0,0,2,0,0,4,0,5,1,0,0,131,0
567,159,1,0,4,0,0,0,0,0,1,0,1,0,5,0,1,0,146,0
568,159,2,0,0,2,0,0,0,3,1,0,6,0,5,1,0,0,108,0
569,159,3,0,3,0,0,0,0,0,0,0,2,0,13,0,1,0,110,0
570,159,4,2,2,2,0,0,0,0,1,0,8,0,5,0,1,1,95,0
571,159,5,0,1,1,0,0,0,2,0,0,6,0,2,0,0,0,103,0
572,159,6,0,5,2,0,0,0,4,2,0,2,0,7,1,2,0,110,0
573,159,7,0,5,1,0,0,0,4,0,0,3,0,6,0,1,0,114,0
574,159,8,0,6,2,1,1,0,3,0,1,2,0,5,3,3,0,82,0
575,159,9,0,2,1,0,0,0,0,0,0,9,0,2,1,0,0,102,0
585,160,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,73,28
586,160,2,0,4,0,0,0,0,5,3,0,6,0,10,0,3,0,95,0
587,160,3,0,1,1,0,0,0,5,1,0,5,0,6,0,3,0,90,0
588,160,4,0,2,0,0,0,0,2,0,0,0,0,1,0,2,0,51,73
589,160,5,0,9,2,0,0,0,2,1,0,1,0,2,0,3,0,92,23
590,160,6,0,4,0,0,0,0,1,0,0,1,0,0,2,1,0,101,5
591,160,7,1,4,0,1,0,0,2,0,0,2,0,3,1,4,0,78,57
592,160,8,2,1,0,1,0,0,4,0,0,1,0,3,0,0,0,55,64
593,160,9,0,3,1,1,0,0,1,0,1,0,0,1,0,2,0,78,35
666,16,1,1,7,1,0,0,0,2,4,0,0,0,0,0,0,0,115,37
667,16,2,0,14,0,0,0,0,15,1,0,4,0,4,0,3,0,145,10
668,16,3,0,2,1,0,0,0,1,0,0,3,0,5,0,1,0,179,0
669,16,4,0,2,0,0,0,0,11,1,0,0,0,1,0,1,0,50,78
670,16,5,0,4,1,0,0,0,1,3,0,3,0,5,1,0,0,128,23
671,16,6,0,1,0,0,0,0,4,0,0,5,0,7,0,0,0,124,0
672,16,7,0,5,0,0,0,0,10,2,0,0,0,1,0,0,0,93,39
673,16,8,0,5,0,0,0,0,0,2,0,0,0,2,0,2,1,156,16
