,fov,spot_id,Antibody.secreting.B.cells,CD3+.alpha.beta.T.cells,Central.venous.LSECs,Cholangiocytes,Erthyroid.cells,Hep,Inflammatory.macrophages,Mature.B.cells,NK.like.cells,Non.inflammatory.macrophages,NotDet,Periportal.LSECs,Portal.endothelial.cells,Stellate.cells,gamma.delta.T.cells.1,tumor_1,tumor_2
1032,211,7,0,2,1,2,0,0,1,0,0,0,0,2,0,0,0,85,76
1033,211,8,0,3,0,0,0,0,3,1,0,0,0,6,0,0,0,81,17
1034,211,9,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,69,10
1035,212,1,0,2,0,5,1,0,4,1,2,0,0,1,1,0,0,25,66
1036,212,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,58,3
1037,212,3,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,65,0
1038,212,4,0,6,1,0,0,0,2,0,0,2,0,1,0,0,0,57,57
1039,212,5,0,8,3,0,0,0,2,1,0,2,0,4,1,0,0,130,0
1040,212,6,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,117,4
1041,212,7,0,8,0,4,0,0,2,1,0,0,0,0,0,1,0,54,63
1042,212,8,0,4,0,0,0,0,0,0,0,0,0,1,1,3,0,78,47
1043,212,9,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,95,22
1044,213,1,0,0,0,0,0,0,1,0,0,0,0,3,1,3,0,56,95
1045,213,2,0,2,0,0,0,0,1,1,0,2,0,1,0,1,0,101,79
1046,213,3,0,1,0,0,1,0,3,0,0,2,0,1,0,0,0,102,10
1047,213,4,4,7,0,2,0,0,3,4,0,1,0,3,0,8,0,84,30
1048,213,5,0,3,0,0,0,0,0,0,0,2,0,3,0,2,0,112,0
1049,213,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,84,0
1050,213,7,2,14,0,2,0,0,4,1,0,0,0,6,1,16,0,61,33
1051,213,8,0,0,0,0,0,0,4,1,0,1,0,8,0,3,1,79,19
1052,213,9,0,1,0,0,0,0,5,0,0,1,0,7,1,0,0,96,0
1053,214,1,1,13,0,2,0,0,9,8,3,1,0,9,0,16,0,52,18
1054,214,2,0,4,0,0,0,0,0,1,0,2,0,3,0,2,0,94,49
1055,214,3,0,2,1,0,0,0,1,0,0,2,0,1,0,0,0,131,25
1056,214,4,6,22,0,2,0,0,13,8,0,2,0,8,0,8,0,43,20
1057,214,5,0,10,0,1,0,0,2,2,0,0,0,4,0,3,1,85,21
1058,214,6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,31,90
1059,214,7,3,12,0,0,0,0,18,3,1,1,0,2,0,3,0,68,17
1060,214,8,0,3,1,2,0,0,6,0,0,0,0,3,0,3,0,31,62
1061,214,9,0,4,0,0,0,0,0,0,0,2,0,2,0,3,0,103,53
1062,215,1,0,11,1,0,0,0,7,2,0,4,0,3,1,7,0,113,20
1063,215,2,0,13,0,11,0,0,12,0,0,2,0,0,0,1,0,24,25
1064,215,3,3,9,0,0,0,0,7,4,1,4,0,4,1,4,0,91,2
1065,215,4,0,7,2,1,0,0,4,2,1,0,0,13,0,5,0,109,6
1066,215,5,0,15,0,3,0,0,7,1,3,0,0,3,0,5,0,28,22
1067,215,6,0,12,0,0,0,0,2,2,0,0,0,5,0,3,0,69,13
1068,215,7,0,19,0,4,0,0,5,3,0,1,0,1,0,3,0,57,26
1069,215,8,0,11,1,1,0,0,4,2,1,0,0,4,0,13,1,42,21
1070,215,9,0,21,0,1,0,0,4,3,1,1,0,5,0,9,0,47,37
1071,216,1,0,15,1,3,0,0,9,4,2,2,0,3,0,3,0,23,7
1072,216,2,0,23,0,12,1,0,6,7,1,1,0,4,1,10,0,22,45
1073,216,3,0,18,3,11,0,0,16,2,0,2,0,8,0,6,1,70,57
1074,216,4,0,9,0,5,0,0,8,1,1,0,0,5,1,12,0,43,11
1075,216,5,2,22,0,10,0,0,14,2,4,0,0,2,0,3,0,22,20
1076,216,6,0,44,3,10,0,0,14,2,4,0,0,1,2,2,0,9,7
1077,216,7,0,14,0,0,0,0,10,1,0,1,0,0,0,2,0,54,8
1078,216,8,0,13,0,13,0,0,7,3,0,1,0,1,1,1,1,20,2
1079,216,9,0,35,0,2,0,0,5,4,3,0,0,0,0,0,0,0,0
1197,230,1,3,13,0,2,0,0,24,3,1,0,0,2,0,2,0,35,43
1198,230,2,0,4,0,11,0,0,8,0,0,0,0,0,0,0,0,63,46
1199,230,3,0,1,0,1,0,0,2,0,0,1,0,3,0,0,0,74,79
1200,230,4,0,3,1,1,0,0,1,0,0,0,0,3,0,0,1,7,106
1201,230,5,0,12,0,5,0,0,12,0,0,0,0,0,0,0,0,12,70
1202,230,6,0,4,1,0,0,0,3,1,1,2,0,6,0,1,0,50,67
1203,230,7,0,3,0,0,0,0,3,2,0,1,0,2,0,1,0,84,21
1204,230,8,0,2,0,0,0,0,1,1,0,4,0,1,0,0,0,72,27
1205,230,9,1,3,0,0,0,0,2,0,0,3,0,5,0,0,0,80,5
1206,231,1,0,2,0,0,0,0,1,2,0,2,0,6,2,3,0,105,15
1207,231,2,2,6,0,0,0,0,4,1,0,4,0,3,0,0,0,80,6
1208,231,3,0,4,0,0,0,0,0,0,0,0,0,8,1,1,0,119,0
1209,231,4,0,1,1,0,0,0,0,1,0,2,0,4,0,0,0,123,0
1210,231,5,0,4,0,0,0,0,5,0,0,2,0,3,0,1,0,101,3
1211,231,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,36
1212,231,7,0,5,2,0,1,0,2,1,0,2,0,4,0,4,0,140,0
1213,231,8,1,3,0,0,0,0,2,2,0,0,0,4,0,1,0,92,0
1214,231,9,0,1,1,0,0,0,3,0,0,2,0,1,1,0,0,98,18
1215,232,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,170,0
1216,232,2,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,103,3
1217,232,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,121,7
1218,232,4,0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,129,0
1219,232,5,0,1,3,0,0,0,3,0,0,1,0,2,0,0,0,111,4
1220,232,6,0,2,1,0,0,0,1,1,0,4,0,3,0,0,0,86,4
1221,232,7,0,13,0,0,0,0,4,1,0,2,0,3,0,3,0,115,1
1222,232,8,0,7,1,0,0,0,1,1,0,3,0,3,0,1,0,122,6
1223,232,9,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,90,19
1224,234,1,0,11,0,3,0,0,5,2,2,1,0,0,0,0,0,27,34
1225,234,2,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,66,31
1226,234,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,58,63
1227,234,4,0,5,1,0,1,0,0,1,0,2,0,3,0,0,0,76,17
1228,234,5,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,97,2
1229,234,6,0,5,1,0,0,0,2,0,0,1,0,4,0,0,0,101,20
1230,234,7,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,102,5
1231,234,8,0,2,1,0,0,0,2,0,0,1,0,1,0,0,0,101,0
1232,234,9,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,128,0
1233,235,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,63,2
1234,235,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
1235,235,3,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,49,0
1236,235,4,0,5,2,0,0,0,1,0,0,0,0,1,0,1,0,90,10
1237,235,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,33,7
1238,235,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2
1239,235,7,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,130,13
1240,235,8,0,3,0,0,0,0,1,0,0,0,0,2,0,1,0,61,45
1241,235,9,0,1,1,0,0,0,1,0,0,1,0,3,0,0,0,107,21
1242,236,1,0,0,1,0,0,0,0,0,0,0,0,4,0,5,0,97,44
1243,236,2,0,3,0,0,0,0,3,0,0,0,0,4,0,2,0,123,12
1244,236,3,2,6,0,0,0,0,4,0,0,1,0,17,1,11,0,142,3
1245,236,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,130,0
1246,236,5,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,138,2
1247,236,6,0,2,1,0,0,0,2,1,0,0,0,3,0,2,0,124,4
1248,236,7,0,1,0,0,0,0,0,1,1,1,0,3,0,1,0,123,0
1249,236,8,0,3,0,0,0,0,0,0,0,3,0,3,1,0,1,118,0
1250,236,9,0,2,0,0,0,0,2,0,0,1,0,1,0,0,1,115,1
1251,237,1,0,2,2,0,0,0,1,0,0,1,0,5,0,0,0,143,0
1252,237,2,0,2,0,0,0,0,3,0,0,2,0,2,0,0,0,92,0
1253,237,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87,9
1254,237,4,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,178,8
1255,237,5,0,1,0,0,0,0,2,0,0,2,0,1,0,0,1,140,0
1256,237,6,0,4,2,0,0,0,2,0,0,3,0,5,1,1,0,134,0
1257,237,7,0,1,0,0,0,0,0,0,0,5,0,6,1,0,0,113,12
1258,237,8,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,112,0
1259,237,9,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,136,0
1260,238,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,145,2
1261,238,2,0,3,1,0,0,0,2,0,0,6,0,5,1,0,0,96,0
1262,238,3,0,1,3,0,0,0,0,1,0,1,0,1,0,0,0,144,0
1263,238,4,0,4,0,0,0,0,2,2,0,4,0,7,0,3,0,127,3
1264,238,5,0,3,0,0,0,0,0,0,0,2,0,6,0,1,0,109,0
1265,238,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,122,0
1266,238,7,0,4,0,0,0,0,0,1,0,0,0,1,0,5,0,101,22
1267,238,8,0,2,1,0,0,0,0,1,0,1,0,3,0,1,0,155,0
1268,238,9,0,2,0,0,0,0,2,0,0,5,0,4,0,1,0,124,0
1269,239,1,0,16,0,0,0,0,2,1,0,1,0,5,0,5,1,115,12
1270,239,2,0,12,1,0,0,0,5,2,1,5,0,2,0,2,0,87,0
1271,239,3,0,1,3,0,1,0,0,0,0,4,0,16,1,4,0,90,0
1272,239,4,0,8,0,15,0,0,9,0,2,1,0,2,0,2,0,28,67
1273,239,5,0,4,0,0,0,0,3,3,0,0,0,2,0,1,0,74,42
1274,239,6,0,0,0,0,0,0,3,0,0,4,0,8,0,1,0,92,0
1275,239,7,0,42,2,19,0,0,20,6,4,1,0,2,2,1,1,11,23
1276,239,8,0,7,0,1,0,0,7,0,0,0,0,3,0,1,0,55,41
1277,239,9,0,1,2,0,0,0,2,2,0,3,0,1,1,1,0,133,0
1287,240,1,0,17,0,13,0,0,12,6,2,0,0,2,0,6,3,26,15
1288,240,2,0,13,0,11,0,0,22,3,0,2,0,2,0,4,0,38,27
1289,240,3,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,129,8
1290,240,4,0,7,1,1,0,0,6,2,4,0,0,7,0,12,0,31,36
1291,240,5,0,6,1,0,0,0,3,1,0,1,0,1,0,1,0,73,21
1292,240,6,0,10,0,1,0,0,0,1,1,4,0,5,0,1,0,120,1
1293,240,7,0,16,1,9,0,0,10,2,1,0,0,2,0,3,0,17,61
1294,240,8,1,8,0,0,0,0,1,5,1,0,0,5,0,3,0,85,9
1295,240,9,0,4,0,1,0,0,2,1,0,3,0,0,0,3,0,135,1
1395,251,1,1,2,0,0,0,0,1,1,0,0,0,3,1,1,0,70,56
1396,251,2,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,114,22
1397,251,3,1,5,0,0,0,0,2,0,0,2,0,1,0,1,0,108,29
1398,251,4,0,9,0,0,0,0,6,1,0,4,0,7,0,3,0,91,57
1399,251,5,0,8,0,0,0,0,2,0,0,2,0,4,1,4,1,110,21
1400,251,6,0,1,1,0,0,0,2,1,0,1,0,9,0,1,0,159,11
1401,251,7,0,1,0,0,0,0,2,0,0,0,0,3,1,0,0,141,7
1402,251,8,0,4,1,0,0,0,1,1,0,1,0,0,0,0,0,114,12
1403,251,9,0,5,1,0,0,0,5,1,0,2,0,0,1,1,0,107,8
1404,252,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,146,3
1405,252,2,1,2,0,0,0,0,2,1,0,0,0,2,0,0,0,152,3
1406,252,3,0,7,1,0,0,0,2,0,0,2,0,4,0,1,0,116,6
1407,252,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,116,4
1408,252,5,0,2,0,0,0,0,3,1,0,1,0,1,0,1,0,129,0
1409,252,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,111,0
1410,252,7,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,124,10
1411,252,8,0,2,1,0,0,0,0,2,0,1,0,2,0,3,0,129,1
1412,252,9,0,5,0,0,0,0,5,2,0,2,0,6,1,0,0,121,1
1413,253,1,0,2,2,0,0,0,0,1,0,3,0,2,0,1,0,119,1
1414,253,2,0,4,1,0,0,0,0,0,0,1,0,2,1,0,0,115,3
1415,253,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,114,5
1416,253,4,0,3,0,0,0,0,2,0,0,3,0,4,0,0,0,107,1
1417,253,5,0,1,1,0,0,0,1,0,0,0,0,4,0,0,0,108,3
1418,253,6,0,1,0,0,0,0,1,0,0,0,0,6,0,1,0,105,0
1419,253,7,0,1,0,0,0,0,1,2,0,3,0,2,1,1,0,126,7
1420,253,8,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,59,2
1421,253,9,0,3,1,0,0,0,3,1,0,2,0,6,0,0,0,84,2
1422,254,1,0,2,0,0,0,0,3,1,0,2,0,0,0,0,0,65,31
1423,254,2,0,2,1,1,0,0,2,2,0,0,0,3,1,0,0,84,4
1424,254,3,0,4,0,0,0,0,5,1,0,1,0,0,0,0,0,70,14
1425,254,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,78,27
1426,254,5,1,7,0,0,0,0,0,1,0,0,0,4,0,3,0,115,8
1427,254,6,3,5,0,1,0,0,2,1,0,1,0,9,2,0,0,102,7
1428,254,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,58,47
1429,254,8,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,116,25
1430,254,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,110,25
1431,255,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,95,18
1432,255,2,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,128,53
1433,255,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,156,17
1434,255,4,0,2,0,0,0,0,0,2,1,1,0,2,0,0,0,94,20
1435,255,5,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,76,50
1436,255,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,85
1437,255,7,1,3,0,0,0,0,0,3,0,1,0,0,0,1,0,56,0
1438,255,8,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,101,1
1439,255,9,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,99,49
1440,256,1,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,45,0
1441,256,2,0,2,1,0,0,0,0,1,0,0,0,3,0,0,1,71,1
1442,256,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,6
1443,256,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,4
1444,256,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1445,256,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,103,1
1446,256,7,0,1,3,0,0,0,2,0,0,5,0,10,2,0,0,108,22
1447,256,8,0,6,0,0,0,0,4,0,0,2,0,5,0,0,0,151,6
1448,256,9,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,146,1
1449,257,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,107,27
1450,257,2,0,2,2,0,0,0,2,1,0,1,0,2,0,0,0,174,1
1451,257,3,0,5,0,0,0,0,3,1,0,2,0,7,2,2,0,141,2
1452,257,4,0,1,1,0,0,0,2,1,0,3,0,9,0,0,0,152,0
1453,257,5,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,154,0
1454,257,6,0,5,1,0,0,0,6,0,0,1,0,4,1,2,0,139,5
1455,257,7,0,2,1,0,0,0,1,0,0,0,0,8,0,3,0,146,0
1456,257,8,0,3,0,0,0,0,5,2,0,2,0,7,1,1,0,136,0
1457,257,9,1,20,0,0,0,0,25,6,0,8,0,4,0,0,0,130,0
1458,258,1,0,3,0,0,0,0,1,0,0,1,0,11,1,1,0,147,2
1459,258,2,0,0,0,0,0,0,3,0,0,2,0,2,0,2,0,148,0
1460,258,3,0,2,0,0,0,0,3,0,0,0,0,6,0,0,0,171,0
1461,258,4,0,3,0,0,0,0,6,2,0,2,0,1,0,0,0,131,0
1462,258,5,0,2,0,0,0,0,4,0,0,0,0,5,0,2,1,123,0
1463,258,6,0,4,0,0,0,0,2,0,0,1,0,2,1,3,0,140,1
1464,258,7,0,2,0,0,0,0,3,3,0,3,0,8,0,3,0,163,0
1465,258,8,1,3,0,0,0,0,2,2,0,1,0,1,0,0,0,92,0
1466,258,9,0,3,1,0,1,0,1,0,0,2,0,2,1,1,0,156,0
1467,259,1,2,4,0,0,0,0,1,1,0,1,0,8,0,0,0,122,0
1468,259,2,0,1,0,0,0,0,2,0,0,3,0,1,0,0,0,106,0
1469,259,3,0,8,0,0,2,0,3,2,0,2,0,6,0,0,0,127,0
1470,259,4,0,2,0,0,0,0,1,1,0,3,0,1,0,0,0,125,0
1471,259,5,0,1,0,0,0,0,2,1,0,0,0,3,0,1,0,117,0
1472,259,6,0,3,0,0,0,0,0,0,0,2,0,2,1,1,0,64,0
1473,259,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0
1474,259,8,0,3,1,0,0,0,5,0,0,5,0,7,1,3,0,132,0
1475,259,9,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,104,0
1485,260,1,0,3,0,0,0,0,1,0,0,3,0,10,0,1,0,157,0
1486,260,2,0,1,0,0,0,0,1,0,0,1,0,11,0,0,0,127,0
1487,260,3,0,3,1,0,0,0,4,0,1,2,0,8,0,0,0,181,0
1488,260,4,0,2,0,0,0,0,2,1,0,2,0,1,0,0,0,109,23
1489,260,5,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,139,0
1490,260,6,0,1,2,0,0,0,3,1,1,2,0,6,0,0,0,139,0
1491,260,7,0,0,0,0,0,0,2,1,0,1,0,3,0,0,0,102,20
1492,260,8,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,91,36
1493,260,9,0,3,0,0,0,0,1,1,0,2,0,2,0,2,0,139,0
1494,261,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,43,88
1495,261,2,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,116,20
1496,261,3,0,1,0,0,0,0,1,0,0,2,0,2,0,1,0,132,8
1497,261,4,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,150,0
1498,261,5,0,4,1,0,0,0,2,0,0,0,0,0,2,0,0,122,0
1499,261,6,0,3,1,0,0,0,3,2,0,1,0,2,0,1,1,141,2
1500,261,7,0,2,0,1,0,0,0,1,0,0,0,5,1,1,0,123,0
1501,261,8,0,4,0,0,0,0,2,0,0,0,0,1,1,2,0,116,26
1502,261,9,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,89,39
1584,270,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,97,52
1585,270,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,17
1586,270,3,3,3,1,0,0,0,3,0,0,0,0,8,0,1,0,131,13
1587,270,4,0,3,1,0,0,0,0,0,0,2,0,18,1,3,0,190,6
1588,270,5,0,2,1,0,0,0,2,2,0,1,0,5,0,1,0,130,53
1589,270,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,206,51
1590,270,7,0,1,0,1,0,0,4,0,0,0,0,2,0,0,0,128,41
1591,270,8,0,2,0,0,0,0,1,1,0,1,0,5,0,0,0,128,84
1592,270,9,0,1,0,3,0,0,3,0,0,0,0,1,0,0,0,87,112
1593,271,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,117,5
1594,271,2,0,5,0,0,0,0,1,1,0,0,0,1,0,0,0,114,21
1595,271,3,0,5,0,0,0,0,3,2,1,3,0,4,0,1,0,113,19
1596,271,4,0,4,3,0,0,0,0,0,0,1,0,3,0,0,0,102,0
1597,271,5,0,3,0,0,0,0,3,1,0,3,0,2,3,1,0,98,1
1598,271,6,0,2,0,0,0,0,2,0,0,5,0,1,0,1,0,126,0
1599,271,7,0,1,0,0,0,0,6,0,0,1,0,1,0,0,0,92,35
1600,271,8,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,93,32
1601,271,9,0,3,0,0,0,0,3,0,0,2,0,0,0,1,0,119,1
1602,272,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,51,49
1603,272,2,0,2,0,1,1,0,1,0,0,4,0,0,0,0,0,57,44
1604,272,3,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,95,18
1605,272,4,0,4,0,0,0,0,2,2,0,0,0,2,1,0,0,91,16
1606,272,5,2,2,0,0,0,0,0,1,0,0,0,4,0,0,1,125,1
1607,272,6,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,107,4
1608,272,7,0,2,1,0,0,0,2,0,0,2,0,2,0,4,0,119,0
1609,272,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,91,4
1610,272,9,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,86,6
1611,273,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,87,36
1612,273,2,0,0,0,0,0,0,1,0,1,3,0,2,1,0,0,115,2
1613,273,3,0,9,0,0,0,0,2,0,0,1,0,9,0,2,0,103,0
1614,273,4,1,1,0,1,0,0,2,0,0,0,0,2,0,2,0,49,72
1615,273,5,0,9,0,1,0,0,5,1,0,4,0,3,1,0,0,93,37
1616,273,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,118,7
1617,273,7,0,3,0,0,0,0,4,1,0,0,0,1,0,0,1,127,11
1618,273,8,0,3,0,0,0,0,1,0,0,1,0,4,1,2,0,107,41
1619,273,9,2,2,1,1,1,0,3,4,0,0,0,2,1,3,0,87,5
1620,274,1,0,4,0,0,0,0,3,1,0,3,0,0,2,1,0,135,2
1621,274,2,0,3,0,0,0,0,1,1,0,0,0,2,1,0,0,144,26
1622,274,3,0,3,2,0,0,0,1,1,0,3,0,13,1,2,0,136,8
1623,274,4,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,152,0
1624,274,5,0,4,1,0,0,0,1,1,0,4,0,6,0,2,0,149,4
1625,274,6,0,1,1,0,0,0,4,0,0,1,0,0,0,0,0,176,0
1626,274,7,0,3,2,0,0,0,0,1,0,1,0,2,1,0,0,165,0
1627,274,8,0,1,0,0,0,0,2,2,0,3,0,2,0,0,0,122,42
1628,274,9,0,2,0,0,0,0,0,1,1,2,0,4,0,0,0,193,6
1629,275,1,0,2,0,0,0,0,1,0,0,2,0,1,0,1,0,84,11
1630,275,2,1,1,0,0,0,0,4,2,0,4,0,4,0,2,0,112,7
1631,275,3,1,2,0,0,0,0,4,2,0,1,0,6,0,1,0,172,11
1632,275,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,71,3
1633,275,5,2,3,0,0,0,0,1,3,0,3,0,1,0,1,0,105,3
1634,275,6,0,7,1,0,0,0,7,4,0,1,0,7,0,2,0,115,0
1635,275,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,157,0
1636,275,8,0,2,0,0,0,0,3,2,0,0,0,4,0,0,0,83,2
1637,275,9,0,5,0,0,0,0,4,1,0,2,0,3,0,3,1,81,1
