,Unnamed: 0,fov,spot_id,cell_ID
163,163,1.0,20.0,164.0
164,164,1.0,20.0,165.0
165,165,1.0,20.0,166.0
166,166,1.0,20.0,167.0
167,167,1.0,16.0,168.0
168,168,1.0,8.0,169.0
169,169,1.0,20.0,170.0
170,170,1.0,8.0,171.0
171,171,1.0,12.0,172.0
172,172,1.0,12.0,173.0
173,173,1.0,16.0,174.0
174,174,1.0,16.0,175.0
175,175,1.0,16.0,176.0
176,176,1.0,8.0,177.0
177,177,1.0,16.0,178.0
178,178,1.0,12.0,179.0
179,179,1.0,12.0,180.0
180,180,1.0,12.0,181.0
181,181,1.0,20.0,182.0
182,182,1.0,8.0,183.0
183,183,1.0,12.0,184.0
184,184,1.0,12.0,185.0
185,185,1.0,20.0,186.0
186,186,1.0,20.0,187.0
187,187,1.0,8.0,188.0
188,188,1.0,20.0,189.0
189,189,1.0,12.0,190.0
190,190,1.0,12.0,191.0
191,191,1.0,12.0,192.0
192,192,1.0,16.0,193.0
193,193,1.0,20.0,194.0
194,194,1.0,8.0,195.0
195,195,1.0,12.0,196.0
196,196,1.0,16.0,197.0
197,197,1.0,20.0,198.0
198,198,1.0,16.0,199.0
199,199,1.0,8.0,200.0
200,200,1.0,12.0,201.0
201,201,1.0,12.0,202.0
202,202,1.0,16.0,203.0
203,203,1.0,16.0,204.0
204,204,1.0,20.0,205.0
205,205,1.0,12.0,206.0
206,206,1.0,20.0,207.0
207,207,1.0,20.0,208.0
208,208,1.0,16.0,209.0
209,209,1.0,16.0,210.0
210,210,1.0,8.0,211.0
211,211,1.0,20.0,212.0
212,212,1.0,12.0,213.0
213,213,1.0,12.0,214.0
214,214,1.0,16.0,215.0
215,215,1.0,20.0,216.0
216,216,1.0,20.0,217.0
217,217,1.0,8.0,218.0
218,218,1.0,16.0,219.0
219,219,1.0,16.0,220.0
220,220,1.0,20.0,221.0
221,221,1.0,8.0,222.0
222,222,1.0,8.0,223.0
223,223,1.0,12.0,224.0
224,224,1.0,12.0,225.0
225,225,1.0,20.0,226.0
226,226,1.0,20.0,227.0
227,227,1.0,8.0,228.0
228,228,1.0,8.0,229.0
229,229,1.0,16.0,230.0
230,230,1.0,16.0,231.0
231,231,1.0,20.0,232.0
232,232,1.0,12.0,233.0
233,233,1.0,12.0,234.0
234,234,1.0,16.0,235.0
235,235,1.0,20.0,236.0
236,236,1.0,20.0,237.0
237,237,1.0,16.0,238.0
238,238,1.0,12.0,239.0
239,239,1.0,16.0,240.0
240,240,1.0,16.0,241.0
241,241,1.0,16.0,242.0
242,242,1.0,20.0,243.0
243,243,1.0,12.0,244.0
244,244,1.0,20.0,245.0
245,245,1.0,20.0,246.0
246,246,1.0,16.0,247.0
247,247,1.0,20.0,248.0
248,248,1.0,12.0,249.0
249,249,1.0,8.0,250.0
250,250,1.0,12.0,251.0
251,251,1.0,12.0,252.0
252,252,1.0,8.0,253.0
253,253,1.0,8.0,254.0
254,254,1.0,12.0,255.0
255,255,1.0,16.0,256.0
256,256,1.0,8.0,257.0
257,257,1.0,12.0,258.0
258,258,1.0,12.0,259.0
259,259,1.0,12.0,260.0
260,260,1.0,20.0,261.0
261,261,1.0,20.0,262.0
262,262,1.0,12.0,263.0
263,263,1.0,16.0,264.0
264,264,1.0,12.0,265.0
265,265,1.0,12.0,266.0
266,266,1.0,20.0,267.0
267,267,1.0,20.0,268.0
268,268,1.0,16.0,269.0
269,269,1.0,8.0,270.0
270,270,1.0,16.0,271.0
271,271,1.0,8.0,272.0
272,272,1.0,16.0,273.0
273,273,1.0,20.0,274.0
274,274,1.0,20.0,275.0
275,275,1.0,20.0,276.0
276,276,1.0,20.0,277.0
277,277,1.0,8.0,278.0
278,278,1.0,16.0,279.0
279,279,1.0,8.0,280.0
280,280,1.0,20.0,281.0
281,281,1.0,16.0,282.0
282,282,1.0,20.0,283.0
283,283,1.0,12.0,284.0
284,284,1.0,12.0,285.0
285,285,1.0,20.0,286.0
286,286,1.0,20.0,287.0
287,287,1.0,12.0,288.0
288,288,1.0,12.0,289.0
289,289,1.0,16.0,290.0
290,290,1.0,8.0,291.0
291,291,1.0,8.0,292.0
292,292,1.0,8.0,293.0
293,293,1.0,16.0,294.0
294,294,1.0,16.0,295.0
295,295,1.0,8.0,296.0
296,296,1.0,8.0,297.0
297,297,1.0,8.0,298.0
298,298,1.0,8.0,299.0
299,299,1.0,16.0,300.0
300,300,1.0,12.0,301.0
301,301,1.0,16.0,302.0
302,302,1.0,20.0,303.0
303,303,1.0,8.0,304.0
304,304,1.0,8.0,305.0
305,305,1.0,8.0,306.0
306,306,1.0,12.0,307.0
307,307,1.0,12.0,308.0
308,308,1.0,20.0,309.0
309,309,1.0,20.0,310.0
310,310,1.0,20.0,311.0
311,311,1.0,16.0,312.0
312,312,1.0,20.0,313.0
313,313,1.0,8.0,314.0
314,314,1.0,12.0,315.0
315,315,1.0,12.0,316.0
316,316,1.0,16.0,317.0
317,317,1.0,16.0,318.0
318,318,1.0,12.0,319.0
319,319,1.0,8.0,320.0
320,320,1.0,20.0,321.0
321,321,1.0,12.0,322.0
322,322,1.0,16.0,323.0
323,323,1.0,20.0,324.0
324,324,1.0,12.0,325.0
325,325,1.0,12.0,326.0
326,326,1.0,16.0,327.0
327,327,1.0,16.0,328.0
328,328,1.0,8.0,329.0
329,329,1.0,16.0,330.0
330,330,1.0,16.0,331.0
331,331,1.0,16.0,332.0
332,332,1.0,20.0,333.0
333,333,1.0,16.0,334.0
334,334,1.0,20.0,335.0
335,335,1.0,8.0,336.0
336,336,1.0,12.0,337.0
337,337,1.0,20.0,338.0
338,338,1.0,20.0,339.0
339,339,1.0,12.0,340.0
340,340,1.0,16.0,341.0
341,341,1.0,20.0,342.0
342,342,1.0,12.0,343.0
343,343,1.0,20.0,344.0
344,344,1.0,8.0,345.0
345,345,1.0,8.0,346.0
346,346,1.0,8.0,347.0
347,347,1.0,12.0,348.0
348,348,1.0,12.0,349.0
349,349,1.0,12.0,350.0
350,350,1.0,20.0,351.0
351,351,1.0,8.0,352.0
352,352,1.0,8.0,353.0
353,353,1.0,20.0,354.0
354,354,1.0,16.0,355.0
355,355,1.0,20.0,356.0
356,356,1.0,8.0,357.0
357,357,1.0,12.0,358.0
358,358,1.0,16.0,359.0
359,359,1.0,16.0,360.0
360,360,1.0,16.0,361.0
361,361,1.0,16.0,362.0
362,362,1.0,20.0,363.0
363,363,1.0,8.0,364.0
364,364,1.0,8.0,365.0
365,365,1.0,8.0,366.0
366,366,1.0,20.0,367.0
367,367,1.0,12.0,368.0
368,368,1.0,20.0,369.0
369,369,1.0,20.0,370.0
370,370,1.0,12.0,371.0
371,371,1.0,12.0,372.0
372,372,1.0,12.0,373.0
373,373,1.0,12.0,374.0
374,374,1.0,16.0,375.0
375,375,1.0,16.0,376.0
376,376,1.0,12.0,377.0
377,377,1.0,12.0,378.0
378,378,1.0,8.0,379.0
379,379,1.0,12.0,380.0
380,380,1.0,8.0,381.0
381,381,1.0,16.0,382.0
382,382,1.0,20.0,383.0
383,383,1.0,20.0,384.0
384,384,1.0,8.0,385.0
385,385,1.0,8.0,386.0
386,386,1.0,8.0,387.0
387,387,1.0,12.0,388.0
388,388,1.0,12.0,389.0
389,389,1.0,20.0,390.0
390,390,1.0,12.0,391.0
391,391,1.0,16.0,392.0
392,392,1.0,16.0,393.0
393,393,1.0,20.0,394.0
394,394,1.0,20.0,395.0
395,395,1.0,20.0,396.0
396,396,1.0,8.0,397.0
397,397,1.0,16.0,398.0
398,398,1.0,8.0,399.0
399,399,1.0,8.0,400.0
400,400,1.0,12.0,401.0
401,401,1.0,8.0,402.0
402,402,1.0,8.0,403.0
403,403,1.0,8.0,404.0
404,404,1.0,8.0,405.0
405,405,1.0,20.0,406.0
406,406,1.0,20.0,407.0
407,407,1.0,20.0,408.0
408,408,1.0,20.0,409.0
409,409,1.0,8.0,410.0
410,410,1.0,12.0,411.0
411,411,1.0,16.0,412.0
412,412,1.0,20.0,413.0
413,413,1.0,8.0,414.0
414,414,1.0,20.0,415.0
415,415,1.0,16.0,416.0
416,416,1.0,12.0,417.0
417,417,1.0,16.0,418.0
418,418,1.0,20.0,419.0
419,419,1.0,4.0,420.0
420,420,1.0,8.0,421.0
421,421,1.0,8.0,422.0
422,422,1.0,12.0,423.0
423,423,1.0,20.0,424.0
424,424,1.0,20.0,425.0
425,425,1.0,8.0,426.0
426,426,1.0,8.0,427.0
427,427,1.0,8.0,428.0
428,428,1.0,20.0,429.0
429,429,1.0,16.0,430.0
430,430,1.0,16.0,431.0
431,431,1.0,12.0,432.0
432,432,1.0,12.0,433.0
433,433,1.0,20.0,434.0
434,434,1.0,8.0,435.0
435,435,1.0,16.0,436.0
436,436,1.0,20.0,437.0
437,437,1.0,8.0,438.0
438,438,1.0,8.0,439.0
439,439,1.0,8.0,440.0
440,440,1.0,12.0,441.0
441,441,1.0,20.0,442.0
442,442,1.0,8.0,443.0
443,443,1.0,12.0,444.0
444,444,1.0,16.0,445.0
445,445,1.0,16.0,446.0
446,446,1.0,16.0,447.0
447,447,1.0,20.0,448.0
448,448,1.0,8.0,449.0
449,449,1.0,12.0,450.0
450,450,1.0,20.0,451.0
451,451,1.0,8.0,452.0
452,452,1.0,8.0,453.0
453,453,1.0,12.0,454.0
454,454,1.0,20.0,455.0
455,455,1.0,8.0,456.0
456,456,1.0,12.0,457.0
457,457,1.0,16.0,458.0
458,458,1.0,20.0,459.0
459,459,1.0,20.0,460.0
460,460,1.0,12.0,461.0
461,461,1.0,20.0,462.0
462,462,1.0,8.0,463.0
463,463,1.0,12.0,464.0
464,464,1.0,8.0,465.0
465,465,1.0,20.0,466.0
466,466,1.0,12.0,467.0
467,467,1.0,8.0,468.0
468,468,1.0,8.0,469.0
469,469,1.0,12.0,470.0
470,470,1.0,16.0,471.0
471,471,1.0,20.0,472.0
472,472,1.0,20.0,473.0
473,473,1.0,20.0,474.0
474,474,1.0,12.0,475.0
475,475,1.0,12.0,476.0
476,476,1.0,16.0,477.0
477,477,1.0,16.0,478.0
478,478,1.0,16.0,479.0
479,479,1.0,20.0,480.0
480,480,1.0,8.0,481.0
481,481,1.0,12.0,482.0
482,482,1.0,12.0,483.0
483,483,1.0,16.0,484.0
484,484,1.0,20.0,485.0
485,485,1.0,12.0,486.0
486,486,1.0,20.0,487.0
487,487,1.0,8.0,488.0
488,488,1.0,12.0,489.0
489,489,1.0,20.0,490.0
490,490,1.0,8.0,491.0
491,491,1.0,20.0,492.0
492,492,1.0,20.0,493.0
493,493,1.0,12.0,494.0
494,494,1.0,16.0,495.0
495,495,1.0,20.0,496.0
496,496,1.0,20.0,497.0
497,497,1.0,8.0,498.0
498,498,1.0,8.0,499.0
499,499,1.0,20.0,500.0
500,500,1.0,8.0,501.0
501,501,1.0,8.0,502.0
502,502,1.0,16.0,503.0
503,503,1.0,16.0,504.0
504,504,1.0,8.0,505.0
505,505,1.0,8.0,506.0
506,506,1.0,12.0,507.0
507,507,1.0,12.0,508.0
508,508,1.0,20.0,509.0
509,509,1.0,8.0,510.0
510,510,1.0,12.0,511.0
511,511,1.0,12.0,512.0
512,512,1.0,16.0,513.0
513,513,1.0,8.0,514.0
514,514,1.0,16.0,515.0
515,515,1.0,8.0,516.0
516,516,1.0,12.0,517.0
517,517,1.0,16.0,518.0
518,518,1.0,20.0,519.0
519,519,1.0,8.0,520.0
520,520,1.0,8.0,521.0
521,521,1.0,12.0,522.0
522,522,1.0,20.0,523.0
523,523,1.0,4.0,524.0
524,524,1.0,8.0,525.0
525,525,1.0,20.0,526.0
526,526,1.0,8.0,527.0
527,527,1.0,16.0,528.0
528,528,1.0,8.0,529.0
529,529,1.0,16.0,530.0
530,530,1.0,8.0,531.0
531,531,1.0,12.0,532.0
532,532,1.0,20.0,533.0
533,533,1.0,16.0,534.0
534,534,1.0,20.0,535.0
535,535,1.0,20.0,536.0
536,536,1.0,8.0,537.0
537,537,1.0,20.0,538.0
538,538,1.0,20.0,539.0
539,539,1.0,8.0,540.0
540,540,1.0,8.0,541.0
541,541,1.0,8.0,542.0
542,542,1.0,16.0,543.0
543,543,1.0,16.0,544.0
544,544,1.0,12.0,545.0
545,545,1.0,12.0,546.0
546,546,1.0,20.0,547.0
547,547,1.0,20.0,548.0
548,548,1.0,8.0,549.0
549,549,1.0,12.0,550.0
550,550,1.0,16.0,551.0
551,551,1.0,20.0,552.0
552,552,1.0,20.0,553.0
553,553,1.0,20.0,554.0
554,554,1.0,12.0,555.0
555,555,1.0,8.0,556.0
556,556,1.0,12.0,557.0
557,557,1.0,8.0,558.0
558,558,1.0,12.0,559.0
559,559,1.0,20.0,560.0
560,560,1.0,12.0,561.0
561,561,1.0,20.0,562.0
562,562,1.0,20.0,563.0
563,563,1.0,16.0,564.0
564,564,1.0,20.0,565.0
565,565,1.0,16.0,566.0
566,566,1.0,20.0,567.0
567,567,1.0,16.0,568.0
568,568,1.0,8.0,569.0
569,569,1.0,8.0,570.0
570,570,1.0,20.0,571.0
571,571,1.0,8.0,572.0
572,572,1.0,8.0,573.0
573,573,1.0,8.0,574.0
574,574,1.0,12.0,575.0
575,575,1.0,20.0,576.0
576,576,1.0,12.0,577.0
577,577,1.0,20.0,578.0
578,578,1.0,20.0,579.0
579,579,1.0,8.0,580.0
580,580,1.0,12.0,581.0
581,581,1.0,8.0,582.0
582,582,1.0,8.0,583.0
583,583,1.0,12.0,584.0
584,584,1.0,16.0,585.0
585,585,1.0,16.0,586.0
586,586,1.0,16.0,587.0
587,587,1.0,20.0,588.0
588,588,1.0,8.0,589.0
589,589,1.0,12.0,590.0
590,590,1.0,20.0,591.0
591,591,1.0,8.0,592.0
592,592,1.0,8.0,593.0
593,593,1.0,12.0,594.0
594,594,1.0,16.0,595.0
595,595,1.0,20.0,596.0
596,596,1.0,12.0,597.0
597,597,1.0,12.0,598.0
598,598,1.0,16.0,599.0
599,599,1.0,8.0,600.0
600,600,1.0,20.0,601.0
601,601,1.0,8.0,602.0
602,602,1.0,12.0,603.0
603,603,1.0,12.0,604.0
604,604,1.0,20.0,605.0
605,605,1.0,20.0,606.0
606,606,1.0,12.0,607.0
607,607,1.0,20.0,608.0
608,608,1.0,4.0,609.0
609,609,1.0,8.0,610.0
610,610,1.0,12.0,611.0
611,611,1.0,16.0,612.0
612,612,1.0,16.0,613.0
613,613,1.0,20.0,614.0
614,614,1.0,8.0,615.0
615,615,1.0,16.0,616.0
616,616,1.0,8.0,617.0
617,617,1.0,8.0,618.0
618,618,1.0,8.0,619.0
619,619,1.0,20.0,620.0
620,620,1.0,4.0,621.0
621,621,1.0,12.0,622.0
622,622,1.0,20.0,623.0
623,623,1.0,20.0,624.0
624,624,1.0,20.0,625.0
625,625,1.0,8.0,626.0
626,626,1.0,12.0,627.0
627,627,1.0,12.0,628.0
628,628,1.0,20.0,629.0
629,629,1.0,8.0,630.0
630,630,1.0,8.0,631.0
631,631,1.0,4.0,632.0
632,632,1.0,8.0,633.0
633,633,1.0,16.0,634.0
634,634,1.0,16.0,635.0
635,635,1.0,20.0,636.0
636,636,1.0,8.0,637.0
637,637,1.0,16.0,638.0
638,638,1.0,20.0,639.0
639,639,1.0,8.0,640.0
640,640,1.0,12.0,641.0
641,641,1.0,16.0,642.0
642,642,1.0,16.0,643.0
643,643,1.0,8.0,644.0
644,644,1.0,8.0,645.0
645,645,1.0,8.0,646.0
646,646,1.0,8.0,647.0
647,647,1.0,8.0,648.0
648,648,1.0,12.0,649.0
649,649,1.0,20.0,650.0
650,650,1.0,16.0,651.0
651,651,1.0,4.0,652.0
652,652,1.0,20.0,653.0
653,653,1.0,8.0,654.0
654,654,1.0,8.0,655.0
655,655,1.0,12.0,656.0
656,656,1.0,16.0,657.0
657,657,1.0,4.0,658.0
658,658,1.0,8.0,659.0
659,659,1.0,8.0,660.0
660,660,1.0,8.0,661.0
661,661,1.0,20.0,662.0
662,662,1.0,8.0,663.0
663,663,1.0,12.0,664.0
664,664,1.0,20.0,665.0
665,665,1.0,8.0,666.0
666,666,1.0,8.0,667.0
667,667,1.0,8.0,668.0
668,668,1.0,8.0,669.0
669,669,1.0,12.0,670.0
670,670,1.0,12.0,671.0
671,671,1.0,4.0,672.0
672,672,1.0,8.0,673.0
673,673,1.0,12.0,674.0
674,674,1.0,20.0,675.0
675,675,1.0,8.0,676.0
676,676,1.0,8.0,677.0
677,677,1.0,12.0,678.0
678,678,1.0,16.0,679.0
679,679,1.0,20.0,680.0
680,680,1.0,20.0,681.0
681,681,1.0,16.0,682.0
682,682,1.0,8.0,683.0
683,683,1.0,20.0,684.0
684,684,1.0,12.0,685.0
685,685,1.0,16.0,686.0
686,686,1.0,20.0,687.0
687,687,1.0,8.0,688.0
688,688,1.0,12.0,689.0
689,689,1.0,16.0,690.0
690,690,1.0,16.0,691.0
691,691,1.0,20.0,692.0
692,692,1.0,20.0,693.0
693,693,1.0,12.0,694.0
694,694,1.0,20.0,695.0
695,695,1.0,4.0,696.0
696,696,1.0,4.0,697.0
697,697,1.0,12.0,698.0
698,698,1.0,16.0,699.0
699,699,1.0,12.0,700.0
700,700,1.0,20.0,701.0
701,701,1.0,4.0,702.0
702,702,1.0,8.0,703.0
703,703,1.0,8.0,704.0
704,704,1.0,8.0,705.0
705,705,1.0,16.0,706.0
706,706,1.0,4.0,707.0
707,707,1.0,8.0,708.0
708,708,1.0,12.0,709.0
709,709,1.0,8.0,710.0
710,710,1.0,12.0,711.0
711,711,1.0,16.0,712.0
712,712,1.0,12.0,713.0
713,713,1.0,4.0,714.0
714,714,1.0,8.0,715.0
715,715,1.0,8.0,716.0
716,716,1.0,12.0,717.0
717,717,1.0,16.0,718.0
718,718,1.0,16.0,719.0
719,719,1.0,8.0,720.0
720,720,1.0,16.0,721.0
721,721,1.0,8.0,722.0
722,722,1.0,20.0,723.0
723,723,1.0,8.0,724.0
724,724,1.0,16.0,725.0
725,725,1.0,20.0,726.0
726,726,1.0,20.0,727.0
727,727,1.0,8.0,728.0
728,728,1.0,16.0,729.0
729,729,1.0,20.0,730.0
730,730,1.0,8.0,731.0
731,731,1.0,8.0,732.0
732,732,1.0,12.0,733.0
733,733,1.0,16.0,734.0
734,734,1.0,16.0,735.0
735,735,1.0,20.0,736.0
736,736,1.0,20.0,737.0
737,737,1.0,20.0,738.0
738,738,1.0,4.0,739.0
739,739,1.0,12.0,740.0
740,740,1.0,16.0,741.0
741,741,1.0,20.0,742.0
742,742,1.0,20.0,743.0
743,743,1.0,8.0,744.0
744,744,1.0,12.0,745.0
745,745,1.0,8.0,746.0
746,746,1.0,8.0,747.0
747,747,1.0,12.0,748.0
748,748,1.0,4.0,749.0
749,749,1.0,8.0,750.0
750,750,1.0,8.0,751.0
751,751,1.0,8.0,752.0
752,752,1.0,12.0,753.0
753,753,1.0,16.0,754.0
754,754,1.0,20.0,755.0
755,755,1.0,16.0,756.0
756,756,1.0,12.0,757.0
757,757,1.0,20.0,758.0
758,758,1.0,20.0,759.0
759,759,1.0,4.0,760.0
760,760,1.0,12.0,761.0
761,761,1.0,16.0,762.0
762,762,1.0,12.0,763.0
763,763,1.0,12.0,764.0
764,764,1.0,8.0,765.0
765,765,1.0,8.0,766.0
766,766,1.0,16.0,767.0
767,767,1.0,20.0,768.0
768,768,1.0,4.0,769.0
769,769,1.0,20.0,770.0
770,770,1.0,12.0,771.0
771,771,1.0,8.0,772.0
772,772,1.0,12.0,773.0
773,773,1.0,12.0,774.0
774,774,1.0,16.0,775.0
775,775,1.0,8.0,776.0
776,776,1.0,20.0,777.0
777,777,1.0,4.0,778.0
778,778,1.0,8.0,779.0
779,779,1.0,8.0,780.0
780,780,1.0,20.0,781.0
781,781,1.0,4.0,782.0
782,782,1.0,8.0,783.0
783,783,1.0,20.0,784.0
784,784,1.0,12.0,785.0
785,785,1.0,20.0,786.0
786,786,1.0,12.0,787.0
787,787,1.0,16.0,788.0
788,788,1.0,20.0,789.0
789,789,1.0,16.0,790.0
790,790,1.0,16.0,791.0
791,791,1.0,20.0,792.0
792,792,1.0,8.0,793.0
793,793,1.0,12.0,794.0
794,794,1.0,4.0,795.0
795,795,1.0,4.0,796.0
796,796,1.0,8.0,797.0
797,797,1.0,20.0,798.0
798,798,1.0,20.0,799.0
799,799,1.0,8.0,800.0
800,800,1.0,8.0,801.0
801,801,1.0,12.0,802.0
802,802,1.0,12.0,803.0
803,803,1.0,16.0,804.0
804,804,1.0,20.0,805.0
805,805,1.0,16.0,806.0
806,806,1.0,16.0,807.0
807,807,1.0,20.0,808.0
808,808,1.0,20.0,809.0
809,809,1.0,16.0,810.0
810,810,1.0,20.0,811.0
811,811,1.0,20.0,812.0
812,812,1.0,4.0,813.0
813,813,1.0,4.0,814.0
814,814,1.0,12.0,815.0
815,815,1.0,16.0,816.0
816,816,1.0,16.0,817.0
817,817,1.0,20.0,818.0
818,818,1.0,8.0,819.0
819,819,1.0,12.0,820.0
820,820,1.0,20.0,821.0
821,821,1.0,4.0,822.0
822,822,1.0,12.0,823.0
823,823,1.0,4.0,824.0
824,824,1.0,4.0,825.0
825,825,1.0,8.0,826.0
826,826,1.0,12.0,827.0
827,827,1.0,8.0,828.0
828,828,1.0,20.0,829.0
829,829,1.0,8.0,830.0
830,830,1.0,12.0,831.0
831,831,1.0,8.0,832.0
832,832,1.0,12.0,833.0
833,833,1.0,12.0,834.0
834,834,1.0,16.0,835.0
835,835,1.0,16.0,836.0
836,836,1.0,4.0,837.0
837,837,1.0,8.0,838.0
838,838,1.0,8.0,839.0
839,839,1.0,12.0,840.0
840,840,1.0,20.0,841.0
841,841,1.0,8.0,842.0
842,842,1.0,12.0,843.0
843,843,1.0,8.0,844.0
844,844,1.0,8.0,845.0
845,845,1.0,8.0,846.0
846,846,1.0,12.0,847.0
847,847,1.0,20.0,848.0
848,848,1.0,20.0,849.0
849,849,1.0,8.0,850.0
850,850,1.0,12.0,851.0
851,851,1.0,12.0,852.0
852,852,1.0,20.0,853.0
853,853,1.0,4.0,854.0
854,854,1.0,8.0,855.0
855,855,1.0,8.0,856.0
856,856,1.0,8.0,857.0
857,857,1.0,12.0,858.0
858,858,1.0,12.0,859.0
859,859,1.0,12.0,860.0
860,860,1.0,12.0,861.0
861,861,1.0,20.0,862.0
862,862,1.0,8.0,863.0
863,863,1.0,12.0,864.0
864,864,1.0,12.0,865.0
865,865,1.0,20.0,866.0
866,866,1.0,8.0,867.0
867,867,1.0,20.0,868.0
868,868,1.0,4.0,869.0
869,869,1.0,8.0,870.0
870,870,1.0,12.0,871.0
871,871,1.0,16.0,872.0
