,fov,spot_id,tumor,fibroblast,macrophage,T CD4 memory,T CD8 memory,plasmablast,B-cell,mast,Treg,endothelial,pDC,T CD4 naive,neutrophil,T CD8 naive,NK,monocyte,epithelial,mDC
57,3.0,18.0,5.0,7.0,45.0,0.0,0.0,1.0,2.0,8.0,0.0,8.0,0.0,6.0,65.0,0.0,6.0,0.0,5.0,3.0
58,3.0,19.0,31.0,17.0,17.0,0.0,0.0,5.0,3.0,8.0,0.0,17.0,2.0,15.0,40.0,0.0,7.0,0.0,5.0,6.0
59,3.0,20.0,51.0,13.0,10.0,0.0,0.0,1.0,1.0,5.0,0.0,29.0,0.0,5.0,25.0,1.0,3.0,1.0,21.0,1.0
60,4.0,1.0,1.0,5.0,33.0,0.0,0.0,0.0,4.0,1.0,0.0,15.0,0.0,3.0,36.0,2.0,4.0,2.0,4.0,1.0
61,4.0,2.0,0.0,20.0,6.0,0.0,0.0,0.0,13.0,2.0,1.0,11.0,3.0,21.0,21.0,8.0,5.0,1.0,10.0,13.0
62,4.0,3.0,0.0,26.0,16.0,0.0,0.0,6.0,28.0,8.0,0.0,31.0,4.0,43.0,24.0,4.0,3.0,2.0,12.0,12.0
63,4.0,4.0,1.0,27.0,31.0,0.0,0.0,12.0,10.0,4.0,0.0,28.0,1.0,17.0,35.0,2.0,2.0,2.0,17.0,7.0
64,4.0,5.0,8.0,12.0,51.0,2.0,0.0,2.0,27.0,10.0,0.0,17.0,2.0,19.0,42.0,0.0,2.0,1.0,19.0,3.0
65,4.0,6.0,0.0,32.0,10.0,0.0,0.0,3.0,143.0,1.0,0.0,10.0,5.0,89.0,1.0,8.0,5.0,2.0,7.0,38.0
66,4.0,7.0,23.0,41.0,7.0,2.0,0.0,5.0,89.0,4.0,0.0,16.0,3.0,42.0,0.0,11.0,1.0,2.0,1.0,18.0
67,4.0,8.0,36.0,29.0,2.0,0.0,0.0,1.0,5.0,6.0,0.0,15.0,0.0,6.0,2.0,2.0,0.0,1.0,1.0,15.0
68,4.0,9.0,57.0,7.0,17.0,0.0,0.0,0.0,2.0,4.0,0.0,11.0,1.0,1.0,31.0,0.0,5.0,1.0,15.0,2.0
69,4.0,10.0,0.0,3.0,30.0,0.0,0.0,1.0,29.0,7.0,0.0,12.0,2.0,17.0,31.0,1.0,7.0,0.0,33.0,10.0
70,4.0,11.0,0.0,11.0,8.0,0.0,0.0,6.0,96.0,6.0,0.0,17.0,8.0,30.0,2.0,6.0,2.0,0.0,29.0,11.0
71,4.0,12.0,39.0,22.0,8.0,1.0,0.0,5.0,40.0,4.0,0.0,6.0,1.0,21.0,14.0,1.0,2.0,1.0,21.0,9.0
72,4.0,13.0,40.0,7.0,20.0,0.0,0.0,2.0,3.0,6.0,0.0,11.0,1.0,9.0,31.0,1.0,7.0,4.0,18.0,5.0
73,4.0,14.0,10.0,14.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,3.0,6.0,57.0,2.0,3.0,1.0,15.0,8.0
74,4.0,15.0,13.0,0.0,50.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,85.0,0.0,1.0,2.0,1.0,0.0
75,4.0,16.0,8.0,3.0,36.0,0.0,0.0,2.0,4.0,2.0,0.0,7.0,0.0,4.0,99.0,0.0,5.0,1.0,3.0,3.0
76,4.0,17.0,0.0,6.0,0.0,1.0,0.0,6.0,15.0,5.0,0.0,3.0,1.0,27.0,9.0,6.0,3.0,8.0,92.0,24.0
77,4.0,18.0,2.0,22.0,9.0,0.0,1.0,2.0,12.0,9.0,0.0,19.0,1.0,31.0,24.0,19.0,7.0,9.0,47.0,19.0
78,4.0,19.0,5.0,4.0,38.0,4.0,0.0,6.0,3.0,7.0,0.0,6.0,6.0,11.0,47.0,1.0,8.0,3.0,13.0,2.0
79,4.0,20.0,6.0,8.0,30.0,0.0,0.0,2.0,2.0,6.0,0.0,21.0,0.0,2.0,37.0,1.0,2.0,0.0,7.0,1.0
80,5.0,1.0,0.0,21.0,19.0,3.0,0.0,4.0,46.0,3.0,0.0,29.0,2.0,107.0,36.0,5.0,2.0,2.0,23.0,22.0
81,5.0,2.0,0.0,41.0,17.0,1.0,0.0,7.0,37.0,6.0,0.0,18.0,11.0,53.0,11.0,8.0,9.0,6.0,13.0,23.0
82,5.0,3.0,3.0,30.0,27.0,0.0,0.0,3.0,7.0,4.0,0.0,24.0,2.0,20.0,38.0,0.0,6.0,3.0,23.0,12.0
83,5.0,4.0,1.0,12.0,28.0,0.0,0.0,2.0,0.0,7.0,0.0,18.0,1.0,0.0,30.0,0.0,2.0,2.0,15.0,4.0
84,5.0,5.0,18.0,36.0,12.0,0.0,0.0,5.0,14.0,5.0,0.0,28.0,8.0,33.0,20.0,0.0,4.0,0.0,16.0,13.0
85,5.0,6.0,0.0,38.0,11.0,0.0,0.0,16.0,13.0,4.0,0.0,38.0,5.0,45.0,7.0,0.0,4.0,3.0,5.0,14.0
86,5.0,7.0,1.0,50.0,5.0,0.0,0.0,12.0,21.0,6.0,0.0,16.0,7.0,42.0,8.0,2.0,4.0,0.0,2.0,13.0
87,5.0,8.0,0.0,25.0,17.0,0.0,0.0,7.0,12.0,5.0,0.0,14.0,8.0,17.0,19.0,0.0,3.0,0.0,14.0,7.0
88,5.0,9.0,29.0,18.0,10.0,1.0,0.0,11.0,1.0,14.0,0.0,26.0,0.0,4.0,21.0,0.0,4.0,2.0,4.0,4.0
89,5.0,10.0,75.0,17.0,8.0,0.0,0.0,1.0,3.0,1.0,0.0,5.0,1.0,3.0,23.0,0.0,5.0,0.0,6.0,2.0
90,5.0,11.0,14.0,26.0,5.0,0.0,0.0,5.0,17.0,6.0,0.0,33.0,2.0,32.0,27.0,1.0,3.0,1.0,24.0,5.0
91,5.0,12.0,0.0,35.0,16.0,0.0,0.0,28.0,9.0,9.0,0.0,32.0,5.0,55.0,19.0,1.0,6.0,3.0,14.0,17.0
92,5.0,13.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
93,5.0,14.0,164.0,9.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
94,5.0,15.0,132.0,11.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,9.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0
95,5.0,16.0,95.0,30.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,10.0,0.0,2.0,8.0,1.0,1.0,0.0,0.0,6.0
96,5.0,17.0,146.0,12.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
97,5.0,18.0,125.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
98,5.0,19.0,118.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
99,5.0,20.0,138.0,21.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
100,6.0,1.0,23.0,0.0,10.0,0.0,0.0,34.0,30.0,1.0,1.0,6.0,4.0,30.0,5.0,6.0,1.0,0.0,19.0,3.0
101,6.0,2.0,3.0,8.0,11.0,1.0,0.0,56.0,37.0,14.0,4.0,25.0,23.0,96.0,10.0,13.0,2.0,2.0,6.0,2.0
102,6.0,3.0,1.0,16.0,8.0,0.0,0.0,61.0,43.0,18.0,0.0,23.0,22.0,61.0,9.0,4.0,2.0,2.0,8.0,6.0
103,6.0,4.0,29.0,7.0,2.0,1.0,0.0,64.0,35.0,9.0,0.0,15.0,23.0,34.0,0.0,5.0,4.0,0.0,23.0,6.0
104,6.0,5.0,2.0,11.0,8.0,0.0,0.0,25.0,5.0,8.0,0.0,40.0,6.0,23.0,14.0,6.0,4.0,1.0,16.0,3.0
105,6.0,6.0,0.0,16.0,9.0,1.0,0.0,28.0,84.0,5.0,0.0,13.0,12.0,107.0,4.0,6.0,4.0,2.0,27.0,4.0
106,6.0,7.0,0.0,14.0,4.0,1.0,1.0,10.0,111.0,10.0,0.0,28.0,2.0,120.0,2.0,5.0,5.0,1.0,7.0,2.0
107,6.0,8.0,0.0,17.0,4.0,0.0,0.0,25.0,65.0,6.0,0.0,37.0,10.0,130.0,2.0,11.0,5.0,3.0,23.0,11.0
108,6.0,9.0,0.0,9.0,8.0,0.0,0.0,19.0,25.0,12.0,0.0,42.0,2.0,48.0,7.0,2.0,5.0,1.0,16.0,6.0
109,6.0,10.0,0.0,18.0,5.0,0.0,0.0,18.0,46.0,4.0,0.0,45.0,3.0,121.0,0.0,2.0,7.0,2.0,22.0,4.0
110,6.0,11.0,0.0,13.0,7.0,0.0,0.0,21.0,60.0,2.0,0.0,36.0,17.0,96.0,2.0,3.0,3.0,4.0,12.0,4.0
111,6.0,12.0,0.0,28.0,3.0,0.0,0.0,41.0,16.0,7.0,0.0,27.0,10.0,47.0,13.0,6.0,5.0,0.0,1.0,1.0
112,6.0,13.0,0.0,20.0,7.0,1.0,0.0,22.0,24.0,7.0,0.0,49.0,9.0,37.0,15.0,5.0,5.0,2.0,19.0,7.0
113,6.0,14.0,0.0,13.0,16.0,0.0,0.0,31.0,16.0,11.0,0.0,40.0,12.0,53.0,4.0,7.0,1.0,0.0,15.0,2.0
114,6.0,15.0,0.0,28.0,3.0,1.0,0.0,31.0,97.0,6.0,0.0,36.0,6.0,57.0,0.0,2.0,2.0,2.0,24.0,9.0
115,6.0,16.0,0.0,17.0,3.0,1.0,0.0,14.0,135.0,5.0,0.0,38.0,7.0,93.0,4.0,6.0,3.0,0.0,30.0,13.0
116,6.0,17.0,0.0,36.0,8.0,1.0,1.0,32.0,6.0,9.0,3.0,60.0,11.0,29.0,2.0,4.0,3.0,3.0,17.0,9.0
117,6.0,18.0,2.0,39.0,8.0,4.0,0.0,18.0,26.0,14.0,0.0,17.0,10.0,46.0,3.0,7.0,0.0,0.0,45.0,8.0
118,6.0,19.0,0.0,22.0,2.0,0.0,0.0,25.0,170.0,8.0,0.0,11.0,12.0,73.0,3.0,8.0,0.0,0.0,16.0,11.0
119,6.0,20.0,8.0,44.0,2.0,2.0,0.0,24.0,152.0,4.0,0.0,9.0,11.0,38.0,1.0,5.0,0.0,2.0,1.0,12.0
120,7.0,1.0,0.0,24.0,10.0,2.0,1.0,37.0,39.0,17.0,1.0,11.0,11.0,58.0,1.0,12.0,3.0,4.0,15.0,12.0
121,7.0,2.0,0.0,34.0,11.0,1.0,0.0,38.0,100.0,6.0,2.0,14.0,28.0,62.0,1.0,18.0,2.0,0.0,0.0,13.0
122,7.0,3.0,91.0,67.0,0.0,1.0,0.0,23.0,9.0,4.0,0.0,9.0,11.0,7.0,1.0,1.0,0.0,1.0,1.0,9.0
123,7.0,4.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0
124,7.0,5.0,0.0,33.0,5.0,2.0,0.0,32.0,89.0,5.0,0.0,10.0,23.0,59.0,3.0,13.0,3.0,1.0,0.0,17.0
125,7.0,6.0,52.0,25.0,0.0,0.0,0.0,11.0,68.0,2.0,0.0,5.0,6.0,13.0,0.0,3.0,1.0,0.0,14.0,7.0
126,7.0,7.0,90.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
127,7.0,8.0,95.0,34.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0
128,7.0,9.0,19.0,45.0,2.0,0.0,0.0,20.0,1.0,11.0,0.0,20.0,7.0,2.0,9.0,2.0,1.0,0.0,0.0,2.0
129,7.0,10.0,146.0,15.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,21.0,1.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0
130,7.0,11.0,101.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,18.0,0.0,3.0,18.0,0.0,1.0,1.0,1.0,0.0
131,7.0,12.0,144.0,13.0,1.0,0.0,0.0,21.0,1.0,2.0,0.0,6.0,2.0,1.0,24.0,0.0,1.0,2.0,4.0,0.0
132,7.0,13.0,191.0,17.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,11.0,2.0,0.0,4.0,0.0,1.0,1.0,5.0,2.0
133,7.0,14.0,194.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
134,7.0,15.0,100.0,13.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,7.0,1.0,1.0,16.0,0.0,1.0,0.0,10.0,0.0
135,7.0,16.0,86.0,13.0,5.0,0.0,0.0,6.0,5.0,4.0,0.0,8.0,0.0,4.0,25.0,0.0,4.0,0.0,20.0,4.0
136,7.0,17.0,127.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,1.0,14.0,1.0,1.0,0.0,1.0,0.0
137,7.0,18.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
138,7.0,19.0,79.0,10.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,3.0,0.0,2.0,14.0,3.0,1.0,0.0,2.0,2.0
139,7.0,20.0,94.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0
140,8.0,1.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
141,8.0,2.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0
142,8.0,3.0,128.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0
143,8.0,4.0,160.0,21.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,11.0,0.0,2.0,15.0,0.0,2.0,0.0,11.0,3.0
144,8.0,5.0,172.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
145,8.0,6.0,90.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0
146,8.0,7.0,156.0,6.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,6.0,0.0,0.0,17.0,0.0,1.0,0.0,1.0,1.0
147,8.0,8.0,137.0,4.0,4.0,0.0,0.0,6.0,0.0,6.0,0.0,13.0,0.0,0.0,15.0,0.0,3.0,0.0,16.0,2.0
148,8.0,9.0,117.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
149,8.0,10.0,156.0,17.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0
150,8.0,11.0,109.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
151,8.0,12.0,67.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0
152,8.0,13.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
153,8.0,14.0,84.0,22.0,7.0,0.0,0.0,5.0,0.0,4.0,0.0,10.0,2.0,4.0,17.0,0.0,1.0,0.0,4.0,2.0
154,8.0,15.0,4.0,7.0,30.0,0.0,0.0,1.0,1.0,4.0,0.0,7.0,2.0,3.0,65.0,0.0,1.0,0.0,15.0,5.0
155,8.0,16.0,3.0,1.0,36.0,0.0,0.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,107.0,0.0,5.0,2.0,1.0,2.0
156,8.0,17.0,100.0,2.0,8.0,0.0,0.0,1.0,2.0,5.0,0.0,16.0,0.0,6.0,27.0,0.0,3.0,0.0,9.0,4.0
157,8.0,18.0,38.0,7.0,26.0,0.0,0.0,1.0,4.0,9.0,0.0,21.0,2.0,11.0,48.0,2.0,7.0,1.0,19.0,14.0
158,8.0,19.0,3.0,6.0,29.0,0.0,0.0,3.0,4.0,4.0,0.0,19.0,4.0,8.0,57.0,0.0,11.0,0.0,13.0,3.0
159,8.0,20.0,0.0,11.0,34.0,0.0,0.0,3.0,4.0,6.0,0.0,20.0,1.0,17.0,35.0,1.0,15.0,2.0,19.0,16.0
160,9.0,1.0,3.0,6.0,54.0,0.0,0.0,2.0,2.0,4.0,1.0,6.0,1.0,1.0,68.0,1.0,3.0,0.0,3.0,2.0
161,9.0,2.0,9.0,2.0,56.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,99.0,0.0,2.0,1.0,4.0,2.0
162,9.0,3.0,4.0,12.0,36.0,0.0,0.0,3.0,0.0,8.0,0.0,6.0,2.0,3.0,53.0,2.0,4.0,1.0,1.0,7.0
163,9.0,4.0,0.0,6.0,32.0,0.0,0.0,5.0,0.0,6.0,0.0,21.0,1.0,5.0,53.0,0.0,7.0,0.0,11.0,3.0
164,9.0,5.0,9.0,24.0,11.0,1.0,0.0,5.0,29.0,4.0,0.0,14.0,3.0,39.0,10.0,4.0,2.0,3.0,23.0,20.0
165,9.0,6.0,3.0,13.0,27.0,0.0,0.0,8.0,3.0,7.0,0.0,19.0,2.0,11.0,43.0,2.0,7.0,1.0,6.0,5.0
166,9.0,7.0,0.0,16.0,16.0,0.0,0.0,11.0,2.0,14.0,0.0,42.0,2.0,8.0,23.0,0.0,4.0,0.0,20.0,5.0
167,9.0,8.0,1.0,2.0,42.0,0.0,0.0,1.0,2.0,1.0,0.0,6.0,0.0,3.0,53.0,1.0,2.0,1.0,3.0,3.0
