,fov,spot_id,Antibody.secreting.B.cells,CD3+.alpha.beta.T.cells,Central.venous.LSECs,Cholangiocytes,Erthyroid.cells,Hep.1,Hep.3,Hep.4,Hep.5,Hep.6,Inflammatory.macrophages,Mature.B.cells,NK.like.cells,Non.inflammatory.macrophages,NotDet,Periportal.LSECs,Portal.endothelial.cells,Stellate.cells,gamma.delta.T.cells.1
214,121,8,0,5,1,0,2,1,9,61,55,2,1,2,0,6,0,0,0,6,0
215,121,9,0,2,2,0,0,2,9,72,40,2,3,2,2,8,0,0,0,4,0
216,122,1,0,2,2,5,0,0,10,49,47,2,2,2,0,3,0,0,0,20,3
217,122,2,0,4,3,1,1,1,6,65,50,2,2,2,1,3,0,0,0,5,2
218,122,3,0,9,1,3,1,0,7,51,43,5,0,1,0,3,0,0,0,4,2
219,122,4,0,3,0,0,0,1,14,45,45,1,0,2,2,4,0,0,0,2,1
220,122,5,0,9,2,0,0,7,6,46,33,2,2,1,0,2,0,0,0,2,0
221,122,6,0,8,3,0,0,8,23,38,29,3,3,3,1,2,0,0,0,2,1
222,122,7,0,5,1,0,2,6,6,57,43,4,2,1,0,6,0,0,0,2,2
223,122,8,0,2,2,0,1,21,10,50,28,2,3,0,2,2,0,0,0,8,0
224,122,9,0,1,0,0,1,25,7,46,17,3,2,1,1,2,0,0,0,4,3
225,123,1,0,4,2,0,0,12,7,38,33,3,1,1,2,1,0,0,1,3,0
226,123,2,0,14,3,0,0,40,5,26,6,0,0,2,1,0,0,0,2,11,0
227,123,3,0,3,2,0,0,20,11,50,22,6,1,1,2,4,0,0,0,4,0
228,123,4,1,2,3,0,0,30,10,33,19,1,2,2,0,1,0,0,1,6,2
229,123,5,0,7,3,0,0,38,15,26,11,1,3,1,1,2,0,0,1,7,3
230,123,6,0,7,3,0,3,10,10,45,35,3,3,0,1,3,0,0,0,2,0
231,123,7,0,6,6,0,1,10,6,54,40,4,4,1,1,6,0,0,0,4,1
232,123,8,0,2,4,0,0,5,13,61,35,4,1,1,0,4,0,0,0,4,0
233,123,9,1,3,2,0,2,0,6,67,52,4,2,1,1,9,0,0,0,2,1
234,124,1,0,2,1,0,3,4,5,64,41,3,0,1,0,6,0,0,0,1,3
235,124,2,0,4,0,1,0,0,10,52,42,1,1,0,0,6,0,1,0,9,0
236,124,3,0,2,1,0,1,0,6,64,63,3,1,0,1,4,0,0,0,2,1
237,124,4,0,5,0,0,0,1,6,54,52,6,5,0,2,7,0,0,0,4,1
238,124,5,1,12,1,12,1,0,13,54,29,0,3,0,1,1,0,10,0,21,0
239,124,6,0,6,1,0,0,0,5,71,47,1,0,0,1,8,0,0,0,8,1
240,124,7,0,6,0,3,2,1,7,78,45,0,2,0,0,3,0,6,0,7,0
241,124,8,2,6,0,7,1,1,10,67,33,5,6,2,0,2,0,15,1,17,0
242,124,9,0,8,1,8,0,2,12,50,37,1,2,1,1,1,0,11,1,25,1
243,125,1,0,2,2,0,1,0,11,49,42,1,0,3,0,6,0,0,0,7,2
244,125,2,0,3,2,0,0,2,9,49,49,4,4,1,2,7,0,0,0,5,1
245,125,3,0,7,0,11,0,1,5,65,61,2,2,3,0,4,0,0,0,9,1
246,125,4,0,0,6,0,0,28,5,50,36,1,0,1,2,1,0,0,1,5,0
247,125,5,0,7,2,0,0,3,5,50,43,1,1,1,0,7,0,0,0,4,2
248,125,6,0,3,3,0,0,6,5,58,55,0,0,0,0,5,0,0,0,2,0
249,125,7,0,1,6,0,2,32,5,53,29,1,1,2,0,8,0,0,0,6,0
250,125,8,0,10,3,0,2,30,13,29,7,1,1,1,0,5,0,0,1,1,0
251,125,9,1,10,5,0,1,37,11,27,11,2,4,2,1,0,0,0,1,5,1
252,126,1,0,2,2,0,0,2,5,29,21,0,0,0,0,2,0,0,0,1,0
253,126,2,0,1,1,0,0,16,1,6,0,0,0,0,1,1,0,0,0,1,0
254,126,3,0,1,0,0,0,9,12,1,2,0,0,1,0,0,0,0,0,0,1
255,126,4,0,2,0,0,0,0,1,2,0,0,0,3,1,1,0,0,0,0,0
256,126,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
257,126,6,0,1,0,1,0,4,2,4,1,0,1,0,2,0,0,0,0,0,0
258,126,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,126,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,126,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
261,127,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
262,127,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
263,127,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
264,127,4,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
265,127,5,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
266,127,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
267,127,7,0,7,0,0,0,2,3,17,13,0,1,1,1,0,0,0,0,0,3
268,127,8,0,8,0,0,0,0,3,21,5,0,3,0,1,0,0,0,1,1,0
269,127,9,0,4,0,0,0,0,1,8,2,0,0,2,1,0,0,0,0,1,1
270,128,1,0,2,3,0,0,1,15,78,27,2,0,0,1,3,0,0,0,6,2
271,128,2,0,2,0,1,1,5,9,59,43,1,0,2,3,7,0,0,0,6,1
272,128,3,0,7,0,0,1,1,4,40,37,0,0,4,2,1,0,0,0,1,0
273,128,4,0,4,2,0,0,7,12,50,30,3,1,1,2,8,0,0,0,4,1
274,128,5,0,2,4,0,0,18,6,37,28,0,1,0,1,4,0,0,0,5,0
275,128,6,0,6,5,0,0,12,4,42,24,1,3,0,2,5,0,0,0,2,1
276,128,7,0,7,4,0,0,21,11,49,16,3,1,0,1,4,0,0,0,4,1
277,128,8,1,6,0,0,0,15,18,32,14,0,5,2,2,3,0,1,1,6,1
278,128,9,0,5,0,0,1,4,7,50,29,3,2,1,0,5,0,1,0,4,1
279,129,1,0,5,5,0,0,22,13,28,30,1,5,1,1,5,0,0,0,10,0
280,129,2,0,7,2,0,0,20,20,32,26,4,0,3,2,3,0,0,0,7,1
281,129,3,0,9,4,0,0,7,9,52,43,2,1,0,0,2,0,0,0,5,3
282,129,4,0,9,1,0,1,36,23,22,9,3,4,0,2,4,0,0,3,7,3
283,129,5,2,7,1,0,0,35,17,13,3,2,2,3,5,6,0,1,5,10,0
284,129,6,0,10,3,0,0,26,15,33,26,3,4,0,0,5,0,0,1,4,2
285,129,7,0,8,3,0,3,7,11,57,28,6,3,1,1,7,0,0,0,5,0
286,129,8,0,6,4,0,0,17,24,26,22,2,2,1,1,4,0,0,2,7,0
287,129,9,0,4,2,0,1,22,17,45,37,6,4,1,1,5,0,0,0,7,2
288,12,1,2,4,2,0,0,4,8,39,52,2,0,1,1,4,0,0,0,6,4
289,12,2,0,4,3,0,0,0,6,45,43,1,9,1,4,3,0,0,0,6,3
290,12,3,0,5,1,0,0,3,7,55,55,1,0,0,0,4,0,1,0,4,2
291,12,4,0,3,3,0,1,3,8,36,57,3,2,2,3,3,0,0,0,4,3
292,12,5,0,5,1,0,2,5,8,45,62,1,2,0,2,6,0,0,0,3,2
293,12,6,0,9,1,0,0,1,5,53,68,3,1,0,0,4,0,0,0,4,2
294,12,7,0,4,1,0,0,1,11,79,48,1,0,0,0,6,0,0,0,9,1
295,12,8,0,5,4,6,1,0,7,50,63,2,5,0,2,7,0,2,0,8,1
296,12,9,0,5,1,0,0,7,13,56,44,4,5,0,0,6,0,0,0,3,5
297,130,1,0,4,3,0,2,2,9,55,38,5,0,0,2,3,0,0,0,2,2
298,130,2,0,1,4,0,0,3,7,47,52,3,1,1,2,5,0,0,0,5,0
299,130,3,0,5,2,7,0,4,8,62,50,7,5,1,1,3,0,0,0,12,1
300,130,4,11,26,0,8,0,0,13,39,14,1,13,5,1,3,0,30,1,30,0
301,130,5,5,11,1,4,0,0,20,48,31,3,5,1,2,2,0,8,0,17,0
302,130,6,0,5,2,2,3,2,5,53,50,14,0,0,2,6,0,2,0,6,3
303,130,7,0,4,1,4,0,3,7,59,38,5,1,0,1,5,0,2,0,10,1
304,130,8,6,7,0,13,0,1,12,63,37,2,4,2,2,2,0,18,0,21,0
305,130,9,0,5,2,0,1,5,3,60,48,6,0,2,1,6,0,0,0,2,4
306,131,1,0,5,1,0,0,5,7,57,37,2,0,0,1,6,0,0,0,4,4
307,131,2,0,4,0,2,0,0,7,61,54,4,6,0,1,5,0,0,0,4,0
308,131,3,0,6,4,0,1,9,8,42,50,3,2,0,2,6,0,0,0,4,5
