,fov,spot_id,Ascending.vasa.recta.endothelium,B-cell,Connecting.tubule,Descending.vasa.recta.endothelium,Distinct.proximal.tubule.1,Distinct.proximal.tubule.2,Epithelial.progenitor.cell,Fibroblast,Glomerular.endothelium,Indistinct.intercalated.cell,MNP.a.classical.monocyte.derived,MNP.b.non.classical.monocyte.derived,MNP.c.dendritic.cell,Myofibroblast,NK,Pelvic.epithelium,Peritubular.capillary.endothelium.1,Peritubular.capillary.endothelium.2,Podocyte,Principal.cell,Proliferating.Proximal.Tubule,Proximal.tubule,T CD4 memory,T CD4 naive,T CD8 memory,T CD8 naive,Thick.ascending.limb.of.Loop.of.Henle,Transitional.urothelium,Treg,Type.A.intercalated.cell,Type.B.intercalated.cell,mDC,macrophage,mast,monocyte,neutrophil,pDC,plasmablast
42,3.0,3.0,17.0,0.0,28.0,3.0,12.0,15.0,9.0,11.0,2.0,0.0,0.0,1.0,11.0,4.0,1.0,0.0,7.0,0.0,0.0,3.0,9.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,4.0
43,3.0,4.0,27.0,0.0,12.0,5.0,30.0,12.0,2.0,16.0,6.0,0.0,0.0,1.0,31.0,28.0,0.0,0.0,9.0,4.0,7.0,3.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0
44,3.0,5.0,4.0,0.0,10.0,0.0,12.0,22.0,21.0,10.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,5.0,1.0,10.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,3.0,6.0,14.0,1.0,11.0,9.0,19.0,30.0,6.0,8.0,2.0,0.0,0.0,2.0,13.0,11.0,0.0,0.0,7.0,1.0,4.0,0.0,8.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
46,3.0,7.0,14.0,0.0,11.0,1.0,5.0,23.0,9.0,9.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,0.0,4.0,2.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47,3.0,8.0,6.0,0.0,0.0,3.0,13.0,28.0,1.0,13.0,1.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,7.0,0.0,1.0,0.0,20.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,3.0,9.0,10.0,0.0,14.0,3.0,25.0,25.0,18.0,11.0,3.0,0.0,0.0,3.0,1.0,10.0,0.0,0.0,13.0,0.0,5.0,3.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,3.0,10.0,16.0,0.0,3.0,12.0,23.0,17.0,13.0,6.0,16.0,0.0,0.0,0.0,11.0,39.0,0.0,0.0,7.0,13.0,18.0,1.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
50,3.0,11.0,5.0,0.0,10.0,1.0,34.0,33.0,10.0,5.0,1.0,0.0,0.0,0.0,2.0,20.0,1.0,1.0,10.0,3.0,1.0,4.0,43.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,3.0,12.0,5.0,0.0,0.0,0.0,20.0,22.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,50.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,3.0,13.0,1.0,0.0,5.0,1.0,5.0,7.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,3.0,14.0,1.0,0.0,8.0,1.0,18.0,27.0,12.0,4.0,3.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,12.0,3.0,1.0,8.0,13.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
54,3.0,15.0,7.0,0.0,7.0,1.0,32.0,35.0,41.0,10.0,1.0,0.0,0.0,1.0,3.0,12.0,0.0,1.0,4.0,2.0,0.0,1.0,24.0,21.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,3.0,16.0,6.0,0.0,6.0,4.0,31.0,31.0,23.0,10.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,1.0,1.0,1.0,0.0,8.0,22.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,3.0,18.0,8.0,0.0,0.0,2.0,28.0,6.0,0.0,9.0,10.0,0.0,1.0,0.0,6.0,15.0,0.0,0.0,11.0,0.0,11.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
58,3.0,19.0,7.0,0.0,8.0,1.0,20.0,34.0,4.0,4.0,2.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,9.0,0.0,0.0,1.0,13.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59,3.0,20.0,4.0,0.0,13.0,1.0,25.0,23.0,7.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,5.0,2.0,0.0,3.0,19.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,4.0,1.0,23.0,0.0,0.0,5.0,14.0,6.0,7.0,11.0,26.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,24.0,2.0,30.0,1.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
61,4.0,2.0,3.0,0.0,2.0,0.0,3.0,3.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,4.0,5.0,7.0,0.0,8.0,1.0,25.0,19.0,17.0,9.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,2.0,1.0,2.0,24.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
65,4.0,6.0,21.0,0.0,8.0,0.0,36.0,15.0,18.0,7.0,2.0,0.0,1.0,1.0,6.0,8.0,0.0,0.0,9.0,1.0,7.0,7.0,4.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
66,4.0,7.0,6.0,0.0,0.0,0.0,9.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,4.0,9.0,11.0,0.0,7.0,0.0,48.0,20.0,56.0,7.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,5.0,22.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
69,4.0,10.0,10.0,0.0,11.0,0.0,28.0,23.0,20.0,2.0,2.0,0.0,0.0,0.0,2.0,10.0,1.0,0.0,4.0,4.0,4.0,11.0,25.0,22.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,4.0,11.0,20.0,0.0,11.0,10.0,20.0,21.0,5.0,3.0,17.0,0.0,0.0,2.0,10.0,27.0,0.0,0.0,23.0,1.0,12.0,0.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71,4.0,12.0,1.0,0.0,14.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,4.0,13.0,8.0,0.0,20.0,2.0,38.0,20.0,8.0,3.0,1.0,1.0,0.0,2.0,3.0,5.0,1.0,2.0,3.0,0.0,0.0,14.0,30.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73,4.0,14.0,12.0,0.0,0.0,1.0,35.0,28.0,2.0,5.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,4.0,1.0,3.0,0.0,41.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
74,4.0,15.0,35.0,0.0,0.0,7.0,14.0,19.0,2.0,3.0,20.0,0.0,1.0,2.0,13.0,41.0,0.0,0.0,18.0,3.0,21.0,1.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
75,4.0,16.0,23.0,0.0,40.0,2.0,12.0,17.0,4.0,8.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
76,4.0,17.0,8.0,0.0,7.0,1.0,46.0,19.0,25.0,6.0,3.0,1.0,1.0,1.0,9.0,5.0,0.0,1.0,2.0,1.0,1.0,11.0,37.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77,4.0,18.0,7.0,0.0,1.0,2.0,43.0,18.0,49.0,3.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0,3.0,0.0,1.0,1.0,30.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
78,4.0,19.0,10.0,0.0,12.0,3.0,38.0,18.0,18.0,8.0,7.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,6.0,2.0,7.0,7.0,29.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,4.0,20.0,33.0,0.0,4.0,11.0,36.0,13.0,11.0,15.0,12.0,0.0,1.0,1.0,13.0,44.0,0.0,1.0,10.0,0.0,15.0,1.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0
80,5.0,1.0,12.0,0.0,2.0,0.0,19.0,21.0,26.0,8.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,3.0,0.0,2.0,5.0,33.0,24.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
