,fov,spot_id,Antibody.secreting.B.cells,CD3+.alpha.beta.T.cells,Central.venous.LSECs,Cholangiocytes,Erthyroid.cells,Hep,Inflammatory.macrophages,Mature.B.cells,NK.like.cells,Non.inflammatory.macrophages,NotDet,Periportal.LSECs,Portal.endothelial.cells,Stellate.cells,gamma.delta.T.cells.1,tumor_1,tumor_2
185,119,6,0,4,0,0,0,0,1,0,0,0,0,2,0,2,0,49,68
186,119,7,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,82,34
187,119,8,0,5,0,3,0,0,3,0,0,1,0,3,0,0,0,14,79
188,119,9,0,2,1,0,0,0,4,0,0,1,0,10,0,3,0,86,28
189,11,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,113,0
190,11,2,0,3,0,0,0,0,2,0,0,4,0,6,0,2,0,79,0
191,11,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,64,0
192,11,4,1,4,1,0,0,0,0,1,0,2,0,5,0,2,0,106,0
193,11,5,0,1,1,0,0,0,2,1,0,5,0,4,0,2,0,73,0
194,11,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,85,0
195,11,7,0,2,0,0,0,0,1,0,0,1,0,2,0,1,0,108,0
196,11,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,83,0
197,11,9,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,94,0
198,120,1,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,82,50
199,120,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22,87
200,120,3,0,2,0,1,0,0,6,0,0,1,0,0,0,0,0,30,72
201,120,4,0,4,2,1,0,0,4,2,0,1,0,7,0,5,0,66,23
202,120,5,0,4,0,0,0,0,2,0,0,1,0,0,0,2,0,74,31
203,120,6,1,3,0,0,0,0,4,1,0,4,0,0,0,2,0,89,12
204,120,7,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,121,24
205,120,8,1,5,2,0,0,0,1,1,0,0,0,4,1,0,0,107,5
206,120,9,0,4,0,0,0,0,1,0,0,0,0,0,0,3,0,59,49
207,121,1,0,4,0,0,0,0,0,0,0,1,0,1,0,1,0,102,1
208,121,2,0,3,0,0,0,0,0,0,0,2,0,2,0,1,0,100,5
209,121,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38,82
210,121,4,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,117,16
211,121,5,0,0,1,0,0,0,2,0,0,0,0,1,0,2,0,91,30
212,121,6,0,7,1,0,0,0,3,1,0,0,0,0,1,0,0,79,33
213,121,7,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,132,31
214,121,8,0,2,0,0,0,0,4,1,0,0,0,1,1,0,0,98,20
215,121,9,0,3,1,0,0,0,3,0,0,0,0,1,0,2,0,49,62
216,122,1,0,3,0,0,0,0,2,0,1,0,0,3,0,0,0,160,5
217,122,2,0,2,0,0,0,0,1,1,0,3,0,3,0,0,0,107,13
218,122,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,100,57
219,122,4,0,3,1,0,0,0,0,0,0,2,0,0,0,1,0,128,2
220,122,5,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,83,23
221,122,6,0,3,1,0,0,0,2,0,1,2,0,5,0,0,0,92,18
222,122,7,0,4,0,0,0,0,2,0,0,5,0,7,0,0,0,108,0
223,122,8,0,4,0,1,0,0,1,0,0,1,0,4,0,1,0,85,4
224,122,9,0,9,0,2,0,0,7,1,0,1,0,0,0,2,0,69,40
225,123,1,0,6,1,0,1,0,9,1,0,6,0,5,0,2,1,124,0
226,123,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,117,0
227,123,3,0,2,0,1,0,0,5,2,0,0,0,1,0,3,0,63,40
228,123,4,0,2,0,0,0,0,2,1,0,2,0,5,1,1,0,85,44
229,123,5,0,1,0,1,0,0,4,2,0,2,0,0,0,0,0,88,26
230,123,6,0,6,0,0,0,0,2,0,0,1,0,0,0,0,0,62,51
231,123,7,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,40,98
232,123,8,1,4,1,0,0,0,2,1,0,1,0,0,0,1,0,36,103
233,123,9,0,2,0,0,0,0,2,1,0,1,0,1,0,1,0,88,17
234,125,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,141,28
235,125,2,0,2,0,0,0,0,1,0,0,0,0,4,0,3,0,185,1
236,125,3,0,0,0,0,0,0,4,0,1,0,0,4,0,2,1,150,1
237,125,4,1,5,0,1,0,0,1,2,0,0,0,0,0,2,0,110,13
238,125,5,0,1,0,0,0,0,1,0,0,0,0,4,0,3,0,133,13
239,125,6,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,103,8
240,125,7,0,3,2,0,0,0,5,1,0,0,0,2,0,2,1,125,21
241,125,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,128,4
242,125,9,0,1,0,0,0,0,4,0,0,3,0,4,0,2,0,132,0
243,126,1,0,5,0,0,0,0,5,0,0,1,0,1,0,1,0,135,7
244,126,2,0,1,0,0,0,0,3,0,0,0,0,2,0,3,0,132,12
245,126,3,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,113,12
246,126,4,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0,89,11
247,126,5,0,7,0,0,0,0,0,1,0,1,0,2,0,1,0,119,0
248,126,6,2,6,0,0,0,0,1,3,0,4,0,6,2,3,0,106,0
249,126,7,0,3,1,0,0,0,2,0,0,3,0,1,0,1,0,138,1
250,126,8,0,2,1,0,0,0,1,2,1,1,0,4,0,0,0,100,0
251,126,9,1,5,1,0,0,0,2,1,0,1,0,4,0,0,0,95,2
279,12,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,112,0
280,12,2,0,3,1,0,0,0,1,0,0,3,0,4,0,2,0,128,0
281,12,3,0,2,1,0,0,0,2,0,0,5,0,1,0,0,0,103,0
282,12,4,0,3,0,0,0,0,0,0,0,2,0,5,0,2,0,85,0
283,12,5,0,3,0,0,0,0,2,0,0,5,0,1,0,0,0,75,0
284,12,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,98,0
285,12,7,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,99,0
286,12,8,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,103,0
287,12,9,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,97,0
378,13,1,0,2,0,0,0,0,0,1,0,6,0,5,0,3,0,106,0
379,13,2,0,3,2,0,0,0,2,0,0,7,0,9,0,0,0,90,0
380,13,3,0,1,2,0,0,0,0,2,0,2,0,2,0,2,0,104,1
381,13,4,0,1,0,0,0,0,1,1,0,7,0,0,0,0,0,100,0
382,13,5,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,83,5
383,13,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,78,15
384,13,7,0,3,0,0,0,0,0,0,0,2,0,1,0,1,0,68,32
385,13,8,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,35,56
386,13,9,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,92,28
387,140,1,0,4,0,0,0,0,3,0,0,2,0,1,1,0,0,109,18
388,140,2,0,2,1,0,0,0,2,1,0,1,0,1,0,0,0,59,77
389,140,3,0,5,1,0,0,0,3,0,0,0,0,3,1,1,0,60,70
390,140,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,115
391,140,5,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,43,89
392,140,6,0,2,1,0,0,0,2,3,0,0,0,5,0,3,0,86,48
393,140,7,0,2,1,0,0,0,1,1,0,0,0,3,0,0,0,54,68
394,140,8,0,5,0,0,0,0,1,1,0,0,0,1,1,3,0,101,28
395,140,9,1,2,0,0,0,0,2,0,0,0,0,1,0,2,0,111,40
396,141,1,0,2,0,0,0,0,1,0,1,0,0,5,0,1,0,100,41
397,141,2,0,8,1,0,0,0,0,0,0,0,0,8,0,5,0,126,18
398,141,3,0,6,0,0,0,0,1,1,0,5,0,8,0,5,0,165,6
399,141,4,0,2,0,0,0,0,4,0,0,1,0,0,0,1,0,41,59
400,141,5,0,8,1,6,0,0,10,0,0,0,0,1,0,1,0,36,51
401,141,6,0,6,1,2,0,0,4,1,0,0,0,0,0,1,0,56,36
402,141,7,0,2,0,0,0,0,1,0,1,1,0,2,0,0,0,100,25
403,141,8,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,81,49
404,141,9,0,6,1,0,0,0,1,0,0,1,0,3,0,0,0,88,46
405,142,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,52
406,142,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
407,142,3,0,6,1,0,0,0,0,0,0,1,0,2,1,1,0,135,1
408,142,4,0,1,2,0,0,0,0,3,0,0,0,2,1,1,0,127,3
409,142,5,0,3,0,0,0,0,2,1,0,4,0,2,0,2,0,128,0
410,142,6,0,2,0,0,0,0,1,0,0,1,0,6,0,2,0,142,0
411,142,7,0,2,0,0,0,0,0,0,0,1,0,3,2,2,0,125,4
412,142,8,0,4,1,1,0,0,1,0,0,1,0,3,0,1,0,109,0
413,142,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,110,24
414,143,1,0,5,2,0,0,0,1,1,0,2,0,4,2,1,0,156,1
415,143,2,0,2,1,1,0,0,3,1,1,0,0,1,0,1,0,104,13
416,143,3,0,3,0,1,0,0,2,0,0,1,0,0,0,0,0,29,85
417,143,4,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,82,23
418,143,5,0,3,1,0,0,0,2,1,0,3,0,0,0,1,0,43,43
419,143,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,121,32
420,143,7,0,2,0,2,1,0,8,0,0,1,0,3,1,0,0,72,40
421,143,8,2,1,1,1,0,0,4,5,0,0,0,2,0,0,0,82,32
422,143,9,0,1,0,1,0,0,5,0,0,1,0,0,0,0,0,91,34
423,144,1,0,3,0,1,0,0,3,1,0,0,0,0,0,1,0,101,35
424,144,2,1,7,0,0,0,0,1,1,0,2,0,1,0,0,0,125,15
425,144,3,0,1,2,0,1,0,3,0,0,1,0,1,1,0,0,118,8
426,144,4,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,127,10
427,144,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,106,6
428,144,6,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,136,7
429,144,7,0,1,0,0,0,0,4,0,0,3,0,2,0,2,0,122,14
430,144,8,0,3,2,0,0,0,2,2,1,1,0,4,0,4,2,129,0
431,144,9,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,120,3
432,145,1,0,2,0,0,0,0,1,1,0,0,0,6,1,0,0,99,40
433,145,2,0,6,0,0,0,0,3,0,0,0,0,3,0,3,0,91,33
434,145,3,0,8,0,0,0,0,4,0,0,0,0,1,0,5,0,99,0
435,145,4,0,6,0,0,0,0,3,0,1,2,0,7,0,1,0,112,1
436,145,5,0,3,0,0,0,0,6,1,0,1,0,3,0,2,0,86,23
437,145,6,2,5,0,0,1,0,3,5,0,2,0,4,0,1,0,103,1
438,145,7,0,3,0,0,0,0,2,2,0,2,0,4,0,1,0,147,2
439,145,8,0,6,0,0,0,0,1,1,0,2,0,2,0,4,0,134,0
440,145,9,0,6,7,0,0,0,5,0,1,1,0,7,0,3,0,138,1
441,146,1,0,0,0,0,0,0,5,0,0,0,0,3,0,2,1,163,0
442,146,2,0,2,0,0,0,0,4,1,0,3,0,9,0,4,1,112,0
443,146,3,0,2,1,0,0,0,2,1,0,0,0,3,0,2,0,143,1
444,146,4,0,1,0,0,0,0,2,1,0,0,0,1,1,1,0,105,15
445,146,5,2,5,0,0,0,0,6,2,0,2,0,7,0,1,0,88,21
446,146,6,0,3,0,1,0,0,2,1,0,2,0,5,0,2,0,112,5
447,146,7,0,8,0,0,2,0,2,1,0,1,0,7,0,1,0,113,3
448,146,8,0,1,1,0,0,0,2,0,0,0,0,1,0,3,0,69,58
449,146,9,0,5,0,0,0,0,4,1,0,0,0,5,0,6,2,33,73
450,147,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,98,24
451,147,2,0,3,0,0,0,0,0,0,0,1,0,3,0,2,1,95,12
452,147,3,0,1,0,0,0,0,2,0,0,0,0,1,1,2,1,168,9
453,147,4,0,2,0,0,0,0,2,0,0,2,0,4,0,1,1,114,0
454,147,5,0,1,2,0,0,0,1,0,0,0,0,1,0,1,0,99,1
455,147,6,0,3,1,0,0,0,3,0,0,1,0,4,0,0,0,109,1
456,147,7,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,129,1
457,147,8,0,3,0,0,0,0,1,1,0,0,0,0,0,1,2,87,12
458,147,9,2,3,0,0,0,0,1,1,0,1,0,3,0,2,0,59,32
459,148,1,0,7,0,0,0,0,5,0,0,3,0,4,0,2,0,143,0
460,148,2,0,6,0,1,0,0,5,0,0,4,0,7,0,2,0,130,6
461,148,3,0,1,0,1,0,0,2,1,0,0,0,2,1,2,0,108,18
462,148,4,0,5,0,1,0,0,3,0,0,0,0,1,0,2,0,104,3
463,148,5,0,4,0,1,0,0,8,0,0,1,0,0,0,1,0,16,29
464,148,6,0,2,1,0,0,0,5,2,0,0,0,1,0,2,0,65,70
465,148,7,0,7,0,0,0,0,3,0,1,1,0,0,0,2,0,49,4
466,148,8,4,6,0,0,0,0,4,0,0,0,0,0,0,1,0,59,7
467,148,9,0,3,1,0,0,0,2,1,0,0,0,2,0,0,0,109,9
477,14,1,0,3,1,2,0,0,4,1,1,0,0,2,0,2,0,41,50
478,14,2,0,1,0,0,0,0,4,1,0,0,0,2,0,0,0,59,42
479,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,31
480,14,4,0,0,1,0,0,0,3,3,0,2,0,1,0,3,0,116,15
481,14,5,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,105,0
482,14,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,106,15
483,14,7,0,10,0,3,0,0,2,1,1,0,0,0,2,0,0,38,8
484,14,8,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,93,0
485,14,9,0,0,0,0,0,0,2,1,0,4,0,4,0,3,0,114,2
594,161,1,0,3,0,0,0,0,5,0,0,0,0,1,0,3,0,26,105
595,161,2,0,10,2,5,0,0,3,0,0,1,0,3,1,1,0,30,69
596,161,3,0,5,1,7,0,0,9,0,0,1,0,0,0,0,0,24,115
597,161,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,17,125
598,161,5,0,7,2,12,0,0,12,1,0,0,0,7,0,2,0,33,73
599,161,6,0,12,2,5,0,0,12,2,2,1,0,1,0,1,0,55,53
600,161,7,0,3,0,4,0,0,3,1,0,0,0,3,1,4,0,45,53
601,161,8,0,9,0,3,0,0,4,0,1,0,0,0,0,0,0,39,73
602,161,9,0,55,2,5,0,0,22,4,2,0,0,0,0,0,0,25,36
603,162,1,0,4,0,0,0,0,2,2,0,0,0,3,0,3,0,133,13
604,162,2,0,7,2,1,0,0,2,3,0,1,0,7,0,2,0,93,42
605,162,3,0,4,0,4,0,0,4,1,1,1,0,2,1,6,0,26,82
606,162,4,0,11,0,1,0,0,3,1,0,1,0,0,0,1,0,62,16
607,162,5,0,7,0,3,0,0,5,1,1,4,0,5,0,2,0,58,23
608,162,6,0,6,0,0,0,0,1,0,0,1,0,1,0,1,0,51,20
609,162,7,0,7,1,3,0,0,3,2,0,2,0,1,1,1,0,49,62
610,162,8,0,17,0,3,0,0,3,1,1,0,0,0,0,5,0,29,5
611,162,9,0,22,0,2,0,0,3,2,1,1,0,2,0,1,0,20,3
612,164,1,0,1,0,0,0,0,4,0,0,0,0,3,0,0,0,97,30
613,164,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,82,40
614,164,3,0,9,0,5,0,0,7,3,0,1,0,2,0,2,0,66,41
615,164,4,0,2,0,0,0,0,2,0,0,1,0,5,0,3,0,131,0
616,164,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,101,22
617,164,6,3,2,0,1,0,0,1,0,0,0,0,1,0,2,0,124,17
618,164,7,0,3,0,0,0,0,2,1,0,0,0,3,0,2,0,76,36
619,164,8,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,133,7
620,164,9,0,4,1,1,0,0,0,2,0,1,0,6,0,5,0,156,2
621,165,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,85,24
622,165,2,0,3,1,0,1,0,2,2,0,2,0,8,1,2,0,167,0
623,165,3,0,1,0,0,0,0,2,1,0,0,0,2,0,1,0,182,6
624,165,4,0,0,1,0,0,0,1,0,0,1,0,2,0,1,0,146,2
625,165,5,0,1,0,0,0,0,1,1,0,2,0,1,0,1,0,94,8
626,165,6,1,2,0,0,0,0,2,2,0,1,0,3,0,1,0,134,1
627,165,7,0,1,0,0,0,0,1,0,0,1,0,2,0,2,0,138,1
628,165,8,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,127,3
629,165,9,0,5,2,0,0,0,5,0,0,0,0,5,0,2,0,128,0
630,166,1,0,0,0,0,0,0,1,0,0,0,0,9,1,2,0,176,1
631,166,2,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,162,0
632,166,3,0,1,0,0,0,0,1,0,0,2,0,4,0,0,0,136,0
633,166,4,0,3,0,0,0,0,1,0,0,2,0,1,0,1,1,128,2
634,166,5,0,3,0,0,0,0,1,1,0,1,0,3,0,1,0,151,0
635,166,6,0,2,0,0,0,0,1,0,0,0,0,5,0,2,0,141,0
636,166,7,0,1,2,1,0,0,1,0,0,1,0,5,0,3,0,150,10
637,166,8,0,0,2,0,0,0,0,0,0,0,0,4,0,1,1,116,36
638,166,9,0,1,2,0,0,0,2,1,0,0,0,7,0,2,0,140,1
639,167,1,0,0,0,0,0,0,3,1,0,2,0,3,0,2,1,136,11
640,167,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,28,106
641,167,3,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,168,1
642,167,4,0,5,2,0,0,0,3,1,0,0,0,1,0,1,0,127,22
643,167,5,0,0,0,0,0,0,2,1,0,0,0,5,0,3,0,94,22
644,167,6,0,3,0,0,0,0,2,1,0,1,0,2,0,1,0,85,45
645,167,7,0,1,1,0,0,0,1,0,0,1,0,2,0,1,2,112,22
646,167,8,0,0,0,0,0,0,0,0,0,4,0,3,0,2,0,108,0
647,167,9,0,2,0,0,0,0,2,3,1,2,0,3,1,1,0,96,0
648,168,1,0,2,0,0,0,0,3,1,0,0,0,1,0,2,1,119,4
649,168,2,0,0,0,0,0,0,1,0,0,3,0,5,0,2,0,141,2
650,168,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,133,0
651,168,4,0,1,1,0,0,0,2,0,0,0,0,3,0,2,0,111,0
652,168,5,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,110,2
653,168,6,0,2,1,0,0,0,1,1,0,0,0,6,1,1,0,95,8
654,168,7,1,2,0,0,0,0,0,2,0,0,0,1,0,2,0,100,11
655,168,8,3,3,0,0,0,0,4,0,0,0,0,6,0,3,0,70,39
656,168,9,0,4,0,0,0,0,2,1,0,2,0,4,0,2,0,82,59
657,169,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,140,15
658,169,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,8
659,169,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,96,44
660,169,4,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,59,69
661,169,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,140,5
662,169,6,0,4,0,0,0,0,2,2,0,0,0,3,0,0,0,78,0
663,169,7,0,9,0,0,0,0,2,2,0,2,0,8,0,7,0,79,14
664,169,8,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,68,6
665,169,9,0,1,0,0,0,0,3,0,0,1,0,1,0,2,0,124,4
675,170,1,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,117,0
676,170,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,109,6
677,170,3,0,4,0,0,0,0,1,1,1,1,0,5,0,2,0,120,3
678,170,4,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,95,0
679,170,5,0,2,0,0,0,0,5,2,0,1,0,1,0,0,1,100,0
680,170,6,0,5,0,0,0,0,5,3,0,4,0,6,2,9,0,101,0
681,170,7,0,6,1,0,0,0,2,0,0,1,0,5,0,0,0,105,1
682,170,8,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,136,0
683,170,9,0,2,1,0,0,0,0,1,0,0,0,5,0,1,0,95,0
783,184,1,0,7,0,4,0,0,5,1,0,0,0,0,0,0,0,25,71
784,184,2,13,9,2,1,0,0,4,3,2,0,0,2,0,6,0,51,29
785,184,3,8,15,1,5,0,0,7,1,1,2,0,9,2,9,1,41,35
786,184,4,0,27,2,10,0,0,29,6,0,0,0,1,1,0,0,18,9
787,184,5,0,35,0,11,0,0,35,7,2,0,0,0,2,0,0,13,13
788,184,6,0,37,2,15,0,0,20,5,1,0,0,1,1,1,1,11,10
789,184,7,0,81,2,11,0,0,45,12,9,0,0,2,1,1,4,10,40
790,184,8,1,101,0,6,0,0,28,16,5,0,0,4,1,0,1,10,2
791,184,9,0,49,0,3,0,0,15,10,7,0,0,1,1,1,1,5,3
792,185,1,0,10,1,4,0,0,6,0,1,0,0,1,0,3,0,52,94
793,185,2,0,56,1,3,0,0,13,7,2,1,0,2,3,0,3,8,11
794,185,3,0,7,1,11,0,0,11,2,1,1,0,0,0,1,0,20,20
795,185,4,0,7,1,4,0,0,4,2,1,0,0,1,0,2,0,52,18
796,185,5,0,24,3,12,0,0,9,3,3,1,0,1,0,2,0,2,7
797,185,6,0,7,1,10,0,0,2,2,0,0,0,2,0,0,0,62,23
798,185,7,0,8,0,4,0,0,2,3,0,0,0,0,1,0,0,11,2
799,185,8,0,26,1,12,0,0,20,4,1,2,0,2,0,1,0,25,9
